Unnamed: 0,Duelos_Ofensivos_Ganhos,Pisadas_Área,Dribles_BemSucedidos,Acelerações,Passes_Longos_Recebidos,xG,Finalizações_NoAlvo,Conversão_Gols,xA,Assistência_Finalização,Deep_Completions,Deep_Completed_Crosses,Passes_Chave,Rating,Atleta,Equipe,Equipe_Janela_Análise,Posição,Posição_Wyscout,Código_Posição_Wyscout,Idade,Valor_Mercado,Fim_Contrato,Jogos,Minutos,Nacionalidade,Passaporte,Pé,Altura,Peso,Empréstimo,Liga,Base,Versão_Temporada,Role,L_Rating,L_Ranking,Size,L_Percentil,Duelos_Ofensivos_Ganhos_LM,Pisadas_Área_LM,Dribles_BemSucedidos_LM,Acelerações_LM,Passes_Longos_Recebidos_LM,xG_LM,Finalizações_NoAlvo_LM,Conversão_Gols_LM,xA_LM,Assistência_Finalização_LM,Deep_Completions_LM,Deep_Completed_Crosses_LM,Passes_Chave_LM,Duelos_Ofensivos_Ganhos_Rank,Pisadas_Área_Rank,Dribles_BemSucedidos_Rank,Acelerações_Rank,Passes_Longos_Recebidos_Rank,xG_Rank,Finalizações_NoAlvo_Rank,Conversão_Gols_Rank,xA_Rank,Assistência_Finalização_Rank,Deep_Completions_Rank,Deep_Completed_Crosses_Rank,Passes_Chave_Rank,Duelos_Ofensivos_Ganhos_Percentil,Pisadas_Área_Percentil,Dribles_BemSucedidos_Percentil,Acelerações_Percentil,Passes_Longos_Recebidos_Percentil,xG_Percentil,Finalizações_NoAlvo_Percentil,Conversão_Gols_Percentil,xA_Percentil,Assistência_Finalização_Percentil,Deep_Completions_Percentil,Deep_Completed_Crosses_Percentil,Passes_Chave_Percentil
17,0.189876,0.569697,0.325048,0.102151,0.5671,0.612903,0.713101,0.183332,0.608696,1.0,0.113636,0.492537,0.271845,0.712771,Felipe Augusto,Operário PR,Operário PR,"RAMF, RWF, CF",RAMF,10,32,100000,2024-11-15,21,1399,Brazil,Brazil,right,183,82,no,BRA2,Testing,2024,Extremo Agudo,0.713,18,60,70,0.350544,0.497828,0.419153,0.268728,0.500361,0.416129,0.460002,0.332253,0.374638,0.354499,0.305682,0.522637,0.243851,50,23.0,37,51.0,21.0,11.0,14,44.0,10.5,1.0,45.5,31.0,20.0,16,61,38,15,65,81,76,26,82,98,24,48,66
18,0.418605,0.318182,0.285557,0.134409,0.601732,0.548387,0.465384,0.611117,0.347826,0.263804,0.238636,0.335821,0.087379,0.712282,Dodô,Ponte Preta,Ponte Preta,"LWF, LW, AMF",LWF,11,23,0,,29,1840,Brazil,Brazil,right,171,68,yes,BRA2,Testing,2024,Extremo Agudo,0.712,19,60,68,0.350544,0.497828,0.419153,0.268728,0.500361,0.416129,0.460002,0.332253,0.374638,0.354499,0.305682,0.522637,0.243851,20,44.0,44,44.0,17.5,14.5,27,8.0,29.0,33.5,34.0,48.5,48.0,66,26,26,26,70,75,55,86,51,44,43,19,20
19,0.265073,0.242424,0.410465,0.451613,0.450216,0.419355,0.610669,0.261907,0.521739,0.527607,0.227273,0.947761,0.281553,0.711247,Paulo Baya,Goiás,Goiás,"LW, LAMF",LW,10,25,250000,2024-12-31,29,1845,Brazil,Brazil,right,185,77,yes,BRA2,Testing,2024,Extremo Agudo,0.711,20,60,66,0.350544,0.497828,0.419153,0.268728,0.500361,0.416129,0.460002,0.332253,0.374638,0.354499,0.305682,0.522637,0.243851,42,51.0,28,9.0,35.5,27.5,19,32.0,16.0,12.0,35.0,4.5,18.5,30,15,53,85,40,54,68,46,73,80,41,92,69
20,0.287642,0.487879,0.297006,0.290323,0.679654,0.290323,0.273049,0.183332,0.391304,0.447853,0.426136,0.701493,0.456311,0.7002,Marcinho,Chapecoense,Chapecoense,"LAMF, LW",LAMF,10,29,50000,2025-12-31,30,2489,Brazil,Brazil,right,176,75,no,BRA2,Testing,2024,Extremo Agudo,0.7,21,60,65,0.350544,0.497828,0.419153,0.268728,0.500361,0.416129,0.460002,0.332253,0.374638,0.354499,0.305682,0.522637,0.243851,37,32.0,42,26.5,13.5,44.5,44,44.0,24.5,17.0,16.0,14.0,9.0,38,46,30,55,77,25,26,26,59,71,73,76,85
21,0.411549,0.284848,0.433934,0.327957,0.489177,0.548387,0.966832,0.352546,0.26087,0.392638,0.181818,0.828358,0.184466,0.68754,Maxwell,Operário PR,Operário PR,"LW, LAMF, LWF",LW,10,29,100000,2024-12-31,26,1848,Brazil,Brazil,right,180,68,no,BRA2,Testing,2024,Extremo Agudo,0.688,22,60,63,0.350544,0.497828,0.419153,0.268728,0.500361,0.416129,0.460002,0.332253,0.374638,0.354499,0.305682,0.522637,0.243851,21,48.0,27,19.5,32.0,14.5,3,23.0,36.5,20.5,40.0,9.5,35.5,65,20,55,67,46,75,95,61,39,65,33,84,40
22,0.579145,0.287879,0.548926,0.424731,0.186147,0.354839,0.410417,0.287574,0.434783,0.441718,0.25,0.529851,0.213592,0.681492,Douglas Baggio,Botafogo SP,Botafogo SP,"RW, LW, RWF",RW,10,29,750000,2024-11-30,32,2734,Brazil,Brazil,right,172,71,no,BRA2,Testing,2024,Extremo Agudo,0.681,23,60,61,0.350544,0.497828,0.419153,0.268728,0.500361,0.416129,0.460002,0.332253,0.374638,0.354499,0.305682,0.522637,0.243851,7,46.5,17,11.5,57.0,36.5,33,28.0,21.5,18.0,33.0,24.0,29.0,88,22,71,80,5,39,45,53,64,70,45,60,51
23,0.333355,0.648485,0.444206,0.182796,0.450216,0.354839,0.667078,0.733326,0.217391,0.184049,0.375,0.552239,0.165049,0.67903,E. Garcia,Paysandu,Paysandu,"LAMF, LW, LWF",LAMF,10,24,300000,2024-12-31,27,1592,Venezuela,Venezuela,right,160,54,no,BRA2,Testing,2024,Extremo Agudo,0.679,24,60,60,0.350544,0.497828,0.419153,0.268728,0.500361,0.416129,0.460002,0.332253,0.374638,0.354499,0.305682,0.522637,0.243851,30,14.5,24,38.0,35.5,36.5,15,6.0,43.0,50.0,21.5,22.0,40.0,50,75,60,36,40,39,75,90,28,16,64,63,33
24,0.636956,0.606061,0.74127,0.11828,0.359307,0.548387,0.878292,0.549995,0.130435,0.276074,0.079545,0.492537,0.106796,0.678533,Paulinho Bóia,Paysandu,Paysandu,"LAMF, RAMF, RW",LAMF,10,26,700000,2024-12-31,14,821,Brazil,Brazil,right,171,64,no,BRA2,Testing,2024,Extremo Agudo,0.679,25,60,58,0.350544,0.497828,0.419153,0.268728,0.500361,0.416129,0.460002,0.332253,0.374638,0.354499,0.305682,0.522637,0.243851,4,20.0,8,46.5,44.5,14.5,4,10.0,52.5,31.5,51.0,31.0,45.5,93,66,86,22,25,75,93,83,12,47,15,48,24
25,0.763918,0.775758,0.859654,0.139785,0.277056,0.419355,0.454391,0.249991,0.347826,0.245399,0.448864,0.335821,0.223301,0.672749,Welliton Matheus,Goiás,Goiás,"RW, RAMF, RWF",RW,10,24,0,2024-12-31,33,2470,Brazil,Brazil,left,180,73,yes,BRA2,Testing,2024,Extremo Agudo,0.673,26,60,56,0.350544,0.497828,0.419153,0.268728,0.500361,0.416129,0.460002,0.332253,0.374638,0.354499,0.305682,0.522637,0.243851,2,8.0,3,41.5,53.0,27.5,28,34.0,29.0,40.0,12.0,48.5,27.5,96,86,95,30,11,54,53,43,51,33,80,19,54
26,0.059084,0.445455,0.030885,0.086022,0.471861,0.516129,0.447585,0.534705,0.304348,0.07362,0.181818,0.358209,0.281553,0.671284,Neto Pessôa,Grêmio Novorizontino,Grêmio Novorizontino,"LW, LWF, CF",LW,10,30,250000,2024-12-31,33,2274,Brazil,Brazil,left,182,79,no,BRA2,Testing,2024,Extremo Agudo,0.671,27,60,55,0.350544,0.497828,0.419153,0.268728,0.500361,0.416129,0.460002,0.332253,0.374638,0.354499,0.305682,0.522637,0.243851,58,35.0,59,53.5,33.0,18.0,30,11.0,34.0,54.5,40.0,46.0,18.5,3,41,1,10,45,70,50,81,43,9,33,23,69
27,0.539161,0.145455,0.469174,0.05914,0.125541,0.419355,0.404114,0.916658,0.304348,0.349693,0.079545,0.41791,0.0,0.664282,Emerson Urso,Vila Nova,Vila Nova,"LW, RW, LAMF",LW,10,23,250000,2025-12-31,20,811,Brazil,Brazil,right,169,67,yes,BRA2,Testing,2024,Extremo Agudo,0.664,28,60,53,0.350544,0.497828,0.419153,0.268728,0.500361,0.416129,0.460002,0.332253,0.374638,0.354499,0.305682,0.522637,0.243851,8,58.0,22,57.0,58.0,27.5,35,2.0,34.0,22.0,51.0,42.0,59.5,86,3,63,5,3,54,41,96,43,63,15,30,0
28,0.580281,0.509091,0.652669,0.204301,0.294372,0.258065,0.286691,0.215671,0.652174,0.815951,0.738636,0.432836,0.23301,0.664153,Enio,Amazonas,Amazonas,"RW, LW, RAMF",RW,10,23,200000,2025-12-31,33,2606,Brazil,Brazil,right,168,64,no,BRA2,Testing,2024,Extremo Agudo,0.664,29,60,51,0.350544,0.497828,0.419153,0.268728,0.500361,0.416129,0.460002,0.332253,0.374638,0.354499,0.305682,0.522637,0.243851,6,29.0,9,33.0,52.0,49.5,42,38.0,7.5,3.0,4.0,40.5,25.0,90,51,85,45,13,17,30,36,87,95,93,32,58
29,0.0,0.415152,0.056107,0.026882,0.30303,0.612903,0.628925,0.827962,0.173913,0.03681,0.045455,0.485075,0.203883,0.644598,Bruno Xavier,Ituano,Ituano,"RWF, RAMF, LW",RWF,11,27,50000,2024-12-31,25,1664,Brazil,Brazil,right,178,71,no,BRA2,Testing,2024,Extremo Agudo,0.645,30,60,50,0.350544,0.497828,0.419153,0.268728,0.500361,0.416129,0.460002,0.332253,0.374638,0.354499,0.305682,0.522637,0.243851,60,40.0,57,58.0,51.0,11.0,18,5.0,49.5,57.5,55.0,33.0,30.5,0,33,5,3,15,81,70,91,17,4,8,45,49
30,0.464858,0.20303,0.50005,0.209677,0.220779,0.322581,0.990057,0.166648,0.565217,0.644172,0.3125,0.5,0.23301,0.641077,Rómulo Otero,Santos,Santos,"RW, RAMF, LW",RW,10,31,800000,2024-12-31,33,2070,Venezuela,Venezuela,right,166,70,no,BRA2,Testing,2024,Extremo Agudo,0.641,31,60,48,0.350544,0.497828,0.419153,0.268728,0.500361,0.416129,0.460002,0.332253,0.374638,0.354499,0.305682,0.522637,0.243851,12,56.0,19,32.0,55.0,40.5,2,47.5,13.5,10.0,28.0,29.0,25.0,80,6,68,46,8,32,96,20,77,83,53,51,58
31,0.206021,0.630303,0.290468,0.107527,0.614719,0.387097,0.237555,0.488872,0.521739,0.165644,0.176136,0.589552,0.184466,0.634085,Wellington Silva,Sport Recife,Sport Recife,"LW, LAMF, CF",LW,10,31,400000,2024-12-31,17,897,Brazil,"Brazil, Spain",right,170,64,yes,BRA2,Testing,2024,Extremo Agudo,0.634,32,60,46,0.350544,0.497828,0.419153,0.268728,0.500361,0.416129,0.460002,0.332253,0.374638,0.354499,0.305682,0.522637,0.243851,48,16.0,43,49.0,16.0,32.5,49,15.0,16.0,51.5,42.0,19.0,35.5,20,73,28,18,73,45,18,75,73,14,30,68,40
32,0.141173,0.757576,0.251351,0.241935,0.718615,0.548387,0.186553,1.0,0.130435,0.233129,0.5,0.716418,0.330097,0.6296,F. Labandeira,CRB,CRB,"RW, RAMF, RWF",RW,10,28,500000,2024-12-31,20,1006,Uruguay,Uruguay,right,173,68,no,BRA2,Testing,2024,Extremo Agudo,0.63,33,60,45,0.350544,0.497828,0.419153,0.268728,0.500361,0.416129,0.460002,0.332253,0.374638,0.354499,0.305682,0.522637,0.243851,56,9.0,46,30.0,8.5,14.5,51,1.0,52.5,43.0,9.5,13.0,14.5,6,85,23,50,85,75,15,98,12,28,84,78,75
33,0.168552,0.506061,0.245493,0.182796,0.532468,0.419355,0.553407,0.30554,0.217391,0.226994,0.215909,0.343284,0.116505,0.625774,Pablo Dyego,Grêmio Novorizontino,Grêmio Novorizontino,"RW, RWF, LWF",RW,10,30,300000,2024-12-31,15,783,Brazil,Brazil,right,174,66,no,BRA2,Testing,2024,Extremo Agudo,0.626,34,60,43,0.350544,0.497828,0.419153,0.268728,0.500361,0.416129,0.460002,0.332253,0.374638,0.354499,0.305682,0.522637,0.243851,54,30.0,48,38.0,26.0,27.5,21,25.5,43.0,44.0,37.5,47.0,42.5,10,50,20,36,56,54,65,57,28,26,37,21,29
34,0.433008,0.827273,0.768218,0.580645,0.359307,0.645161,0.652356,0.274997,0.217391,0.141104,0.096591,0.455224,0.067961,0.621967,Airton,Guarani,Guarani,"LW, RAMF, LAMF",LW,10,25,350000,2024-12-31,20,1498,Brazil,Brazil,right,178,75,yes,BRA2,Testing,2024,Extremo Agudo,0.622,35,60,41,0.350544,0.497828,0.419153,0.268728,0.500361,0.416129,0.460002,0.332253,0.374638,0.354499,0.305682,0.522637,0.243851,17,6.0,6,3.0,44.5,8.0,17,30.0,43.0,53.0,47.0,37.0,51.0,71,90,90,95,25,86,71,50,28,11,21,38,15
35,0.502095,0.230303,0.43517,0.080645,0.424242,0.451613,0.811961,0.35482,0.217391,0.306748,0.375,0.149254,0.116505,0.618167,Fabrício Daniel,Grêmio Novorizontino,Grêmio Novorizontino,"RW, CF, RWF",RW,10,27,600000,2024-12-31,21,1166,Brazil,Brazil,left,182,80,yes,BRA2,Testing,2024,Extremo Agudo,0.618,36,60,40,0.350544,0.497828,0.419153,0.268728,0.500361,0.416129,0.460002,0.332253,0.374638,0.354499,0.305682,0.522637,0.243851,10,53.0,25,55.5,38.5,24.0,7,22.0,43.0,28.0,21.5,57.0,42.5,83,11,58,7,35,60,88,63,28,53,64,5,29
36,0.329637,0.651515,0.242415,0.139785,0.38961,0.709677,0.560003,0.183332,0.347826,0.325153,0.136364,0.30597,0.058252,0.610929,Mike,CRB,CRB,"RAMF, RW, CF",RAMF,10,31,500000,2024-12-31,26,1035,Brazil,Brazil,left,174,67,no,BRA2,Testing,2024,Extremo Agudo,0.611,37,60,38,0.350544,0.497828,0.419153,0.268728,0.500361,0.416129,0.460002,0.332253,0.374638,0.354499,0.305682,0.522637,0.243851,31,12.5,49,41.5,42.0,6.0,20,44.0,29.0,25.0,44.0,51.0,54.0,48,79,18,30,30,90,66,26,51,58,26,15,10
37,0.342412,0.627273,0.239029,0.360215,0.519481,0.387097,0.41119,0.261907,0.217391,0.288344,0.272727,0.507463,0.106796,0.59346,Marlon,Guarani,Guarani,"LW, CF",LW,10,27,350000,2025-06-30,20,801,Brazil,Brazil,right,175,69,yes,BRA2,Testing,2024,Extremo Agudo,0.593,38,60,36,0.350544,0.497828,0.419153,0.268728,0.500361,0.416129,0.460002,0.332253,0.374638,0.354499,0.305682,0.522637,0.243851,28,17.0,50,17.0,29.0,32.5,32,32.0,43.0,30.0,31.0,26.5,45.5,53,71,16,71,51,45,46,46,28,50,48,55,24
38,0.277902,0.287879,0.383265,0.0,0.541126,0.16129,0.35646,0.198181,0.565217,0.490798,0.301136,0.410448,0.242718,0.570891,Diego Mathias,Brusque,Brusque,"RW, RAMF, RCMF",RW,10,25,0,2026-06-30,25,1762,Brazil,Brazil,left,182,73,no,BRA2,Testing,2024,Extremo Agudo,0.571,39,60,35,0.350544,0.497828,0.419153,0.268728,0.500361,0.416129,0.460002,0.332253,0.374638,0.354499,0.305682,0.522637,0.243851,38,46.5,32,59.5,24.0,53.0,38,41.0,13.5,15.0,29.5,43.5,22.5,36,22,46,0,60,11,36,31,77,75,50,27,62
