Unnamed: 0,Ações_Defensivas_BemSucedidas,Duelos_Defensivos_Ganhos,Duelos_Aéreos_Ganhos,Passes_Longos_Certos,Passes_Frontais_Certos,Passes_Progressivos_Certos,Duelos_Ofensivos_Ganhos,Dribles_BemSucedidos,Corridas_Progressivas,Passes_TerçoFinal_Certos,Rating,Atleta,Equipe,Equipe_Janela_Análise,Posição,Posição_Wyscout,Código_Posição_Wyscout,Idade,Valor_Mercado,Fim_Contrato,Jogos,Minutos,Nacionalidade,Passaporte,Pé,Altura,Peso,Empréstimo,Liga,Base,Versão_Temporada,Role,L_Rating,L_Ranking,Size,L_Percentil,Ações_Defensivas_BemSucedidas_LM,Duelos_Defensivos_Ganhos_LM,Duelos_Aéreos_Ganhos_LM,Passes_Longos_Certos_LM,Passes_Frontais_Certos_LM,Passes_Progressivos_Certos_LM,Duelos_Ofensivos_Ganhos_LM,Dribles_BemSucedidos_LM,Corridas_Progressivas_LM,Passes_TerçoFinal_Certos_LM,Ações_Defensivas_BemSucedidas_Rank,Duelos_Defensivos_Ganhos_Rank,Duelos_Aéreos_Ganhos_Rank,Passes_Longos_Certos_Rank,Passes_Frontais_Certos_Rank,Passes_Progressivos_Certos_Rank,Duelos_Ofensivos_Ganhos_Rank,Dribles_BemSucedidos_Rank,Corridas_Progressivas_Rank,Passes_TerçoFinal_Certos_Rank,Ações_Defensivas_BemSucedidas_Percentil,Duelos_Defensivos_Ganhos_Percentil,Duelos_Aéreos_Ganhos_Percentil,Passes_Longos_Certos_Percentil,Passes_Frontais_Certos_Percentil,Passes_Progressivos_Certos_Percentil,Duelos_Ofensivos_Ganhos_Percentil,Dribles_BemSucedidos_Percentil,Corridas_Progressivas_Percentil,Passes_TerçoFinal_Certos_Percentil
53,0.235622,0.566165,0.213615,0.585526,0.317785,0.462253,0.53808,0.449854,0.57384,0.520669,0.606627,Lucas Ribeiro,Goiás,Goiás,"LCB, RCB",LCB,4,25,1000000,2024-12-31,27,2545,Brazil,Brazil,right,190,80,no,BRA2,Testing,2024,Zagueiro Construtor,0.607,54,74,27,0.472121,0.379349,0.435384,0.477433,0.478591,0.476305,0.222126,0.208823,0.363382,0.485257,61.0,16,66,25,59,35,4,8.0,13.5,35,17,78,10,66,20,52,94,89,81,52
54,0.465677,0.374661,0.346732,0.165627,0.53501,0.42721,0.0,0.035612,0.320675,0.406824,0.605791,Lucas Maia,Paysandu,Paysandu,LCB,LCB,4,31,800000,2024-11-30,26,2472,Brazil,Brazil,left,192,85,no,BRA2,Testing,2024,Zagueiro Construtor,0.606,55,74,25,0.472121,0.379349,0.435384,0.477433,0.478591,0.476305,0.222126,0.208823,0.363382,0.485257,35.0,35,49,66,32,39,74,68.0,38.0,48,52,52,33,10,56,47,0,8,48,35
55,0.877551,0.39939,0.271852,0.348791,0.425459,0.335422,0.185603,0.179079,0.113924,0.204906,0.578783,Ianson,Brusque,Brusque,"RCB, CB",RCB,4,29,100000,2025-11-30,21,2015,Brazil,Brazil,right,187,80,no,BRA2,Testing,2024,Zagueiro Construtor,0.579,56,74,24,0.472121,0.379349,0.435384,0.477433,0.478591,0.476305,0.222126,0.208823,0.363382,0.485257,7.0,31,58,52,45,57,37,34.0,63.0,64,90,58,21,29,39,22,50,54,14,13
56,0.630798,0.31153,0.576909,0.079271,0.182642,0.157122,0.503381,0.700035,0.291139,0.260455,0.577158,Habraão,Santa Clara,Chapecoense,LCB,LCB,4,23,0,,11,1041,Brazil,Brazil,right,187,80,yes,BRA2,Testing,2024,Zagueiro Construtor,0.577,57,74,22,0.472121,0.379349,0.435384,0.477433,0.478591,0.476305,0.222126,0.208823,0.363382,0.485257,20.0,43,17,72,69,70,7,4.0,40.0,61,72,41,77,2,6,5,90,94,45,17
57,0.554731,0.508418,0.422689,0.313416,0.240031,0.21634,0.207373,0.162807,0.084388,0.23027,0.570305,Matheus Salustiano,Guarani,Guarani,"LCB, RCB",LCB,4,31,100000,2024-11-30,23,2291,Brazil,Brazil,right,183,76,no,BRA2,Testing,2024,Zagueiro Construtor,0.57,58,74,21,0.472121,0.379349,0.435384,0.477433,0.478591,0.476305,0.222126,0.208823,0.363382,0.485257,26.0,21,36,54,64,68,32,36.0,67.0,62,64,71,51,27,13,8,56,51,9,16
58,0.200371,0.225873,0.234707,0.552992,0.531163,0.706202,0.117088,0.058506,0.160338,0.592758,0.568532,Bruno Melo,Coritiba,Coritiba,"LCB, LB",LCB,4,32,400000,2024-12-31,31,3077,Brazil,Brazil,left,186,78,yes,BRA2,Testing,2024,Zagueiro Construtor,0.569,59,74,20,0.472121,0.379349,0.435384,0.477433,0.478591,0.476305,0.222126,0.208823,0.363382,0.485257,65.5,58,64,26,33,11,53,64.0,57.0,22,11,21,13,64,55,85,28,13,22,70
59,0.361781,0.22668,0.25686,0.25295,0.524491,0.527384,0.242245,0.0,0.206751,0.637736,0.568199,Edson Felipe,Goiás,Goiás,LCB,LCB,4,33,300000,2024-12-31,25,1849,Brazil,Brazil,right,183,75,no,BRA2,Testing,2024,Zagueiro Construtor,0.568,60,74,18,0.472121,0.379349,0.435384,0.477433,0.478591,0.476305,0.222126,0.208823,0.363382,0.485257,44.0,56,61,59,34,31,24,71.5,53.0,17,40,24,17,20,54,58,67,3,28,77
60,0.476809,0.22629,0.12361,0.547715,0.387596,0.544124,0.206817,0.111924,0.139241,0.472266,0.550523,Ralf,Vila Nova,Vila Nova,"RCB, DMF, RDMF",RCB,4,40,150000,2024-12-31,28,2442,Brazil,Brazil,right,182,85,no,BRA2,Testing,2024,Zagueiro Construtor,0.551,61,74,17,0.472121,0.379349,0.435384,0.477433,0.478591,0.476305,0.222126,0.208823,0.363382,0.485257,33.5,57,72,28,48,30,33,46.5,60.5,37,54,22,2,62,35,59,55,37,18,50
61,0.380334,0.348627,0.32975,0.27423,0.440289,0.387087,0.271467,0.312047,0.556962,0.466504,0.549603,Matheus Costa,Botafogo SP,Botafogo SP,"RCB, LCB",RCB,4,29,300000,2025-12-31,21,1775,Brazil,"Brazil, Portugal",right,188,82,no,BRA2,Testing,2024,Zagueiro Construtor,0.55,62,74,16,0.472121,0.379349,0.435384,0.477433,0.478591,0.476305,0.222126,0.208823,0.363382,0.485257,43.0,38,52,57,44,47,19,15.0,17.0,39,41,48,29,22,40,36,74,79,77,47
62,0.584416,0.346453,0.453942,0.476012,0.227824,0.23425,0.130044,0.099206,0.105485,0.200081,0.549391,Claudinho,Ituano,Ituano,"LCB, RCB",LCB,4,34,50000,2024-12-31,29,2829,Brazil,Brazil,right,183,82,no,BRA2,Testing,2024,Zagueiro Construtor,0.549,63,74,14,0.472121,0.379349,0.435384,0.477433,0.478591,0.476305,0.222126,0.208823,0.363382,0.485257,24.0,39,31,37,66,67,50,48.0,65.0,67,67,47,58,50,10,9,32,35,12,9
63,0.144712,0.079985,0.368275,0.419045,0.618107,0.421228,0.053725,0.091574,0.413502,0.314487,0.465889,João Victor,Mirassol,Mirassol,"RCB, LCB",RCB,4,27,250000,2026-12-31,32,3125,Brazil,Brazil,right,188,80,yes,BRA2,Testing,2024,Zagueiro Construtor,0.466,64,74,13,0.472121,0.379349,0.435384,0.477433,0.478591,0.476305,0.222126,0.208823,0.363382,0.485257,69.0,71,46,45,18,41,72,51.0,26.5,58,6,4,37,39,75,44,2,31,64,21
64,0.339518,0.228301,0.420862,0.174004,0.325494,0.35411,0.076164,0.122099,0.075949,0.200819,0.443533,J. Quintero,,Vila Nova,RCB,RCB,4,29,700000,,19,1497,Colombia,Colombia,right,184,79,no,BRA2,Testing,2024,Zagueiro Construtor,0.444,65,74,12,0.472121,0.379349,0.435384,0.477433,0.478591,0.476305,0.222126,0.208823,0.363382,0.485257,47.5,55,37,64,56,54,63,45.0,68.0,66,35,25,50,13,24,27,14,39,8,10
65,0.027829,0.298588,0.447492,0.094586,0.450672,0.268668,0.13799,0.085469,0.025316,0.165919,0.407002,Gil,Santos,Santos,"LCB, RCB",LCB,4,37,300000,2024-12-31,31,3123,Brazil,Brazil,right,192,87,no,BRA2,Testing,2024,Zagueiro Construtor,0.407,66,74,10,0.472121,0.379349,0.435384,0.477433,0.478591,0.476305,0.222126,0.208823,0.363382,0.485257,72.0,44,33,71,43,64,48,54.0,71.5,70,2,40,55,4,41,13,35,27,3,5
66,0.100186,0.271887,0.268817,0.26396,0.240045,0.344019,0.070563,0.091574,0.383966,0.441435,0.347034,Matheus Felipe,Ceará,Ceará,"RCB, CB",RCB,4,25,1200000,2026-12-31,22,1983,Brazil,Brazil,right,186,84,yes,BRA2,Testing,2024,Zagueiro Construtor,0.347,67,74,9,0.472121,0.379349,0.435384,0.477433,0.478591,0.476305,0.222126,0.208823,0.363382,0.485257,71.0,49,59,58,63,55,65,51.0,32.0,44,4,33,20,21,14,25,12,31,56,40
67,0.315399,0.147836,0.324918,0.523007,0.23747,0.23731,0.209191,0.137362,0.42616,0.227472,0.330472,Benevenuto,Coritiba,Coritiba,"LCB, RCB",LCB,4,28,2000000,2026-12-31,22,1962,Brazil,Brazil,right,181,78,yes,BRA2,Testing,2024,Zagueiro Construtor,0.33,68,74,8,0.472121,0.379349,0.435384,0.477433,0.478591,0.476305,0.222126,0.208823,0.363382,0.485257,50.0,62,53,30,65,66,31,42.0,23.5,63,32,16,28,59,12,10,58,43,68,14
68,0.311688,0.243925,0.053481,0.223834,0.325153,0.303084,0.254592,0.28345,0.417722,0.450689,0.277215,Joseph,Operário PR,Operário PR,"RCB, LCB",RCB,4,29,100000,2025-11-30,18,1729,Brazil,Brazil,right,186,79,no,BRA2,Testing,2024,Zagueiro Construtor,0.277,69,74,6,0.472121,0.379349,0.435384,0.477433,0.478591,0.476305,0.222126,0.208823,0.363382,0.485257,51.0,53,73,61,57,60,22,18.0,25.0,42,31,28,1,17,22,18,70,75,66,43
69,0.202226,0.254965,0.373903,0.0,0.248129,0.131265,0.107334,0.329668,0.362869,0.111171,0.244142,Thalisson,Coritiba,Coritiba,RCB,RCB,4,22,300000,2025-12-31,11,833,Brazil,Brazil,right,190,79,no,BRA2,Testing,2024,Zagueiro Construtor,0.244,70,74,5,0.472121,0.379349,0.435384,0.477433,0.478591,0.476305,0.222126,0.208823,0.363382,0.485257,64.0,52,44,74,62,72,54,12.0,36.5,72,13,29,40,0,16,2,27,83,50,2
70,0.29128,0.145451,0.499521,0.106738,0.058195,0.089409,0.097774,0.07462,0.046414,0.092733,0.217021,Douglas Bacelar,Guarani,Guarani,RCB,RCB,4,34,100000,2024-11-30,25,2417,Brazil,Brazil,right,190,84,no,BRA2,Testing,2024,Zagueiro Construtor,0.217,71,74,4,0.472121,0.379349,0.435384,0.477433,0.478591,0.476305,0.222126,0.208823,0.363382,0.485257,54.5,65,26,70,72,73,55,60.0,69.0,73,26,12,64,5,2,1,25,18,6,1
71,0.12987,0.14649,0.212012,0.356981,0.374737,0.29629,0.060139,0.0,0.109705,0.172119,0.214544,Diogo Silva,Tianjin Tigers,Amazonas,LCB,LCB,4,29,200000,2024-11-30,14,1364,Brazil,Brazil,right,187,83,no,BRA2,Testing,2024,Zagueiro Construtor,0.215,72,74,2,0.472121,0.379349,0.435384,0.477433,0.478591,0.476305,0.222126,0.208823,0.363382,0.485257,70.0,63,67,49,51,63,71,71.5,64.0,69,5,14,9,33,31,14,4,3,13,6
72,0.207792,0.260905,0.0,0.349441,0.097659,0.132692,0.044871,0.081399,0.392405,0.202503,0.032692,Wálber,Nam Dinh,Ituano,"RCB, LCB",RCB,4,27,150000,2024-12-31,13,1156,Brazil,Brazil,right,186,80,no,BRA2,Testing,2024,Zagueiro Construtor,0.033,73,74,1,0.472121,0.379349,0.435384,0.477433,0.478591,0.476305,0.222126,0.208823,0.363382,0.485257,63.0,51,74,51,71,71,73,56.0,30.5,65,14,31,0,31,4,4,1,24,58,12
73,0.267161,0.119956,0.239519,0.048735,0.04707,0.0,0.062858,0.0,0.021097,0.0,0.0,Fábio Sanches,Botafogo SP,Botafogo SP,"CB, RCB",CB,4,33,250000,2024-11-30,21,1777,Brazil,Brazil,right,186,85,no,BRA2,Testing,2024,Zagueiro Construtor,0.0,74,74,0,0.472121,0.379349,0.435384,0.477433,0.478591,0.476305,0.222126,0.208823,0.363382,0.485257,56.0,67,63,73,73,74,68,71.5,73.0,74,24,9,14,1,1,0,8,3,1,0
