Unnamed: 0,Ações_Defensivas_BemSucedidas,Passes_Longos_Certos,Passes_Progressivos_Certos,Ações_Ofensivas_BemSucedidas,Duelos_Ofensivos_Ganhos,Pisadas_Área,Dribles_BemSucedidos,Corridas_Progressivas,Acelerações,xA,Assistência_Finalização,Passes_TerçoFinal_Certos,Deep_Completions,Deep_Completed_Crosses,Passes_ÁreaPênalti_Certos,Rating,Atleta,Equipe,Equipe_Janela_Análise,Posição,Posição_Wyscout,Código_Posição_Wyscout,Idade,Valor_Mercado,Fim_Contrato,Jogos,Minutos,Nacionalidade,Passaporte,Pé,Altura,Peso,Empréstimo,Liga,Base,Versão_Temporada,Role,L_Rating,L_Ranking,Size,L_Percentil,Ações_Defensivas_BemSucedidas_LM,Passes_Longos_Certos_LM,Passes_Progressivos_Certos_LM,Ações_Ofensivas_BemSucedidas_LM,Duelos_Ofensivos_Ganhos_LM,Pisadas_Área_LM,Dribles_BemSucedidos_LM,Corridas_Progressivas_LM,Acelerações_LM,xA_LM,Assistência_Finalização_LM,Passes_TerçoFinal_Certos_LM,Deep_Completions_LM,Deep_Completed_Crosses_LM,Passes_ÁreaPênalti_Certos_LM,Ações_Defensivas_BemSucedidas_Rank,Passes_Longos_Certos_Rank,Passes_Progressivos_Certos_Rank,Ações_Ofensivas_BemSucedidas_Rank,Duelos_Ofensivos_Ganhos_Rank,Pisadas_Área_Rank,Dribles_BemSucedidos_Rank,Corridas_Progressivas_Rank,Acelerações_Rank,xA_Rank,Assistência_Finalização_Rank,Passes_TerçoFinal_Certos_Rank,Deep_Completions_Rank,Deep_Completed_Crosses_Rank,Passes_ÁreaPênalti_Certos_Rank,Ações_Defensivas_BemSucedidas_Percentil,Passes_Longos_Certos_Percentil,Passes_Progressivos_Certos_Percentil,Ações_Ofensivas_BemSucedidas_Percentil,Duelos_Ofensivos_Ganhos_Percentil,Pisadas_Área_Percentil,Dribles_BemSucedidos_Percentil,Corridas_Progressivas_Percentil,Acelerações_Percentil,xA_Percentil,Assistência_Finalização_Percentil,Passes_TerçoFinal_Certos_Percentil,Deep_Completions_Percentil,Deep_Completed_Crosses_Percentil,Passes_ÁreaPênalti_Certos_Percentil
10,0.466146,0.582344,0.53124,0.741228,0.411218,0.31875,0.557231,0.38806,0.072581,0.578947,0.582011,0.324171,0.304348,1.0,0.88591,0.747656,Marcos Vinicius,Avaí,Avaí,RB,RB,1,27,0,2024-12-31,31,3062,Brazil,Brazil,right,176,69,yes,BRA2,Testing,2024,Lateral Ofensivo,0.748,11,70,84,0.455097,0.421288,0.462063,0.345739,0.264515,0.333661,0.268219,0.361023,0.217742,0.366917,0.33802,0.371224,0.318385,0.490541,0.522754,31.0,16,25,4.0,9,31.5,5,28.0,53.5,9.5,8.0,35,36.5,1.0,5,55,77,64,94,87,55,92,60,23,86,88,50,47,98,92
11,0.697917,0.755022,1.0,0.190789,0.109296,0.075,0.110143,0.152239,0.145161,0.263158,0.349206,0.671196,0.043478,0.554054,0.438983,0.738294,G. Risso,Ponte Preta,Ponte Preta,LB,LB,1,28,300000,2024-12-31,24,2049,Argentina,Argentina,left,179,71,yes,BRA2,Testing,2024,Lateral Ofensivo,0.738,12,70,82,0.455097,0.421288,0.462063,0.345739,0.264515,0.333661,0.268219,0.361023,0.217742,0.366917,0.33802,0.371224,0.318385,0.490541,0.522754,11.0,7,1,53.0,64,58.0,60,58.5,41.0,46.5,33.0,7,67.0,30.0,43,84,90,98,24,8,17,14,16,41,33,52,90,4,57,38
12,0.669271,0.431862,0.648536,0.344298,0.201628,0.975,0.173563,0.247761,0.064516,0.526316,0.402116,0.210999,1.0,0.689189,0.836559,0.737146,Igor Cariús,Sport Recife,Sport Recife,RB,RB,1,31,400000,2025-12-31,16,1176,Brazil,Brazil,left,184,79,no,BRA2,Testing,2024,Lateral Ofensivo,0.737,13,70,81,0.455097,0.421288,0.462063,0.345739,0.264515,0.333661,0.268219,0.361023,0.217742,0.366917,0.33802,0.371224,0.318385,0.490541,0.522754,13.0,29,13,30.0,39,2.0,44,48.5,56.5,15.5,24.0,52,1.0,19.5,10,81,58,81,57,44,97,37,30,19,77,65,25,98,72,85
13,0.615885,0.293134,0.736096,0.557018,0.67094,0.2625,0.582782,0.844776,0.314516,0.315789,0.37037,0.705554,0.426087,0.439189,0.53264,0.73644,Dieguinho,Goiás,Goiás,RB,RB,1,28,1000000,2024-12-31,31,2786,Brazil,Brazil,right,175,68,no,BRA2,Testing,2024,Lateral Ofensivo,0.736,14,70,80,0.455097,0.421288,0.462063,0.345739,0.264515,0.333661,0.268219,0.361023,0.217742,0.366917,0.33802,0.371224,0.318385,0.490541,0.522754,16.5,48,9,11.0,3,36.0,4,3.0,18.0,38.0,27.5,5,15.0,41.0,37,76,31,87,84,95,48,94,95,74,45,60,92,78,41,47
14,0.451823,0.174099,0.59252,0.611842,0.494806,0.51875,0.489171,0.576119,0.556452,0.473684,0.439153,0.388676,0.573913,0.668919,0.784688,0.735633,Hereda,CRB,CRB,RB,RB,1,26,250000,2026-12-31,31,2880,Brazil,Brazil,right,177,65,no,BRA2,Testing,2024,Lateral Ofensivo,0.736,15,70,78,0.455097,0.421288,0.462063,0.345739,0.264515,0.333661,0.268219,0.361023,0.217742,0.366917,0.33802,0.371224,0.318385,0.490541,0.522754,33.0,63,20,7.0,7,17.0,9,12.0,4.5,22.0,16.0,30,9.0,21.0,13,52,10,71,90,90,75,87,82,93,68,77,57,87,70,81
15,0.424479,0.57089,0.791547,0.197368,0.089884,0.09375,0.120658,0.352239,0.16129,0.315789,0.407407,0.423037,0.391304,0.574324,0.576873,0.72412,Pacheco,Guarani,Guarani,RB,RB,1,33,200000,2024-12-31,22,1905,Brazil,Brazil,right,175,74,no,BRA2,Testing,2024,Lateral Ofensivo,0.724,16,70,77,0.455097,0.421288,0.462063,0.345739,0.264515,0.333661,0.268219,0.361023,0.217742,0.366917,0.33802,0.371224,0.318385,0.490541,0.522754,37.0,17,7,51.0,66,57.0,56,31.5,37.5,38.0,23.0,28,20.0,27.0,32,47,75,90,27,5,18,20,55,46,45,67,60,71,61,54
16,0.132812,0.553549,0.610279,0.333333,0.275972,0.4375,0.088114,0.095522,0.048387,0.473684,0.465608,0.650617,0.608696,0.858108,0.940996,0.719156,Luiz Henrique,Goiás,Goiás,LB,LB,1,25,150000,2024-12-31,23,1407,Brazil,Brazil,left,177,74,no,BRA2,Testing,2024,Lateral Ofensivo,0.719,17,70,75,0.455097,0.421288,0.462063,0.345739,0.264515,0.333661,0.268219,0.361023,0.217742,0.366917,0.33802,0.371224,0.318385,0.490541,0.522754,66.0,18,17,31.0,26,20.5,66,65.0,59.5,22.0,13.0,8,8.0,5.0,4,5,74,75,55,62,70,5,7,15,68,81,88,88,92,94
17,0.58724,0.382211,0.646666,0.732456,0.390394,0.05625,0.52616,0.543284,0.233871,0.315789,0.216931,0.302159,0.33913,0.97973,0.994695,0.705294,Jamerson,Coritiba,Coritiba,LB,LB,1,26,1000000,2025-12-31,15,925,Brazil,Brazil,left,177,77,no,BRA2,Testing,2024,Lateral Ofensivo,0.705,18,70,74,0.455097,0.421288,0.462063,0.345739,0.264515,0.333661,0.268219,0.361023,0.217742,0.366917,0.33802,0.371224,0.318385,0.490541,0.522754,21.0,35,14,5.0,10,62.0,6,14.0,25.5,38.0,51.0,42,28.0,2.0,2,70,50,80,92,85,11,91,80,63,45,27,40,60,97,97
18,0.777344,0.674954,0.444167,0.447368,0.258112,0.38125,0.358101,0.408955,0.330645,0.421053,0.338624,0.445521,0.330435,0.628378,0.636641,0.686243,Gonzalo Escobar,Santos,Santos,LB,LB,1,27,600000,2024-12-31,30,2873,Argentina,Argentina,left,171,70,yes,BRA2,Testing,2024,Lateral Ofensivo,0.686,19,70,72,0.455097,0.421288,0.462063,0.345739,0.264515,0.333661,0.268219,0.361023,0.217742,0.366917,0.33802,0.371224,0.318385,0.490541,0.522754,3.0,11,34,19.0,29,26.0,16,26.5,16.0,28.0,35.0,22,30.0,22.5,29,95,84,51,72,58,62,77,62,77,60,50,68,57,67,58
19,0.520833,0.723342,0.551451,0.445175,0.229622,0.13125,0.278263,0.477612,0.201613,0.368421,0.62963,0.342937,0.217391,0.722973,0.680892,0.677851,Pará,Operário PR,Operário PR,LB,LB,1,29,100000,2024-12-31,23,1827,Brazil,Brazil,left,167,70,no,BRA2,Testing,2024,Lateral Ofensivo,0.678,20,70,71,0.455097,0.421288,0.462063,0.345739,0.264515,0.333661,0.268219,0.361023,0.217742,0.366917,0.33802,0.371224,0.318385,0.490541,0.522754,27.0,8,24,20.0,33,52.5,26,20.0,30.5,32.5,6.0,34,45.5,15.0,25,61,88,65,71,52,25,62,71,56,53,91,51,35,78,64
20,0.269531,0.529254,0.449723,0.60307,0.349329,0.25625,0.493603,0.295522,0.209677,0.947368,0.904762,0.314523,0.33913,0.75,0.717297,0.656148,Rodrigo Soares,Grêmio Novorizontino,Grêmio Novorizontino,"RB, RWB",RB,1,31,1000000,2024-11-30,30,2065,Brazil,Brazil,right,176,73,no,BRA2,Testing,2024,Lateral Ofensivo,0.656,21,70,70,0.455097,0.421288,0.462063,0.345739,0.264515,0.333661,0.268219,0.361023,0.217742,0.366917,0.33802,0.371224,0.318385,0.490541,0.522754,56.0,21,32,8.0,12,37.0,8,38.0,28.5,2.0,2.0,37,28.0,13.0,20,20,70,54,88,82,47,88,45,59,97,97,47,60,81,71
21,0.234375,0.511402,0.462909,0.322368,0.043382,0.7125,0.16814,0.370149,0.177419,0.578947,0.608466,0.444124,0.391304,0.695946,0.831174,0.63091,Patric,,Amazonas,RB,RB,1,35,200000,,8,806,Brazil,Brazil,right,173,79,no,BRA2,Testing,2024,Lateral Ofensivo,0.631,22,70,68,0.455097,0.421288,0.462063,0.345739,0.264515,0.333661,0.268219,0.361023,0.217742,0.366917,0.33802,0.371224,0.318385,0.490541,0.522754,58.5,22,30,35.0,69,8.0,46,30.0,35.0,9.5,7.0,24,20.0,17.0,11,16,68,57,50,1,88,34,57,50,86,90,65,71,75,84
22,0.214844,0.642423,0.638747,0.160088,0.0,0.00625,0.0,0.152239,0.056452,0.263158,0.359788,0.500548,0.356522,0.567568,0.616753,0.626782,Thales Oleques,Operário PR,Operário PR,RB,RB,1,30,600000,2025-12-31,14,1302,Brazil,"Brazil, Portugal",right,175,74,no,BRA2,Testing,2024,Lateral Ofensivo,0.627,23,70,67,0.455097,0.421288,0.462063,0.345739,0.264515,0.333661,0.268219,0.361023,0.217742,0.366917,0.33802,0.371224,0.318385,0.490541,0.522754,61.0,12,15,56.5,70,68.0,70,58.5,58.0,46.5,29.5,17,24.0,29.0,30,12,82,78,19,0,2,0,16,17,33,57,75,65,58,57
23,0.165365,0.289022,0.345243,1.0,0.983125,0.9625,1.0,0.728358,0.508065,0.842105,1.0,0.310279,0.208696,0.614865,0.540573,0.624516,Maílton,Chapecoense,Chapecoense,"RB, RW",RB,1,26,700000,2026-06-30,19,1140,Brazil,Brazil,right,169,71,yes,BRA2,Testing,2024,Lateral Ofensivo,0.625,24,70,65,0.455097,0.421288,0.462063,0.345739,0.264515,0.333661,0.268219,0.361023,0.217742,0.366917,0.33802,0.371224,0.318385,0.490541,0.522754,64.0,50,50,1.0,2,3.0,1,5.0,7.0,3.0,1.0,39,48.0,24.5,35,8,28,28,98,97,95,98,92,90,95,98,44,31,65,50
24,0.446615,0.383197,0.586031,0.285088,0.088439,0.06875,0.111572,0.241791,0.096774,0.578947,0.57672,0.44419,0.33913,0.628378,0.695411,0.610631,Rafael Ramos,Ceará,Ceará,RB,RB,1,29,500000,2024-12-31,24,2306,Portugal,Portugal,right,168,70,yes,BRA2,Testing,2024,Lateral Ofensivo,0.611,25,70,64,0.455097,0.421288,0.462063,0.345739,0.264515,0.333661,0.268219,0.361023,0.217742,0.366917,0.33802,0.371224,0.318385,0.490541,0.522754,35.0,34,22,42.0,67,59.5,59,50.5,47.0,9.5,9.0,23,28.0,22.5,23,50,51,68,40,4,15,15,27,32,86,87,67,60,67,67
25,0.404948,0.330352,0.387673,0.464912,0.624863,0.88125,0.443798,0.573134,0.395161,0.263158,0.428571,0.232594,0.626087,0.351351,0.768552,0.60444,Patrick Brey,Botafogo SP,Botafogo SP,"LB, LWB",LB,1,27,125000,2024-11-30,30,2013,Brazil,"Brazil, Germany",left,177,67,no,BRA2,Testing,2024,Lateral Ofensivo,0.604,26,70,62,0.455097,0.421288,0.462063,0.345739,0.264515,0.333661,0.268219,0.361023,0.217742,0.366917,0.33802,0.371224,0.318385,0.490541,0.522754,42.0,40,47,17.0,5,4.0,12,13.0,14.5,46.5,17.5,48,6.0,49.5,14,40,42,32,75,92,94,82,81,79,33,75,31,91,29,80
26,0.398437,0.722612,0.691799,0.135965,0.200596,0.1375,0.264904,0.432836,0.475806,0.315789,0.089947,1.0,0.443478,0.033784,0.188012,0.603218,Warley,Torpedo Kutaisi,Mirassol,LB,LB,1,24,800000,2027-06-30,12,1067,Brazil,Brazil,right,172,64,no,BRA2,Testing,2024,Lateral Ofensivo,0.603,27,70,61,0.455097,0.421288,0.462063,0.345739,0.264515,0.333661,0.268219,0.361023,0.217742,0.366917,0.33802,0.371224,0.318385,0.490541,0.522754,44.0,9,11,62.0,40,51.0,27,22.0,8.0,38.0,62.5,1,13.0,66.5,64,37,87,84,11,42,27,61,68,88,45,10,98,81,5,8
27,0.736979,0.160147,0.472606,0.372807,0.128253,0.40625,0.129435,0.253731,0.08871,0.210526,0.354497,0.279497,0.182609,0.804054,0.725434,0.579534,Rodrigo Ferreira,Santos,Santos,"RB, LB",RB,1,29,600000,2025-12-31,20,843,Brazil,Brazil,right,178,80,no,BRA2,Testing,2024,Lateral Ofensivo,0.58,28,70,60,0.455097,0.421288,0.462063,0.345739,0.264515,0.333661,0.268219,0.361023,0.217742,0.366917,0.33802,0.371224,0.318385,0.490541,0.522754,7.0,66,28,26.0,57,24.0,54,47.0,49.5,55.0,31.5,43,53.5,10.0,19,90,5,60,62,18,65,22,32,29,21,55,38,23,85,72
28,0.401042,0.276608,0.4059,0.513158,0.347473,0.525,0.35499,0.507463,0.395161,0.421053,0.301587,0.274626,0.365217,0.831081,0.863073,0.574814,Matheus Bahia,Ceará,Ceará,LB,LB,1,25,1200000,2026-12-31,30,2766,Brazil,Brazil,left,181,75,yes,BRA2,Testing,2024,Lateral Ofensivo,0.575,29,70,58,0.455097,0.421288,0.462063,0.345739,0.264515,0.333661,0.268219,0.361023,0.217742,0.366917,0.33802,0.371224,0.318385,0.490541,0.522754,43.0,51,43,13.0,13,16.0,17,16.0,14.5,28.0,38.5,45,22.5,6.5,7,38,27,38,81,81,77,75,77,79,60,45,35,67,90,90
29,0.380208,0.471532,0.453449,0.458333,0.30729,0.39375,0.41066,0.265672,0.104839,0.263158,0.296296,0.499305,0.226087,0.513514,0.481155,0.565929,Felipinho,Sport Recife,Sport Recife,LB,LB,1,27,500000,2026-12-31,19,1411,Brazil,Brazil,left,177,74,no,BRA2,Testing,2024,Lateral Ofensivo,0.566,30,70,57,0.455097,0.421288,0.462063,0.345739,0.264515,0.333661,0.268219,0.361023,0.217742,0.366917,0.33802,0.371224,0.318385,0.490541,0.522754,46.0,27,31,18.0,20,25.0,14,42.0,44.5,46.5,41.0,18,42.5,35.5,39,34,61,55,74,71,64,80,40,36,33,41,74,39,49,44
30,0.808594,0.304301,0.436711,0.313596,0.146596,0.31875,0.117261,0.262687,0.0,0.473684,0.428571,0.316066,0.078261,0.824324,0.600456,0.56456,Rhuan,Vila Nova,Vila Nova,LB,LB,1,24,0,2025-12-31,28,2033,Brazil,Brazil,left,177,76,no,BRA2,Testing,2024,Lateral Ofensivo,0.565,31,70,55,0.455097,0.421288,0.462063,0.345739,0.264515,0.333661,0.268219,0.361023,0.217742,0.366917,0.33802,0.371224,0.318385,0.490541,0.522754,2.0,45,35,37.0,54,31.5,58,44.0,65.5,22.0,17.5,36,66.0,8.0,31,97,35,50,47,22,55,17,37,6,68,75,48,5,88,55
31,0.666667,0.260443,0.352734,0.559211,0.347397,0.5625,0.4416,0.340299,0.072581,0.421053,0.343915,0.194855,0.4,0.695946,0.705437,0.554399,João Pedro Chermont,Santos U20,Santos,RB,RB,1,18,0,,28,1969,Brazil,Brazil,right,181,73,no,BRA2,Testing,2024,Lateral Ofensivo,0.554,32,70,54,0.455097,0.421288,0.462063,0.345739,0.264515,0.333661,0.268219,0.361023,0.217742,0.366917,0.33802,0.371224,0.318385,0.490541,0.522754,14.5,57,49,10.0,14,14.0,13,33.0,53.5,28.0,34.0,55,18.0,17.0,21,79,18,30,85,80,80,81,52,23,60,51,21,74,75,70
32,0.608073,0.274391,0.558433,0.234649,0.164931,0.25,0.072734,0.122388,0.104839,0.157895,0.132275,0.573687,0.347826,0.445946,0.504008,0.553153,Wallison,Botafogo SP,Botafogo SP,"RB, RCB",RB,1,23,300000,2024-12-31,19,1361,Brazil,Brazil,right,177,70,yes,BRA2,Testing,2024,Lateral Ofensivo,0.553,33,70,52,0.455097,0.421288,0.462063,0.345739,0.264515,0.333661,0.268219,0.361023,0.217742,0.366917,0.33802,0.371224,0.318385,0.490541,0.522754,18.0,52,23,48.0,48,38.0,68,63.0,44.5,60.5,61.0,11,25.5,40.0,38,74,25,67,31,31,45,2,10,36,13,12,84,63,42,45
33,0.454427,0.377157,0.587819,0.100877,0.152587,0.13125,0.093727,0.298507,0.16129,0.0,0.063492,0.343879,0.965217,0.209459,0.682097,0.548534,Lucas Hipólito,Operário PR,Operário PR,LB,LB,1,29,100000,2024-12-31,11,888,Brazil,Brazil,left,172,72,no,BRA2,Testing,2024,Lateral Ofensivo,0.549,34,70,51,0.455097,0.421288,0.462063,0.345739,0.264515,0.333661,0.268219,0.361023,0.217742,0.366917,0.33802,0.371224,0.318385,0.490541,0.522754,32.0,36,21,67.0,52,52.5,63,37.0,37.5,69.5,66.5,33,2.0,58.0,24,54,48,70,4,25,25,10,47,46,0,5,52,97,17,65
34,0.191406,0.796647,0.60394,0.153509,0.114162,0.00625,0.184936,0.540299,0.169355,0.473684,0.396825,0.628208,0.182609,0.216216,0.390416,0.547877,Zeca,Mirassol,Mirassol,LB,LB,1,30,500000,2025-12-31,19,1820,Brazil,Brazil,right,170,68,no,BRA2,Testing,2024,Lateral Ofensivo,0.548,35,70,50,0.455097,0.421288,0.462063,0.345739,0.264515,0.333661,0.268219,0.361023,0.217742,0.366917,0.33802,0.371224,0.318385,0.490541,0.522754,62.5,4,19,59.0,63,68.0,40,15.0,36.0,22.0,25.0,10,53.5,57.0,46,10,94,72,15,10,2,42,78,48,68,64,85,23,18,34
