Unnamed: 0,Duelos_Ofensivos_Ganhos,Dribles_BemSucedidos,Acelerações,xG,Finalizações_NoAlvo,Conversão_Gols,Conversão_xG,Ameaça_Ofensiva,xA,Assistência_Finalização,Deep_Completions,Passes_Chave,Passes_ÁreaPênalti_Certos,Rating,Atleta,Equipe,Equipe_Janela_Análise,Posição,Posição_Wyscout,Código_Posição_Wyscout,Idade,Valor_Mercado,Fim_Contrato,Jogos,Minutos,Nacionalidade,Passaporte,Pé,Altura,Peso,Empréstimo,Liga,Base,Versão_Temporada,Role,L_Rating,L_Ranking,Size,L_Percentil,Duelos_Ofensivos_Ganhos_LM,Dribles_BemSucedidos_LM,Acelerações_LM,xG_LM,Finalizações_NoAlvo_LM,Conversão_Gols_LM,Conversão_xG_LM,Ameaça_Ofensiva_LM,xA_LM,Assistência_Finalização_LM,Deep_Completions_LM,Passes_Chave_LM,Passes_ÁreaPênalti_Certos_LM,Duelos_Ofensivos_Ganhos_Rank,Dribles_BemSucedidos_Rank,Acelerações_Rank,xG_Rank,Finalizações_NoAlvo_Rank,Conversão_Gols_Rank,Conversão_xG_Rank,Ameaça_Ofensiva_Rank,xA_Rank,Assistência_Finalização_Rank,Deep_Completions_Rank,Passes_Chave_Rank,Passes_ÁreaPênalti_Certos_Rank,Duelos_Ofensivos_Ganhos_Percentil,Dribles_BemSucedidos_Percentil,Acelerações_Percentil,xG_Percentil,Finalizações_NoAlvo_Percentil,Conversão_Gols_Percentil,Conversão_xG_Percentil,Ameaça_Ofensiva_Percentil,xA_Percentil,Assistência_Finalização_Percentil,Deep_Completions_Percentil,Passes_Chave_Percentil,Passes_ÁreaPênalti_Certos_Percentil
10,0.333659,0.306932,0.130435,0.52381,0.293432,0.730772,0.666667,0.59496,0.25,0.405405,0.426036,0.549296,0.553776,0.826817,Anselmo Ramon,CRB,CRB,CF,CF,12,36,150000,2025-12-31,34,3017,Brazil,Brazil,right,182,77,no,BRA2,Testing,2024,Segundo Atacante,0.827,11,49,77,0.382075,0.362637,0.397959,0.519436,0.441575,0.492855,0.526731,0.479534,0.301871,0.335466,0.337157,0.348951,0.425795,28,24,35.0,26.0,36,9.0,14.0,16.0,25.5,18.0,14.0,11.0,16,42,51,28,46,26,81,71,67,47,63,71,77,67
11,0.165696,0.199851,0.0,0.785714,0.680442,1.0,0.821053,0.67635,0.125,0.172973,0.071006,0.43662,0.117729,0.817955,Luan Silva,Amazonas,Amazonas,CF,CF,12,32,150000,2024-12-31,13,873,Brazil,Brazil,,0,0,no,BRA2,Testing,2024,Segundo Atacante,0.818,12,49,75,0.382075,0.362637,0.397959,0.519436,0.441575,0.492855,0.526731,0.479534,0.301871,0.335466,0.337157,0.348951,0.425795,42,34,44.0,8.5,7,1.5,8.0,8.0,40.5,39.0,45.0,17.0,45,14,30,10,82,85,96,83,83,17,20,8,65,8
12,0.514703,0.641338,1.0,0.642857,0.553885,0.292294,0.375,0.387548,0.291667,0.27027,0.455621,0.28169,0.7374,0.805023,Robson,Coritiba,Coritiba,"CF, LW, LAMF",CF,12,33,900000,2024-12-31,20,1362,Brazil,Brazil,right,179,76,no,BRA2,Testing,2024,Segundo Atacante,0.805,13,49,73,0.382075,0.362637,0.397959,0.519436,0.441575,0.492855,0.526731,0.479534,0.301871,0.335466,0.337157,0.348951,0.425795,12,8,1.0,17.5,12,39.0,39.0,34.0,20.5,26.5,13.0,24.5,10,75,83,97,64,75,20,20,30,58,45,73,50,79
13,0.207261,0.414126,0.195652,0.214286,0.181037,0.542864,0.771429,0.341536,0.625,0.427027,0.573964,0.619718,0.479866,0.803696,W. Silva,Santos,Santos,CF,CF,12,24,1200000,2026-06-30,12,1019,Brazil,Brazil,right,180,74,yes,BRA2,Testing,2024,Segundo Atacante,0.804,14,49,71,0.382075,0.362637,0.397959,0.519436,0.441575,0.492855,0.526731,0.479534,0.301871,0.335466,0.337157,0.348951,0.425795,37,17,31.0,42.5,44,19.0,12.0,36.0,4.5,16.5,8.0,9.5,18,24,65,36,13,10,61,75,26,90,66,83,80,63
14,0.149007,0.111703,0.173913,0.595238,0.468023,0.826075,0.82,0.527568,0.166667,0.172973,0.236686,0.112676,0.32922,0.800271,Willian,Santos,Santos,"CF, RAMF",CF,12,37,250000,2024-12-31,26,1092,Brazil,Brazil,right,171,78,no,BRA2,Testing,2024,Segundo Atacante,0.8,15,49,69,0.382075,0.362637,0.397959,0.519436,0.441575,0.492855,0.526731,0.479534,0.301871,0.335466,0.337157,0.348951,0.425795,44,42,32.5,21.5,22,6.0,9.0,23.0,36.0,39.0,29.5,43.5,26,10,14,33,56,55,87,81,53,26,20,39,11,46
15,0.359147,0.202277,0.478261,0.309524,0.688774,0.52413,1.0,0.21927,0.291667,0.513514,0.343195,0.098592,0.780712,0.785454,J. Recalde,Ceará,Ceará,"CF, AMF",CF,12,32,600000,2025-12-31,26,1210,Paraguay,Paraguay,right,178,83,no,BRA2,Testing,2024,Segundo Atacante,0.785,16,49,67,0.382075,0.362637,0.397959,0.519436,0.441575,0.492855,0.526731,0.479534,0.301871,0.335466,0.337157,0.348951,0.425795,23,33,19.0,36.0,6,20.0,1.0,43.0,20.5,10.0,21.0,45.5,9,53,32,61,26,87,59,97,12,58,79,57,7,81
16,0.354317,0.361896,0.304348,0.904762,0.449323,0.69091,0.404651,1.0,0.166667,0.183784,0.201183,0.408451,0.124518,0.78452,Hygor,Avaí,Avaí,"CF, RW",CF,12,32,150000,2025-12-31,20,1256,Brazil,Brazil,right,186,78,no,BRA2,Testing,2024,Segundo Atacante,0.785,17,49,65,0.382075,0.362637,0.397959,0.519436,0.441575,0.492855,0.526731,0.479534,0.301871,0.335466,0.337157,0.348951,0.425795,24,21,27.0,4.0,27,11.5,35.0,1.0,36.0,36.0,35.5,19.0,44,51,57,44,91,44,76,28,97,26,26,27,61,10
17,0.572643,0.457777,0.26087,0.309524,0.354815,0.253344,0.4,0.295192,0.833333,0.843243,0.64497,1.0,0.827187,0.773482,Eduardo Person,Ituano,Ituano,"CF, AMF, LCMF",CF,12,27,300000,2024-12-31,13,763,Brazil,Brazil,right,174,72,no,BRA2,Testing,2024,Segundo Atacante,0.773,18,49,63,0.382075,0.362637,0.397959,0.519436,0.441575,0.492855,0.526731,0.479534,0.301871,0.335466,0.337157,0.348951,0.425795,9,15,29.0,36.0,35,41.0,36.5,39.0,3.0,2.0,7.0,1.0,5,81,69,40,26,28,16,25,20,93,95,85,97,89
18,0.490637,0.737486,0.717391,0.785714,0.36596,0.5,0.442105,0.626487,0.208333,0.248649,0.272189,0.239437,0.609725,0.771498,Rodolfo,Grêmio Novorizontino,Grêmio Novorizontino,CF,CF,12,32,600000,2024-11-30,26,1633,Brazil,Brazil,right,175,75,no,BRA2,Testing,2024,Segundo Atacante,0.771,19,49,61,0.382075,0.362637,0.397959,0.519436,0.441575,0.492855,0.526731,0.479534,0.301871,0.335466,0.337157,0.348951,0.425795,14,7,12.0,8.5,32,22.0,30.0,13.0,30.5,28.5,28.0,29.0,15,71,85,75,82,34,55,38,73,37,41,42,40,69
19,0.179538,0.107426,0.586957,0.5,0.475174,0.655153,0.623077,0.563838,0.125,0.097297,0.325444,0.225352,0.202068,0.766625,Alexandre Jesus,Botafogo SP,Botafogo SP,CF,CF,12,23,250000,2025-12-31,20,1677,Brazil,Brazil,right,184,82,no,BRA2,Testing,2024,Segundo Atacante,0.767,20,49,59,0.382075,0.362637,0.397959,0.519436,0.441575,0.492855,0.526731,0.479534,0.301871,0.335466,0.337157,0.348951,0.425795,39,43,16.0,28.5,21,14.5,16.0,19.5,40.5,44.5,22.5,30.5,36,20,12,67,41,57,70,67,60,17,9,54,37,26
20,0.212842,0.123587,0.608696,0.738095,0.654252,0.560648,0.533333,0.560662,0.333333,0.237838,0.159763,0.507042,0.302192,0.76452,Aylon,Ceará,Ceará,"CF, RW",CF,12,32,350000,2024-12-31,32,2535,Brazil,Brazil,right,180,75,no,BRA2,Testing,2024,Segundo Atacante,0.765,21,49,57,0.382075,0.362637,0.397959,0.519436,0.441575,0.492855,0.526731,0.479534,0.301871,0.335466,0.337157,0.348951,0.425795,35,41,15.0,13.0,8,18.0,24.0,21.0,16.5,30.5,40.0,12.0,27,28,16,69,73,83,63,51,57,66,37,18,75,44
21,1.0,0.917365,0.0,0.619048,0.463871,0.358489,0.425806,0.432004,0.291667,0.464865,0.307692,0.422535,0.440497,0.752032,Thonny Anderson,Ituano,Ituano,CF,CF,12,26,500000,2024-12-31,24,2077,Brazil,Brazil,right,184,81,yes,BRA2,Testing,2024,Segundo Atacante,0.752,22,49,55,0.382075,0.362637,0.397959,0.519436,0.441575,0.492855,0.526731,0.479534,0.301871,0.335466,0.337157,0.348951,0.425795,1,2,44.0,19.5,23,36.0,32.0,28.0,20.5,15.0,24.0,18.0,21,97,95,10,60,53,26,34,42,58,69,51,63,57
22,0.0,0.043607,0.413043,0.595238,0.534564,1.0,0.92,0.5795,0.0,0.0,0.0,0.0,0.102458,0.748144,F. Barceló,Ceará,Ceará,CF,CF,12,31,600000,2024-12-31,23,972,Uruguay,"Uruguay, Italy",right,180,75,no,BRA2,Testing,2024,Segundo Atacante,0.748,23,49,53,0.382075,0.362637,0.397959,0.519436,0.441575,0.492855,0.526731,0.479534,0.301871,0.335466,0.337157,0.348951,0.425795,49,48,22.5,21.5,14,1.5,3.0,18.0,49.0,49.0,49.0,48.0,46,0,2,54,56,71,96,93,63,0,0,0,2,6
23,0.450476,0.382453,0.978261,0.357143,0.002765,0.474996,0.33,0.79355,1.0,0.562162,0.284024,0.478873,0.296366,0.734182,Salatiel,Ituano,Ituano,CF,CF,12,32,250000,2024-11-30,16,796,Brazil,Brazil,right,187,76,no,BRA2,Testing,2024,Segundo Atacante,0.734,24,49,51,0.382075,0.362637,0.397959,0.519436,0.441575,0.492855,0.526731,0.479534,0.301871,0.335466,0.337157,0.348951,0.425795,18,19,2.5,34.0,48,25.0,40.0,4.0,1.0,6.0,27.0,13.0,28,63,61,94,30,2,48,18,91,97,87,44,73,42
24,0.152824,0.496786,0.391304,0.190476,0.179875,0.69091,0.830769,0.428853,0.333333,0.237838,0.207101,0.253521,0.031343,0.734062,Ruan Ribeiro,Paysandu,Paysandu,"CF, RW",CF,12,21,0,,18,1021,Brazil,Brazil,right,178,71,yes,BRA2,Testing,2024,Segundo Atacante,0.734,25,49,48,0.382075,0.362637,0.397959,0.519436,0.441575,0.492855,0.526731,0.479534,0.301871,0.335466,0.337157,0.348951,0.425795,43,14,24.5,44.0,45,11.5,6.0,30.0,16.5,30.5,33.5,27.5,48,12,71,50,10,8,76,87,38,66,37,31,43,2
25,0.148057,0.324133,0.0,0.857143,0.41277,0.723818,0.731707,0.599179,0.041667,0.07027,0.076923,0.15493,0.211898,0.725537,Breno Herculano,Goiás,Goiás,CF,CF,12,25,0,,18,892,Brazil,Brazil,right,189,89,no,BRA2,Testing,2024,Segundo Atacante,0.726,26,49,46,0.382075,0.362637,0.397959,0.519436,0.441575,0.492855,0.526731,0.479534,0.301871,0.335466,0.337157,0.348951,0.425795,45,23,44.0,5.0,30,10.0,13.0,14.0,47.0,48.0,44.0,39.0,35,8,53,10,89,38,79,73,71,4,2,10,20,28
26,0.25753,0.296943,0.717391,0.309524,0.162094,0.361909,0.433333,0.414026,0.625,0.518919,0.491124,0.464789,0.825748,0.713156,Vágner Love,Avaí,Avaí,CF,CF,12,40,150000,2025-05-31,20,1370,Brazil,Brazil,right,172,72,no,BRA2,Testing,2024,Segundo Atacante,0.713,27,49,44,0.382075,0.362637,0.397959,0.519436,0.441575,0.492855,0.526731,0.479534,0.301871,0.335466,0.337157,0.348951,0.425795,31,25,12.0,36.0,46,35.0,31.0,32.0,4.5,9.0,12.0,14.5,6,36,48,75,26,6,28,36,34,90,81,75,70,87
27,0.478734,0.218521,0.456522,0.238095,0.532122,0.455996,0.8,0.233212,0.375,0.286486,0.35503,0.295775,0.270152,0.71075,Daniel Lima,Operário PR,Operário PR,CF,CF,12,19,0,,25,1338,Brazil,Brazil,right,186,77,yes,BRA2,Testing,2024,Segundo Atacante,0.711,28,49,42,0.382075,0.362637,0.397959,0.519436,0.441575,0.492855,0.526731,0.479534,0.301871,0.335466,0.337157,0.348951,0.425795,15,30,21.0,40.0,15,29.0,10.0,42.0,14.0,24.5,18.5,23.0,29,69,38,57,18,69,40,79,14,71,50,62,53,40
28,0.240263,0.057907,0.0,0.666667,0.451373,0.474996,0.4,0.663424,0.291667,0.497297,0.414201,0.816901,0.176946,0.69082,Julio Furch,Santos,Santos,CF,CF,12,35,700000,2025-06-30,25,1250,Argentina,Argentina,right,188,88,no,BRA2,Testing,2024,Segundo Atacante,0.691,29,49,40,0.382075,0.362637,0.397959,0.519436,0.441575,0.492855,0.526731,0.479534,0.301871,0.335466,0.337157,0.348951,0.425795,33,46,44.0,15.0,26,25.0,36.5,9.0,20.5,13.0,15.5,2.0,38,32,6,10,69,46,48,25,81,58,73,68,95,22
29,0.339075,0.336327,0.173913,0.619048,0.57456,0.678561,0.774194,0.441867,0.041667,0.081081,0.04142,0.0,0.141994,0.688301,Lucca,Grêmio Novorizontino,Grêmio Novorizontino,CF,CF,12,34,300000,2024-11-30,24,1114,Brazil,Brazil,right,178,72,no,BRA2,Testing,2024,Segundo Atacante,0.688,30,49,38,0.382075,0.362637,0.397959,0.519436,0.441575,0.492855,0.526731,0.479534,0.301871,0.335466,0.337157,0.348951,0.425795,27,22,32.5,19.5,11,13.0,11.0,27.0,47.0,47.0,46.0,48.0,43,44,55,33,60,77,73,77,44,4,4,6,2,12
30,0.526728,0.603274,0.891304,0.761905,0.476382,0.393107,0.227027,0.643487,0.25,0.286486,0.106509,0.197183,0.467475,0.680277,Alex Sandro,Botafogo SP,Botafogo SP,"CF, LW",CF,12,29,700000,2024-12-31,21,1313,Brazil,Brazil,left,175,74,no,BRA2,Testing,2024,Segundo Atacante,0.68,31,49,36,0.382075,0.362637,0.397959,0.519436,0.441575,0.492855,0.526731,0.479534,0.301871,0.335466,0.337157,0.348951,0.425795,10,9,6.0,11.0,20,33.5,44.0,12.0,25.5,24.5,42.0,33.5,19,79,81,87,77,59,31,10,75,47,50,14,31,61
31,0.074143,0.059795,0.717391,0.428571,0.0,0.474996,0.286957,0.967814,0.25,0.302703,0.656805,0.464789,0.442365,0.677591,Leandro Damião,,Coritiba,CF,CF,12,35,600000,,12,826,Brazil,Brazil,right,188,90,no,BRA2,Testing,2024,Segundo Atacante,0.678,32,49,34,0.382075,0.362637,0.397959,0.519436,0.441575,0.492855,0.526731,0.479534,0.301871,0.335466,0.337157,0.348951,0.425795,46,45,12.0,32.5,49,25.0,43.0,2.0,25.5,23.0,6.0,14.5,20,6,8,75,33,0,48,12,95,47,53,87,70,59
32,0.264331,0.197825,0.347826,0.833333,0.445682,0.511552,0.42,0.677579,0.291667,0.27027,0.224852,0.338028,0.166498,0.677569,Gustavo Coutinho,Sport Recife,Sport Recife,CF,CF,12,25,1800000,2027-12-31,32,2277,Brazil,Brazil,right,186,78,no,BRA2,Testing,2024,Segundo Atacante,0.678,33,49,32,0.382075,0.362637,0.397959,0.519436,0.441575,0.492855,0.526731,0.479534,0.301871,0.335466,0.337157,0.348951,0.425795,29,35,26.0,6.5,28,21.0,33.0,7.0,20.5,26.5,31.5,22.0,39,40,28,46,86,42,57,32,85,58,45,35,55,20
33,0.348772,0.127336,0.391304,0.47619,0.458336,0.584625,0.648,0.455435,0.166667,0.172973,0.136095,0.126761,0.199894,0.662074,Henrique Almeida,Vila Nova,Vila Nova,CF,CF,12,33,300000,2024-12-31,31,1975,Brazil,Brazil,right,177,77,no,BRA2,Testing,2024,Segundo Atacante,0.662,34,49,30,0.382075,0.362637,0.397959,0.519436,0.441575,0.492855,0.526731,0.479534,0.301871,0.335466,0.337157,0.348951,0.425795,26,40,24.5,30.0,24,16.0,15.0,26.0,36.0,39.0,41.0,42.0,37,46,18,50,38,51,67,69,46,26,20,16,14,24
34,0.208898,0.249198,0.086957,0.952381,0.507228,0.565967,0.413333,0.769254,0.083333,0.140541,0.023669,0.253521,0.0,0.65484,Mário Sérgio,Chapecoense,Chapecoense,CF,CF,12,29,100000,2026-12-31,27,2030,Brazil,Brazil,left,181,70,no,BRA2,Testing,2024,Segundo Atacante,0.655,35,49,28,0.382075,0.362637,0.397959,0.519436,0.441575,0.492855,0.526731,0.479534,0.301871,0.335466,0.337157,0.348951,0.425795,36,27,37.5,2.5,18,17.0,34.0,6.0,44.0,43.0,47.5,27.5,49,26,44,23,94,63,65,30,87,10,12,3,43,0
35,0.16664,0.187244,0.086957,0.952381,0.752001,0.48252,0.386667,0.659794,0.125,0.172973,0.171598,0.211268,0.266757,0.616504,Dellatorre,Mirassol,Mirassol,CF,CF,12,32,450000,2024-11-30,30,2480,Brazil,"Brazil, Italy",right,181,79,no,BRA2,Testing,2024,Segundo Atacante,0.617,36,49,26,0.382075,0.362637,0.397959,0.519436,0.441575,0.492855,0.526731,0.479534,0.301871,0.335466,0.337157,0.348951,0.425795,41,37,37.5,2.5,5,23.0,38.0,11.0,40.5,39.0,38.5,32.0,30,16,24,23,94,89,53,22,77,17,20,21,34,38
36,0.924158,0.831685,0.891304,0.238095,0.253621,0.100015,0.2,0.235297,0.5,0.637838,0.349112,0.450704,0.726038,0.59357,Luan Dias,Guarani,Guarani,"CF, AMF, RW",CF,12,27,600000,2025-06-30,25,1988,Brazil,Brazil,left,178,74,yes,BRA2,Testing,2024,Segundo Atacante,0.594,37,49,24,0.382075,0.362637,0.397959,0.519436,0.441575,0.492855,0.526731,0.479534,0.301871,0.335466,0.337157,0.348951,0.425795,3,4,6.0,40.0,41,46.0,46.0,41.0,8.0,3.0,20.0,16.0,12,93,91,87,18,16,6,6,16,83,93,59,67,75
37,0.352603,0.246068,0.478261,0.238095,0.37403,0.220284,0.56,0.122791,0.583333,0.616216,0.502959,0.661972,0.732682,0.592306,Giovanni,Avaí,Avaí,"CF, AMF",CF,12,30,500000,2024-12-31,32,2486,Brazil,"Brazil, Italy",right,174,75,no,BRA2,Testing,2024,Segundo Atacante,0.592,38,49,22,0.382075,0.362637,0.397959,0.519436,0.441575,0.492855,0.526731,0.479534,0.301871,0.335466,0.337157,0.348951,0.425795,25,28,19.0,40.0,31,42.0,22.0,45.0,6.0,4.0,10.0,7.0,11,48,42,61,18,36,14,55,8,87,91,79,85,77
38,0.173747,0.403604,0.891304,0.214286,0.118488,0.399985,0.6,0.326948,0.041667,0.205405,0.224852,0.197183,0.212139,0.560251,Guilherme Queiróz,Brusque,Brusque,CF,CF,12,34,100000,2024-12-31,21,1331,Brazil,Brazil,right,179,75,no,BRA2,Testing,2024,Segundo Atacante,0.56,39,49,20,0.382075,0.362637,0.397959,0.519436,0.441575,0.492855,0.526731,0.479534,0.301871,0.335466,0.337157,0.348951,0.425795,40,18,6.0,42.5,47,31.0,18.0,38.0,47.0,33.5,31.5,33.5,34,18,63,87,13,4,36,63,22,4,31,35,31,30
39,0.44941,0.540371,0.934783,0.142857,0.550858,0.155115,0.490909,0.069908,0.208333,0.545946,0.171598,0.676056,0.416865,0.559096,Rodrigo Farofa,Operário PR,Operário PR,"CF, AMF, LWF",CF,12,24,300000,2025-12-31,24,1916,Brazil,Brazil,right,178,78,no,BRA2,Testing,2024,Segundo Atacante,0.559,40,49,18,0.382075,0.362637,0.397959,0.519436,0.441575,0.492855,0.526731,0.479534,0.301871,0.335466,0.337157,0.348951,0.425795,19,11,4.0,45.0,13,43.0,25.0,47.0,30.5,7.0,38.5,6.0,23,61,77,91,8,73,12,48,4,37,85,21,87,53
