Unnamed: 0,Ações_Defensivas_BemSucedidas,Duelos_Defensivos_Ganhos,Passes_Frontais_Certos,Passes_Progressivos_Certos,Duelos_Ofensivos_Ganhos,xG,xA,Rating,Atleta,Equipe,Equipe_Janela_Análise,Posição,Posição_Wyscout,Código_Posição_Wyscout,Idade,Valor_Mercado,Fim_Contrato,Jogos,Minutos,Nacionalidade,Passaporte,Pé,Altura,Peso,Empréstimo,Liga,Base,Versão_Temporada,Role,L_Rating,L_Ranking,Size,L_Percentil,Ações_Defensivas_BemSucedidas_LM,Duelos_Defensivos_Ganhos_LM,Passes_Frontais_Certos_LM,Passes_Progressivos_Certos_LM,Duelos_Ofensivos_Ganhos_LM,xG_LM,xA_LM,Ações_Defensivas_BemSucedidas_Rank,Duelos_Defensivos_Ganhos_Rank,Passes_Frontais_Certos_Rank,Passes_Progressivos_Certos_Rank,Duelos_Ofensivos_Ganhos_Rank,xG_Rank,xA_Rank,Ações_Defensivas_BemSucedidas_Percentil,Duelos_Defensivos_Ganhos_Percentil,Passes_Frontais_Certos_Percentil,Passes_Progressivos_Certos_Percentil,Duelos_Ofensivos_Ganhos_Percentil,xG_Percentil,xA_Percentil
20,0.48595,0.496651,0.291801,0.264926,0.260038,0.483871,0.217391,0.448467,Chrystian Barletta,Sport Recife,Sport Recife,"LW, RW, RAMF",LW,10,23,1200000,2028-12-31,28,2117,Brazil,Brazil,left,178,70,no,BRA2,Testing,2024,Extremo Tático,0.448,21,60,65,0.449311,0.378195,0.255912,0.271083,0.350544,0.416129,0.374638,24.0,21,22,26,43,21.5,43.0,60,65,63,56,28,64,28
21,0.292562,0.235339,0.397984,0.286959,0.418605,0.548387,0.347826,0.438179,Dodô,Ponte Preta,Ponte Preta,"LWF, LW, AMF",LWF,11,23,0,,29,1840,Brazil,Brazil,right,171,68,yes,BRA2,Testing,2024,Extremo Tático,0.438,22,60,63,0.449311,0.378195,0.255912,0.271083,0.350544,0.416129,0.374638,40.5,41,10,23,20,14.5,29.0,32,31,83,61,66,75,51
22,0.497521,0.517364,0.200619,0.242441,0.342412,0.387097,0.217391,0.424175,Marlon,Guarani,Guarani,"LW, CF",LW,10,27,350000,2025-06-30,20,801,Brazil,Brazil,right,175,69,yes,BRA2,Testing,2024,Extremo Tático,0.424,23,60,61,0.449311,0.378195,0.255912,0.271083,0.350544,0.416129,0.374638,23.0,18,32,31,28,32.5,43.0,61,70,46,48,53,45,28
23,0.401653,0.198989,0.314316,0.297041,0.636956,0.548387,0.130435,0.417305,Paulinho Bóia,Paysandu,Paysandu,"LAMF, RAMF, RW",LAMF,10,26,700000,2024-12-31,14,821,Brazil,Brazil,right,171,64,no,BRA2,Testing,2024,Extremo Tático,0.417,24,60,60,0.449311,0.378195,0.255912,0.271083,0.350544,0.416129,0.374638,30.0,49,18,21,4,14.5,52.5,50,18,70,65,93,75,12
24,0.581818,0.602516,0.073166,0.181205,0.685207,0.290323,0.652174,0.415217,Fernandinho,Mirassol,Mirassol,"LW, LWF, LAMF",LW,10,27,400000,2024-11-30,30,2318,Brazil,Brazil,right,175,70,no,BRA2,Testing,2024,Extremo Tático,0.415,25,60,58,0.449311,0.378195,0.255912,0.271083,0.350544,0.416129,0.374638,21.0,10,52,41,3,44.5,7.5,65,83,13,31,95,25,87
25,0.472727,0.442063,0.137213,0.242676,0.313568,0.967742,0.434783,0.414698,Alesson,Vila Nova,Vila Nova,"LW, LAMF, LWF",LW,10,25,550000,2025-12-31,32,3174,Brazil,Brazil,right,173,68,no,BRA2,Testing,2024,Extremo Tático,0.415,26,60,56,0.449311,0.378195,0.255912,0.271083,0.350544,0.416129,0.374638,25.0,23,45,30,33,2.0,21.5,58,61,25,50,45,96,64
26,0.0,0.063034,0.363878,0.412192,0.440383,0.774194,0.0,0.412109,Leozinho,Ituano,Ituano,"RW, RAMF, RWF",RW,10,25,0,,27,1258,Brazil,Brazil,left,173,60,no,BRA2,Testing,2024,Extremo Tático,0.412,27,60,55,0.449311,0.378195,0.255912,0.271083,0.350544,0.416129,0.374638,60.0,56,13,10,14,3.5,59.0,0,6,78,83,76,94,1
27,0.228099,0.275671,0.286434,0.243388,0.579145,0.354839,0.434783,0.396091,Douglas Baggio,Botafogo SP,Botafogo SP,"RW, LW, RWF",RW,10,29,750000,2024-11-30,32,2734,Brazil,Brazil,right,172,71,no,BRA2,Testing,2024,Extremo Tático,0.396,28,60,53,0.449311,0.378195,0.255912,0.271083,0.350544,0.416129,0.374638,50.0,35,23,29,7,36.5,21.5,16,41,61,51,88,39,64
28,0.41157,0.236196,0.362111,0.339829,0.257853,0.387097,0.130435,0.38819,João Victor,Guarani,Guarani,"RW, LW, RAMF",RW,10,25,350000,2024-12-31,30,2379,Brazil,Brazil,right,177,70,no,BRA2,Testing,2024,Extremo Tático,0.388,29,60,51,0.449311,0.378195,0.255912,0.271083,0.350544,0.416129,0.374638,29.0,40,14,15,45,32.5,52.5,51,33,76,75,25,45,12
29,0.72562,0.527955,0.187578,0.177944,0.179093,0.290323,0.26087,0.387818,Negueba,Mirassol,Mirassol,"RW, RAMF, RWF",RW,10,24,450000,2025-12-31,24,1798,Brazil,Brazil,right,171,62,no,BRA2,Testing,2024,Extremo Tático,0.388,30,60,50,0.449311,0.378195,0.255912,0.271083,0.350544,0.416129,0.374638,10.0,16,36,42,53,44.5,36.5,83,73,40,30,11,25,39
30,0.652893,0.583752,0.191388,0.142628,0.302849,0.483871,0.0,0.380904,B. Borasi,Paysandu,Paysandu,"LAMF, RAMF, LW",LAMF,10,26,0,2025-06-30,13,1032,Argentina,Argentina,right,171,61,yes,BRA2,Testing,2024,Extremo Tático,0.381,31,60,48,0.449311,0.378195,0.255912,0.271083,0.350544,0.416129,0.374638,14.0,14,33,51,34,21.5,59.0,76,76,45,15,43,64,1
31,0.315702,0.299675,0.279227,0.318904,0.333355,0.354839,0.217391,0.371105,E. Garcia,Paysandu,Paysandu,"LAMF, LW, LWF",LAMF,10,24,300000,2024-12-31,27,1592,Venezuela,Venezuela,right,160,54,no,BRA2,Testing,2024,Extremo Tático,0.371,32,60,46,0.449311,0.378195,0.255912,0.271083,0.350544,0.416129,0.374638,36.0,34,25,17,30,36.5,43.0,40,43,58,71,50,39,28
