Unnamed: 0,Duelos_Aéreos_Ganhos,Duelos_Ofensivos_Ganhos,xG,Conversão_Gols,Conversão_xG,Ameaça_Ofensiva,xA,Deep_Completions,Passes_Chave,Passes_ÁreaPênalti_Certos,Rating,Atleta,Equipe,Equipe_Janela_Análise,Posição,Posição_Wyscout,Código_Posição_Wyscout,Idade,Valor_Mercado,Fim_Contrato,Jogos,Minutos,Nacionalidade,Passaporte,Pé,Altura,Peso,Empréstimo,Liga,Base,Versão_Temporada,Role,L_Rating,L_Ranking,Size,L_Percentil,Duelos_Aéreos_Ganhos_LM,Duelos_Ofensivos_Ganhos_LM,xG_LM,Conversão_Gols_LM,Conversão_xG_LM,Ameaça_Ofensiva_LM,xA_LM,Deep_Completions_LM,Passes_Chave_LM,Passes_ÁreaPênalti_Certos_LM,Duelos_Aéreos_Ganhos_Rank,Duelos_Ofensivos_Ganhos_Rank,xG_Rank,Conversão_Gols_Rank,Conversão_xG_Rank,Ameaça_Ofensiva_Rank,xA_Rank,Deep_Completions_Rank,Passes_Chave_Rank,Passes_ÁreaPênalti_Certos_Rank,Duelos_Aéreos_Ganhos_Percentil,Duelos_Ofensivos_Ganhos_Percentil,xG_Percentil,Conversão_Gols_Percentil,Conversão_xG_Percentil,Ameaça_Ofensiva_Percentil,xA_Percentil,Deep_Completions_Percentil,Passes_Chave_Percentil,Passes_ÁreaPênalti_Certos_Percentil
23,0.359951,0.212842,0.738095,0.560648,0.533333,0.560662,0.333333,0.159763,0.507042,0.302192,0.647617,Aylon,Ceará,Ceará,"CF, RW",CF,12,32,350000,2024-12-31,32,2535,Brazil,Brazil,right,180,75,no,BRA2,Testing,2024,Atacante Referência,0.648,24,49,51,0.302677,0.382075,0.519436,0.492855,0.526731,0.479534,0.301871,0.337157,0.348951,0.425795,17,35,13.0,18.0,24.0,21.0,16.5,40.0,12.0,27,65,28,73,63,51,57,66,18,75,44
24,0.090625,0.410273,0.5,0.655153,0.946154,0.328311,0.375,0.378698,0.28169,0.65055,0.628889,Matheus Frizzo,Coritiba,Coritiba,"CF, AMF, LAMF",CF,12,26,1200000,2024-12-31,29,2206,Brazil,Brazil,left,182,71,yes,BRA2,Testing,2024,Atacante Referência,0.629,25,49,48,0.302677,0.382075,0.519436,0.492855,0.526731,0.479534,0.301871,0.337157,0.348951,0.425795,39,21,28.5,14.5,2.0,37.0,14.0,17.0,24.5,14,20,57,41,70,95,24,71,65,50,71
25,0.542481,0.262963,0.452381,0.335309,0.3,0.59905,0.083333,0.325444,0.112676,0.142005,0.628345,Nicolas,Paysandu,Paysandu,CF,CF,12,35,250000,2024-11-30,27,2240,Brazil,Brazil,right,180,77,no,BRA2,Testing,2024,Atacante Referência,0.628,26,49,46,0.302677,0.382075,0.519436,0.492855,0.526731,0.479534,0.301871,0.337157,0.348951,0.425795,7,30,31.0,38.0,41.5,15.0,44.0,22.5,43.5,42,85,38,36,22,15,69,10,54,11,14
26,0.149231,0.526728,0.761905,0.393107,0.227027,0.643487,0.25,0.106509,0.197183,0.467475,0.625344,Alex Sandro,Botafogo SP,Botafogo SP,"CF, LW",CF,12,29,700000,2024-12-31,21,1313,Brazil,Brazil,left,175,74,no,BRA2,Testing,2024,Atacante Referência,0.625,27,49,44,0.302677,0.382075,0.519436,0.492855,0.526731,0.479534,0.301871,0.337157,0.348951,0.425795,35,10,11.0,33.5,44.0,12.0,25.5,42.0,33.5,19,28,79,77,31,10,75,47,14,31,61
27,0.332077,0.514703,0.642857,0.292294,0.375,0.387548,0.291667,0.455621,0.28169,0.7374,0.624613,Robson,Coritiba,Coritiba,"CF, LW, LAMF",CF,12,33,900000,2024-12-31,20,1362,Brazil,Brazil,right,179,76,no,BRA2,Testing,2024,Atacante Referência,0.625,28,49,42,0.302677,0.382075,0.519436,0.492855,0.526731,0.479534,0.301871,0.337157,0.348951,0.425795,21,12,17.5,39.0,39.0,34.0,20.5,13.0,24.5,10,57,75,64,20,20,30,58,73,50,79
28,0.204598,0.478734,0.238095,0.455996,0.8,0.233212,0.375,0.35503,0.295775,0.270152,0.608229,Daniel Lima,Operário PR,Operário PR,CF,CF,12,19,0,,25,1338,Brazil,Brazil,right,186,77,yes,BRA2,Testing,2024,Atacante Referência,0.608,29,49,40,0.302677,0.382075,0.519436,0.492855,0.526731,0.479534,0.301871,0.337157,0.348951,0.425795,33,15,40.0,29.0,10.0,42.0,14.0,18.5,23.0,29,32,69,18,40,79,14,71,62,53,40
29,0.382918,0.074143,0.428571,0.474996,0.286957,0.967814,0.25,0.656805,0.464789,0.442365,0.597914,Leandro Damião,,Coritiba,CF,CF,12,35,600000,,12,826,Brazil,Brazil,right,188,90,no,BRA2,Testing,2024,Atacante Referência,0.598,30,49,38,0.302677,0.382075,0.519436,0.492855,0.526731,0.479534,0.301871,0.337157,0.348951,0.425795,16,46,32.5,25.0,43.0,2.0,25.5,6.0,14.5,20,67,6,33,48,12,95,47,87,70,59
30,0.087552,0.348772,0.47619,0.584625,0.648,0.455435,0.166667,0.136095,0.126761,0.199894,0.558614,Henrique Almeida,Vila Nova,Vila Nova,CF,CF,12,33,300000,2024-12-31,31,1975,Brazil,Brazil,right,177,77,no,BRA2,Testing,2024,Atacante Referência,0.559,31,49,36,0.302677,0.382075,0.519436,0.492855,0.526731,0.479534,0.301871,0.337157,0.348951,0.425795,40,26,30.0,16.0,15.0,26.0,36.0,41.0,42.0,37,18,46,38,67,69,46,26,16,14,24
31,0.0,0.924158,0.238095,0.100015,0.2,0.235297,0.5,0.349112,0.450704,0.726038,0.553593,Luan Dias,Guarani,Guarani,"CF, AMF, RW",CF,12,27,600000,2025-06-30,25,1988,Brazil,Brazil,left,178,74,yes,BRA2,Testing,2024,Atacante Referência,0.554,32,49,34,0.302677,0.382075,0.519436,0.492855,0.526731,0.479534,0.301871,0.337157,0.348951,0.425795,49,3,40.0,46.0,46.0,41.0,8.0,20.0,16.0,12,0,93,18,6,6,16,83,59,67,75
32,0.044146,0.149007,0.595238,0.826075,0.82,0.527568,0.166667,0.236686,0.112676,0.32922,0.544149,Willian,Santos,Santos,"CF, RAMF",CF,12,37,250000,2024-12-31,26,1092,Brazil,Brazil,right,171,78,no,BRA2,Testing,2024,Atacante Referência,0.544,33,49,32,0.302677,0.382075,0.519436,0.492855,0.526731,0.479534,0.301871,0.337157,0.348951,0.425795,46,44,21.5,6.0,9.0,23.0,36.0,29.5,43.5,26,6,10,56,87,81,53,26,39,11,46
33,0.07905,0.383427,0.666667,0.463406,0.454545,0.546864,0.416667,0.35503,0.352113,0.434686,0.533675,Thiago Galhardo,Goiás,Goiás,"CF, LW",CF,12,35,800000,2025-12-31,23,1818,Brazil,"Brazil, Italy",right,183,77,yes,BRA2,Testing,2024,Atacante Referência,0.534,34,49,30,0.302677,0.382075,0.519436,0.492855,0.526731,0.479534,0.301871,0.337157,0.348951,0.425795,41,22,15.0,28.0,28.0,22.0,11.0,18.5,21.0,22,16,55,69,42,42,55,77,62,57,55
34,0.218979,0.207261,0.214286,0.542864,0.771429,0.341536,0.625,0.573964,0.619718,0.479866,0.53017,W. Silva,Santos,Santos,CF,CF,12,24,1200000,2026-06-30,12,1019,Brazil,Brazil,right,180,74,yes,BRA2,Testing,2024,Atacante Referência,0.53,35,49,28,0.302677,0.382075,0.519436,0.492855,0.526731,0.479534,0.301871,0.337157,0.348951,0.425795,31,37,42.5,19.0,12.0,36.0,4.5,8.0,9.5,18,36,24,13,61,75,26,90,83,80,63
35,0.217778,0.16664,0.952381,0.48252,0.386667,0.659794,0.125,0.171598,0.211268,0.266757,0.516776,Dellatorre,Mirassol,Mirassol,CF,CF,12,32,450000,2024-11-30,30,2480,Brazil,"Brazil, Italy",right,181,79,no,BRA2,Testing,2024,Atacante Referência,0.517,36,49,26,0.302677,0.382075,0.519436,0.492855,0.526731,0.479534,0.301871,0.337157,0.348951,0.425795,32,41,2.5,23.0,38.0,11.0,40.5,38.5,32.0,30,34,16,94,53,22,77,17,21,34,38
36,0.117272,0.152824,0.190476,0.69091,0.830769,0.428853,0.333333,0.207101,0.253521,0.031343,0.506323,Ruan Ribeiro,Paysandu,Paysandu,"CF, RW",CF,12,21,0,,18,1021,Brazil,Brazil,right,178,71,yes,BRA2,Testing,2024,Atacante Referência,0.506,37,49,24,0.302677,0.382075,0.519436,0.492855,0.526731,0.479534,0.301871,0.337157,0.348951,0.425795,37,43,44.0,11.5,6.0,30.0,16.5,33.5,27.5,48,24,12,10,76,87,38,66,31,43,2
37,0.405873,0.064543,0.547619,0.345455,0.557143,0.286713,0.166667,0.289941,0.183099,0.384604,0.497782,Renato Marques,América Mineiro,América Mineiro,CF,CF,12,20,0,,26,1408,Brazil,Brazil,right,180,71,no,BRA2,Testing,2024,Atacante Referência,0.498,38,49,22,0.302677,0.382075,0.519436,0.492855,0.526731,0.479534,0.301871,0.337157,0.348951,0.425795,13,47,23.5,37.0,23.0,40.0,36.0,26.0,35.5,24,73,4,52,24,53,18,26,46,27,51
38,0.335425,0.243888,0.52381,0.271432,0.222222,0.6609,0.083333,0.189349,0.140845,0.264327,0.482419,Ronaldo,Operário PR,Operário PR,CF,CF,12,33,350000,2024-12-31,16,944,Brazil,Brazil,right,185,80,no,BRA2,Testing,2024,Atacante Referência,0.482,39,49,20,0.302677,0.382075,0.519436,0.492855,0.526731,0.479534,0.301871,0.337157,0.348951,0.425795,19,32,26.0,40.0,45.0,10.0,44.0,37.0,40.5,31,61,34,46,18,8,79,10,24,17,36
39,0.03286,0.572643,0.309524,0.253344,0.4,0.295192,0.833333,0.64497,1.0,0.827187,0.470319,Eduardo Person,Ituano,Ituano,"CF, AMF, LCMF",CF,12,27,300000,2024-12-31,13,763,Brazil,Brazil,right,174,72,no,BRA2,Testing,2024,Atacante Referência,0.47,40,49,18,0.302677,0.382075,0.519436,0.492855,0.526731,0.479534,0.301871,0.337157,0.348951,0.425795,48,9,36.0,41.0,36.5,39.0,3.0,7.0,1.0,5,2,81,26,16,25,20,93,85,97,89
40,0.242285,0.25753,0.309524,0.361909,0.433333,0.414026,0.625,0.491124,0.464789,0.825748,0.46423,Vágner Love,Avaí,Avaí,CF,CF,12,40,150000,2025-05-31,20,1370,Brazil,Brazil,right,172,72,no,BRA2,Testing,2024,Atacante Referência,0.464,41,49,16,0.302677,0.382075,0.519436,0.492855,0.526731,0.479534,0.301871,0.337157,0.348951,0.425795,27,31,36.0,35.0,31.0,32.0,4.5,12.0,14.5,6,44,36,26,28,36,34,90,75,70,87
41,0.118003,0.19452,0.52381,0.393107,0.444444,0.456161,0.208333,0.023669,0.098592,0.160198,0.374411,Sassá,Amazonas,Amazonas,CF,CF,12,30,500000,2024-12-31,23,1357,Brazil,Brazil,right,174,73,no,BRA2,Testing,2024,Atacante Referência,0.374,42,49,14,0.302677,0.382075,0.519436,0.492855,0.526731,0.479534,0.301871,0.337157,0.348951,0.425795,36,38,26.0,33.5,29.0,25.0,30.5,47.5,45.5,40,26,22,46,31,40,48,37,3,7,18
42,0.235307,0.4436,0.095238,0.126653,0.466667,0.059844,0.208333,0.781065,0.183099,0.896246,0.354894,Rafael Tavares,Amazonas,Amazonas,"CF, AMF",CF,12,33,100000,2024-12-31,25,1342,Brazil,Brazil,left,175,73,no,BRA2,Testing,2024,Atacante Referência,0.355,43,49,12,0.302677,0.382075,0.519436,0.492855,0.526731,0.479534,0.301871,0.337157,0.348951,0.425795,29,20,47.5,44.0,27.0,48.0,30.5,3.0,35.5,4,40,59,3,10,44,2,37,93,27,91
43,0.094897,0.173747,0.214286,0.399985,0.6,0.326948,0.041667,0.224852,0.197183,0.212139,0.307342,Guilherme Queiróz,Brusque,Brusque,CF,CF,12,34,100000,2024-12-31,21,1331,Brazil,Brazil,right,179,75,no,BRA2,Testing,2024,Atacante Referência,0.307,44,49,10,0.302677,0.382075,0.519436,0.492855,0.526731,0.479534,0.301871,0.337157,0.348951,0.425795,38,40,42.5,31.0,18.0,38.0,47.0,31.5,33.5,34,22,18,13,36,63,22,4,35,31,30
44,0.065713,0.44941,0.142857,0.155115,0.490909,0.069908,0.208333,0.171598,0.676056,0.416865,0.276233,Rodrigo Farofa,Operário PR,Operário PR,"CF, AMF, LWF",CF,12,24,300000,2025-12-31,24,1916,Brazil,Brazil,right,178,78,no,BRA2,Testing,2024,Atacante Referência,0.276,45,49,8,0.302677,0.382075,0.519436,0.492855,0.526731,0.479534,0.301871,0.337157,0.348951,0.425795,43,19,45.0,43.0,25.0,47.0,30.5,38.5,6.0,23,12,61,8,12,48,4,37,21,87,53
45,0.033147,0.789792,0.0,0.0,0.0,0.0,0.458333,0.715976,0.169014,1.0,0.264738,A. González,Brusque,Brusque,"CF, AMF, RW",CF,12,27,350000,2026-06-30,10,762,Uruguay,Uruguay,left,174,65,yes,BRA2,Testing,2024,Atacante Referência,0.265,46,49,6,0.302677,0.382075,0.519436,0.492855,0.526731,0.479534,0.301871,0.337157,0.348951,0.425795,47,4,49.0,48.0,48.0,49.0,9.0,5.0,37.5,1,4,91,0,2,2,0,81,89,23,97
46,0.055237,0.352603,0.238095,0.220284,0.56,0.122791,0.583333,0.502959,0.661972,0.732682,0.262171,Giovanni,Avaí,Avaí,"CF, AMF",CF,12,30,500000,2024-12-31,32,2486,Brazil,"Brazil, Italy",right,174,75,no,BRA2,Testing,2024,Atacante Referência,0.262,47,49,4,0.302677,0.382075,0.519436,0.492855,0.526731,0.479534,0.301871,0.337157,0.348951,0.425795,45,25,40.0,42.0,22.0,45.0,6.0,10.0,7.0,11,8,48,18,14,55,8,87,79,85,77
47,0.074069,0.451866,0.095238,0.0,0.0,0.093605,0.25,0.414201,0.0,0.957548,0.100219,Jhemerson,Brusque,Brusque,"CF, RCMF, LCMF",CF,12,27,100000,2024-12-31,15,794,Brazil,Brazil,right,174,66,no,BRA2,Testing,2024,Atacante Referência,0.1,48,49,2,0.302677,0.382075,0.519436,0.492855,0.526731,0.479534,0.301871,0.337157,0.348951,0.425795,42,16,47.5,48.0,48.0,46.0,25.5,15.5,48.0,2,14,67,3,2,2,6,47,68,2,95
48,0.062807,0.047207,0.119048,0.122587,0.3,0.161842,0.875,0.52071,0.267606,0.808744,0.0,D. Torres,Amazonas,Amazonas,"CF, AMF, LCMF",CF,12,33,100000,2024-12-31,29,1944,Argentina,Argentina,left,174,70,no,BRA2,Testing,2024,Atacante Referência,0.0,49,49,0,0.302677,0.382075,0.519436,0.492855,0.526731,0.479534,0.301871,0.337157,0.348951,0.425795,44,48,46.0,45.0,41.5,44.0,2.0,9.0,26.0,8,10,2,6,8,15,10,95,81,46,83
