Unnamed: 0,Ações_Defensivas_BemSucedidas,Duelos_Defensivos_Ganhos,Duelos_Aéreos_Ganhos,Finalizações_Bloqueadas,Interceptações_Ajustadas_a_Posse,Passes_Longos_Certos,Passes_Frontais_Certos,Passes_Progressivos_Certos,Passes_Laterais_Certos,Duelos_Ofensivos_Ganhos,Dribles_BemSucedidos,Corridas_Progressivas,Passes_TerçoFinal_Certos,Rating,Atleta,Equipe,Equipe_Janela_Análise,Posição,Posição_Wyscout,Código_Posição_Wyscout,Idade,Valor_Mercado,Fim_Contrato,Jogos,Minutos,Nacionalidade,Passaporte,Pé,Altura,Peso,Empréstimo,Liga,Base,Versão_Temporada,Role,L_Rating,L_Ranking,Size,L_Percentil,Ações_Defensivas_BemSucedidas_LM,Duelos_Defensivos_Ganhos_LM,Duelos_Aéreos_Ganhos_LM,Finalizações_Bloqueadas_LM,Interceptações_Ajustadas_a_Posse_LM,Passes_Longos_Certos_LM,Passes_Frontais_Certos_LM,Passes_Progressivos_Certos_LM,Passes_Laterais_Certos_LM,Duelos_Ofensivos_Ganhos_LM,Dribles_BemSucedidos_LM,Corridas_Progressivas_LM,Passes_TerçoFinal_Certos_LM,Ações_Defensivas_BemSucedidas_Rank,Duelos_Defensivos_Ganhos_Rank,Duelos_Aéreos_Ganhos_Rank,Finalizações_Bloqueadas_Rank,Interceptações_Ajustadas_a_Posse_Rank,Passes_Longos_Certos_Rank,Passes_Frontais_Certos_Rank,Passes_Progressivos_Certos_Rank,Passes_Laterais_Certos_Rank,Duelos_Ofensivos_Ganhos_Rank,Dribles_BemSucedidos_Rank,Corridas_Progressivas_Rank,Passes_TerçoFinal_Certos_Rank,Ações_Defensivas_BemSucedidas_Percentil,Duelos_Defensivos_Ganhos_Percentil,Duelos_Aéreos_Ganhos_Percentil,Finalizações_Bloqueadas_Percentil,Interceptações_Ajustadas_a_Posse_Percentil,Passes_Longos_Certos_Percentil,Passes_Frontais_Certos_Percentil,Passes_Progressivos_Certos_Percentil,Passes_Laterais_Certos_Percentil,Duelos_Ofensivos_Ganhos_Percentil,Dribles_BemSucedidos_Percentil,Corridas_Progressivas_Percentil,Passes_TerçoFinal_Certos_Percentil
0,0.871985,0.627908,0.744059,0.38843,1.0,0.468032,0.699937,0.721009,0.570723,0.277684,0.245884,0.57384,0.803949,1.0,Y. Quintana,Paysandu,Paysandu,"RCB, LCB",RCB,4,28,350000,2024-11-30,20,1853,Uruguay,Uruguay,right,196,92,no,BRA2,Testing,2024,Zagueiro Equilibrado,1.0,1,74,98,0.472121,0.379349,0.435384,0.372459,0.501292,0.477433,0.478591,0.476305,0.556554,0.222126,0.208823,0.363382,0.485257,8.0,9,6,33.5,1.0,39,10,10,33,16,23.0,13.5,7,89,87,91,54,98,47,86,86,55,78,68,81,90
1,0.858998,0.518665,0.401796,0.652893,0.808795,0.779513,0.45166,0.426448,0.718199,0.610521,0.488421,0.603376,0.736993,0.974537,Jonathan Costa,Avaí,Avaí,"LCB, RCB",LCB,4,29,250000,2024-12-31,9,755,Brazil,Brazil,right,186,70,no,BRA2,Testing,2024,Zagueiro Equilibrado,0.975,2,74,97,0.472121,0.379349,0.435384,0.372459,0.501292,0.477433,0.478591,0.476305,0.556554,0.222126,0.208823,0.363382,0.485257,9.5,20,42,6.0,6.0,9,41,40,19,2,6.0,10.0,11,87,72,43,91,91,87,44,45,74,97,91,86,85
2,0.944341,1.0,0.24167,0.198347,0.527725,0.494622,0.559566,0.603786,0.343207,0.505587,0.808517,0.168776,0.617544,0.918311,Ericson,Botafogo SP,Botafogo SP,"LCB, RB, CB",LCB,4,25,50000,2025-12-10,12,909,Brazil,Brazil,right,184,84,no,BRA2,Testing,2024,Zagueiro Equilibrado,0.918,3,74,95,0.472121,0.379349,0.435384,0.372459,0.501292,0.477433,0.478591,0.476305,0.556554,0.222126,0.208823,0.363382,0.485257,3.0,1,62,62.0,29.0,35,29,22,63,6,2.0,56.0,19,95,98,16,16,60,52,60,70,14,91,97,24,74
3,0.705009,0.617153,0.405807,0.570248,0.573614,0.891313,0.656509,0.681098,0.817424,0.082589,0.088187,0.232068,0.550229,0.895884,Maurício Antônio,Coritiba,Coritiba,"RCB, CB, LCB",RCB,4,32,300000,2025-12-31,25,2110,Brazil,"Brazil, Portugal",right,183,82,no,BRA2,Testing,2024,Zagueiro Equilibrado,0.896,4,74,94,0.472121,0.379349,0.435384,0.372459,0.501292,0.477433,0.478591,0.476305,0.556554,0.222126,0.208823,0.363382,0.485257,17.0,11,40,11.0,24.0,7,15,13,9,60,53.0,50.0,32,77,85,45,85,67,90,79,82,87,18,28,32,56
4,0.784787,0.674831,0.321744,0.396694,0.619503,0.543914,0.834108,0.776208,0.509974,0.225391,0.151163,0.413502,0.644028,0.890086,Miranda,Amazonas,Amazonas,"RCB, LCB",RCB,4,24,600000,2024-12-31,24,2396,Brazil,Brazil,right,181,73,yes,BRA2,Testing,2024,Zagueiro Equilibrado,0.89,5,74,93,0.472121,0.379349,0.435384,0.372459,0.501292,0.477433,0.478591,0.476305,0.556554,0.222126,0.208823,0.363382,0.485257,12.0,7,54,30.5,19.0,29,3,4,39,27,40.0,26.5,15,83,90,27,58,74,60,95,94,47,63,45,64,79
5,0.888683,0.196375,0.581875,0.876033,0.99044,1.0,0.375954,0.775388,0.606683,0.535134,0.250994,0.206751,0.597535,0.886993,César Martins,Grêmio Novorizontino,Grêmio Novorizontino,"CB, RCB",CB,4,31,750000,2025-12-10,10,735,Brazil,Brazil,right,191,88,no,BRA2,Testing,2024,Zagueiro Equilibrado,0.887,6,74,91,0.472121,0.379349,0.435384,0.372459,0.501292,0.477433,0.478591,0.476305,0.556554,0.222126,0.208823,0.363382,0.485257,6.0,60,16,2.0,2.0,1,50,5,27,5,22.0,53.0,21,91,18,78,97,97,98,32,93,63,93,70,28,71
6,0.521336,0.528103,0.499697,0.53719,0.623327,0.46059,0.718673,0.675056,0.772696,0.0627,0.0,0.683544,0.749367,0.855515,Alisson Cassiano,Sport Recife,Sport Recife,RCB,RCB,4,30,150000,2024-12-31,10,888,Brazil,Brazil,right,187,83,no,BRA2,Testing,2024,Zagueiro Equilibrado,0.856,7,74,90,0.472121,0.379349,0.435384,0.372459,0.501292,0.477433,0.478591,0.476305,0.556554,0.222126,0.208823,0.363382,0.485257,31.0,19,25,14.0,18.0,40,9,15,13,69,71.5,7.0,10,58,74,66,81,75,45,87,79,82,6,3,90,86
7,0.966605,0.38231,0.343408,0.793388,0.944551,0.597245,0.0,0.469846,0.259194,0.312172,0.379826,0.21097,0.527353,0.846475,Jean Irmer,Ceará,Ceará,"CB, DMF, RCB",CB,4,30,400000,2024-12-31,16,723,Brazil,Brazil,right,183,80,no,BRA2,Testing,2024,Zagueiro Equilibrado,0.846,8,74,89,0.472121,0.379349,0.435384,0.372459,0.501292,0.477433,0.478591,0.476305,0.556554,0.222126,0.208823,0.363382,0.485257,2.0,34,50,3.0,4.0,23,74,34,71,14,10.0,51.0,34,97,54,32,95,94,68,0,54,4,81,86,31,54
8,0.662338,0.716566,0.210764,0.619835,0.493308,0.652036,0.699118,0.586683,0.706447,0.197898,0.174439,0.28692,0.575931,0.844862,Fabio Alemão,CRB,CRB,LCB,LCB,4,27,300000,2024-12-31,16,1588,Brazil,Brazil,right,184,87,no,BRA2,Testing,2024,Zagueiro Equilibrado,0.845,9,74,87,0.472121,0.379349,0.435384,0.372459,0.501292,0.477433,0.478591,0.476305,0.556554,0.222126,0.208823,0.363382,0.485257,18.0,6,68,7.0,36.0,18,11,25,21,35,35.0,42.5,26,75,91,8,90,51,75,85,66,71,52,52,42,64
9,0.940631,0.63691,1.0,0.31405,0.73805,0.499308,0.197023,0.410444,0.251706,0.140707,0.081399,0.033755,0.363131,0.840086,Rafael Donato,Grêmio Novorizontino,Grêmio Novorizontino,CB,CB,4,35,200000,2025-11-30,26,2172,Brazil,Brazil,right,193,99,no,BRA2,Testing,2024,Zagueiro Equilibrado,0.84,10,74,86,0.472121,0.379349,0.435384,0.372459,0.501292,0.477433,0.478591,0.476305,0.556554,0.222126,0.208823,0.363382,0.485257,4.0,8,1,41.5,12.5,34,68,42,72,46,56.0,70.0,54,94,89,98,43,83,54,8,43,2,37,24,5,27
10,0.833024,0.877056,0.408047,0.082645,0.344168,0.685874,0.564409,0.741297,0.168639,0.301453,0.329169,0.451477,0.615902,0.83809,Luisão,Grêmio Novorizontino U20,Grêmio Novorizontino,RCB,RCB,4,21,0,,30,2774,Brazil,Brazil,right,192,74,no,BRA2,Testing,2024,Zagueiro Equilibrado,0.838,11,74,85,0.472121,0.379349,0.435384,0.372459,0.501292,0.477433,0.478591,0.476305,0.556554,0.222126,0.208823,0.363382,0.485257,11.0,2,39,71.0,59.0,15,28,8,73,15,13.0,21.5,20,85,97,47,4,20,79,62,89,1,79,82,70,72
11,0.536178,0.312604,0.431357,0.231405,0.801147,0.471946,0.73,0.579503,0.792447,0.244529,0.257778,0.316456,0.665144,0.83573,Gustavo Henrique,CRB,CRB,"RCB, LCB",RCB,4,25,50000,2024-12-31,19,1437,Brazil,Brazil,right,192,88,yes,BRA2,Testing,2024,Zagueiro Equilibrado,0.836,12,74,83,0.472121,0.379349,0.435384,0.372459,0.501292,0.477433,0.478591,0.476305,0.556554,0.222126,0.208823,0.363382,0.485257,28.0,42,34,57.0,7.0,38,8,27,12,23,21.0,39.0,14,62,43,54,22,90,48,89,63,83,68,71,47,81
12,0.589981,0.582707,0.736636,0.0,0.439771,0.505613,0.768377,0.64036,0.336835,0.238243,0.325602,0.56962,0.643564,0.814201,Bernardo Schappo,Botafogo SP,Botafogo SP,LCB,LCB,4,25,750000,2026-12-31,28,2271,Brazil,"Brazil, Luxembourg",left,191,85,yes,BRA2,Testing,2024,Zagueiro Equilibrado,0.814,13,74,82,0.472121,0.379349,0.435384,0.372459,0.501292,0.477433,0.478591,0.476305,0.556554,0.222126,0.208823,0.363382,0.485257,23.0,15,7,74.0,42.0,33,7,19,65,25,14.0,15.5,16,68,79,90,0,43,55,90,74,12,66,81,79,78
13,0.762523,0.54211,0.728088,0.363636,0.546845,0.655932,0.462179,0.547321,0.307498,0.149125,0.219778,0.092827,0.41611,0.807454,Renato Palm,Grêmio Novorizontino,Grêmio Novorizontino,"CB, LCB, RCB",CB,4,33,300000,2024-11-30,20,1657,Brazil,Brazil,right,190,89,no,BRA2,Testing,2024,Zagueiro Equilibrado,0.807,14,74,81,0.472121,0.379349,0.435384,0.372459,0.501292,0.477433,0.478591,0.476305,0.556554,0.222126,0.208823,0.363382,0.485257,13.0,18,8,37.5,26.5,17,40,29,67,45,26.0,66.0,47,82,75,89,49,64,77,45,60,9,39,64,10,36
14,0.549165,0.395804,0.751118,0.31405,0.449331,0.720578,0.522153,0.556876,0.751507,0.121053,0.152636,0.202532,0.577421,0.797702,Tiago Pagnussat,Avaí,Avaí,"RCB, LCB",RCB,4,34,250000,2025-06-30,32,3009,Brazil,"Brazil, Italy",right,191,88,no,BRA2,Testing,2024,Zagueiro Equilibrado,0.798,15,74,79,0.472121,0.379349,0.435384,0.372459,0.501292,0.477433,0.478591,0.476305,0.556554,0.222126,0.208823,0.363382,0.485257,27.0,32,5,41.5,41.0,12,36,28,17,52,38.0,55.0,25,63,56,93,43,44,83,51,62,77,29,48,25,66
15,0.751391,0.455418,0.20438,0.429752,0.613767,0.755515,0.488931,0.524814,0.313296,0.22108,0.054261,0.506329,0.568725,0.791558,Mateus Silva,Ponte Preta,Ponte Preta,RCB,RCB,4,29,150000,2025-12-31,19,1824,Brazil,Brazil,right,192,92,no,BRA2,Testing,2024,Zagueiro Equilibrado,0.792,16,74,78,0.472121,0.379349,0.435384,0.372459,0.501292,0.477433,0.478591,0.476305,0.556554,0.222126,0.208823,0.363382,0.485257,14.5,25,69,25.5,21.0,11,38,32,66,28,65.0,19.0,27,80,66,6,65,71,85,48,56,10,62,12,74,63
16,0.643785,0.430587,0.556616,0.454545,0.56979,0.609582,0.422564,0.360664,0.448163,0.159316,0.180902,0.405063,0.400462,0.789178,Bruno Leonardo,Chapecoense,Chapecoense,RCB,RCB,4,28,0,,26,2538,Brazil,Brazil,right,187,88,no,BRA2,Testing,2024,Zagueiro Equilibrado,0.789,17,74,77,0.472121,0.379349,0.435384,0.372459,0.501292,0.477433,0.478591,0.476305,0.556554,0.222126,0.208823,0.363382,0.485257,19.0,28,18,22.5,25.0,22,46,51,48,42,33.0,28.5,49,74,62,75,69,66,70,37,31,35,43,55,61,33
17,0.241187,0.082619,0.619224,0.272727,0.724665,0.925565,0.647429,0.668823,0.969482,0.34327,0.19186,0.56962,0.767285,0.7772,Willian Machado,Operário PR,Operário PR,LCB,LCB,4,27,100000,2024-12-31,30,3026,Brazil,Brazil,left,186,90,no,BRA2,Testing,2024,Zagueiro Equilibrado,0.777,18,74,75,0.472121,0.379349,0.435384,0.372459,0.501292,0.477433,0.478591,0.476305,0.556554,0.222126,0.208823,0.363382,0.485257,59.0,70,12,49.0,14.0,6,16,16,3,13,30.0,15.5,9,20,5,83,33,81,91,78,78,95,82,59,79,87
18,0.428571,0.589346,0.660988,0.157025,0.191205,0.618846,0.53948,0.646828,0.528705,0.356201,0.158983,0.578059,0.719596,0.771639,David Ricardo,Ceará,Ceará,LCB,LCB,4,21,0,,29,2824,Brazil,Brazil,left,188,78,no,BRA2,Testing,2024,Zagueiro Equilibrado,0.772,19,74,74,0.472121,0.379349,0.435384,0.372459,0.501292,0.477433,0.478591,0.476305,0.556554,0.222126,0.208823,0.363382,0.485257,39.0,13,10,66.5,70.0,21,31,17,37,11,37.0,12.0,12,47,82,86,10,5,71,58,77,50,85,50,83,83
19,0.339518,0.287902,0.518343,0.247934,0.466539,0.990107,0.839712,1.0,0.64675,0.156829,0.142449,0.42616,0.964549,0.768608,Saimon,CRB,CRB,RCB,RCB,4,33,150000,2024-12-31,20,1965,Brazil,Brazil,right,185,79,no,BRA2,Testing,2024,Zagueiro Equilibrado,0.769,20,74,72,0.472121,0.379349,0.435384,0.372459,0.501292,0.477433,0.478591,0.476305,0.556554,0.222126,0.208823,0.363382,0.485257,47.5,46,24,55.0,39.0,2,2,1,26,43,41.0,23.5,2,35,37,67,25,47,97,97,98,64,41,44,68,97
20,0.532468,0.43256,0.448744,0.578512,0.793499,0.168723,0.591067,0.3674,0.3874,1.0,1.0,0.362869,0.560771,0.757162,Carlão,Paysandu,Paysandu,"RCB, LCB",RCB,4,23,100000,2024-12-31,8,731,Brazil,Brazil,right,186,80,no,BRA2,Testing,2024,Zagueiro Equilibrado,0.757,21,74,71,0.472121,0.379349,0.435384,0.372459,0.501292,0.477433,0.478591,0.476305,0.556554,0.222126,0.208823,0.363382,0.485257,29.0,27,32,9.0,8.0,65,22,49,58,1,1.0,36.5,28,60,63,56,87,89,12,70,33,21,98,98,50,62
21,1.0,0.863106,0.545561,0.363636,0.615679,0.351056,0.320882,0.302869,0.285826,0.189944,0.183149,0.253165,0.281896,0.753202,Éverton Alemão,Brusque,Brusque,RCB,RCB,4,31,100000,2024-11-30,19,1488,Brazil,Brazil,right,185,80,no,BRA2,Testing,2024,Zagueiro Equilibrado,0.753,22,74,70,0.472121,0.379349,0.435384,0.372459,0.501292,0.477433,0.478591,0.476305,0.556554,0.222126,0.208823,0.363382,0.485257,1.0,3,20,37.5,20.0,50,58,61,69,36,32.0,49.0,60,98,95,72,49,72,32,21,17,6,51,56,33,18
22,0.890538,0.819349,0.778715,0.289256,0.403442,0.449222,0.365451,0.454308,0.0,0.45726,0.524234,0.257384,0.500157,0.744642,Patrick,Grêmio Novorizontino,Grêmio Novorizontino,LCB,LCB,4,25,0,,22,1932,Brazil,Brazil,left,183,79,yes,BRA2,Testing,2024,Zagueiro Equilibrado,0.745,23,74,68,0.472121,0.379349,0.435384,0.372459,0.501292,0.477433,0.478591,0.476305,0.556554,0.222126,0.208823,0.363382,0.485257,5.0,4,4,47.0,48.0,44,53,36,74,10,5.0,47.5,36,93,94,94,36,35,40,28,51,0,86,93,35,51
23,0.439703,0.386974,0.839891,0.115702,0.500956,0.510755,0.550341,0.446463,0.674687,0.354898,0.30814,0.28692,0.617964,0.738509,Joaquim,Tigres UANL,Santos,"LCB, RCB",LCB,4,25,3000000,2027-06-30,12,1189,Brazil,Brazil,right,190,82,no,BRA2,Testing,2024,Zagueiro Equilibrado,0.739,24,74,67,0.472121,0.379349,0.435384,0.372459,0.501292,0.477433,0.478591,0.476305,0.556554,0.222126,0.208823,0.363382,0.485257,37.0,33,3,69.5,34.0,31,30,37,23,12,16.0,42.5,18,50,55,95,6,54,58,59,50,68,83,78,42,75
24,0.716141,0.552706,0.457461,0.38843,0.950287,0.247852,0.36849,0.308972,0.340306,0.257624,0.193324,0.265823,0.456437,0.736481,Wanderson,Paysandu,Paysandu,RCB,RCB,4,30,100000,2024-11-30,20,1866,Brazil,Brazil,right,187,85,no,BRA2,Testing,2024,Zagueiro Equilibrado,0.736,25,74,66,0.472121,0.379349,0.435384,0.372459,0.501292,0.477433,0.478591,0.476305,0.556554,0.222126,0.208823,0.363382,0.485257,16.0,17,30,33.5,3.0,60,52,59,64,21,29.0,46.0,41,78,77,59,54,95,18,29,20,13,71,60,37,44
25,0.350649,0.400983,0.316934,0.157025,0.426386,0.760682,0.822023,0.890166,0.544998,0.152303,0.134309,0.392405,0.777107,0.730859,Chico,Sport Recife,Sport Recife,"LCB, LB",LCB,4,26,500000,2026-12-31,24,2035,Brazil,Brazil,left,188,80,no,BRA2,Testing,2024,Zagueiro Equilibrado,0.731,26,74,64,0.472121,0.379349,0.435384,0.372459,0.501292,0.477433,0.478591,0.476305,0.556554,0.222126,0.208823,0.363382,0.485257,45.0,30,55,66.5,45.0,10,4,2,36,44,43.0,30.5,8,39,59,25,10,39,86,94,97,51,40,41,58,89
26,0.877551,0.39939,0.271852,0.528926,0.887189,0.348791,0.425459,0.335422,0.404737,0.185603,0.179079,0.113924,0.204906,0.721875,Ianson,Brusque,Brusque,"RCB, CB",RCB,4,29,100000,2025-11-30,21,2015,Brazil,Brazil,right,187,80,no,BRA2,Testing,2024,Zagueiro Equilibrado,0.722,27,74,63,0.472121,0.379349,0.435384,0.372459,0.501292,0.477433,0.478591,0.476305,0.556554,0.222126,0.208823,0.363382,0.485257,7.0,31,58,16.5,5.0,52,45,57,54,37,34.0,63.0,64,90,58,21,77,93,29,39,22,27,50,54,14,13
27,0.254174,0.312656,0.302291,0.289256,0.43021,0.952972,0.69813,0.722098,0.968947,0.177851,0.189941,0.848101,0.92435,0.721521,Luciano Castán,Sport Recife,Sport Recife,"LCB, RCB",LCB,4,35,300000,2024-12-31,22,1927,Brazil,"Brazil, Italy",left,187,80,no,BRA2,Testing,2024,Zagueiro Equilibrado,0.722,28,74,62,0.472121,0.379349,0.435384,0.372459,0.501292,0.477433,0.478591,0.476305,0.556554,0.222126,0.208823,0.363382,0.485257,58.0,41,56,47.0,44.0,3,12,9,4,40,31.0,5.0,3,21,44,24,36,40,95,83,87,94,45,58,93,95
28,0.391466,0.092903,0.543657,0.322314,0.655832,0.81702,0.615799,0.617474,0.883663,0.062955,0.0,0.257384,0.539322,0.719628,Luiz Otávio,Mirassol,Mirassol,LCB,LCB,4,32,900000,2024-11-30,28,2737,Brazil,Brazil,right,194,85,no,BRA2,Testing,2024,Zagueiro Equilibrado,0.72,29,74,60,0.472121,0.379349,0.435384,0.372459,0.501292,0.477433,0.478591,0.476305,0.556554,0.222126,0.208823,0.363382,0.485257,41.0,68,22,40.0,17.0,8,19,20,6,67,71.5,47.5,33,44,8,70,45,77,89,74,72,91,9,3,35,55
29,0.29128,0.0,0.599336,0.479339,0.760994,0.643297,0.589775,0.772241,0.973256,0.06976,0.074609,0.962025,0.841604,0.713298,Lucas Gazal,Mirassol,Mirassol,RCB,RCB,4,25,550000,2025-12-31,20,1222,Brazil,Brazil,right,187,86,yes,BRA2,Testing,2024,Zagueiro Equilibrado,0.713,30,74,59,0.472121,0.379349,0.435384,0.372459,0.501292,0.477433,0.478591,0.476305,0.556554,0.222126,0.208823,0.363382,0.485257,54.5,74,13,19.0,9.0,19,23,6,2,66,61.0,3.0,5,26,0,82,74,87,74,68,91,97,10,17,95,93
30,0.25974,0.200852,0.417803,0.380165,0.499044,0.931612,0.522451,0.7548,0.506309,0.179694,0.210292,0.869198,1.0,0.682308,L. Segovia,CRB,CRB,LCB,LCB,4,27,1500000,2025-12-31,9,874,Ecuador,Ecuador,left,182,80,yes,BRA2,Testing,2024,Zagueiro Equilibrado,0.682,31,74,58,0.472121,0.379349,0.435384,0.372459,0.501292,0.477433,0.478591,0.476305,0.556554,0.222126,0.208823,0.363382,0.485257,57.0,59,38,36.0,35.0,5,35,7,41,39,27.5,4.0,1,22,20,48,51,52,93,52,90,44,47,62,94,98
31,0.523191,0.4106,0.459768,0.454545,0.606119,0.16077,0.451016,0.378904,0.376522,0.21954,0.335766,0.28692,0.471072,0.679796,Jemmes,Vila Nova,Vila Nova,"LCB, RCB",LCB,4,24,0,,32,3030,Brazil,Brazil,right,187,73,no,BRA2,Testing,2024,Zagueiro Equilibrado,0.68,32,74,56,0.472121,0.379349,0.435384,0.372459,0.501292,0.477433,0.478591,0.476305,0.556554,0.222126,0.208823,0.363382,0.485257,30.0,29,29,22.5,22.0,67,42,48,60,30,11.0,42.5,38,59,60,60,69,70,9,43,35,18,59,85,42,48
32,0.858998,0.717033,0.402678,0.727273,0.695985,0.14036,0.205794,0.181101,0.297773,0.201567,0.210292,0.527426,0.122584,0.678753,Guilherme Mariano,Ituano,Ituano,RCB,RCB,4,24,0,,17,1724,Brazil,Brazil,,0,0,yes,BRA2,Testing,2024,Zagueiro Equilibrado,0.679,33,74,55,0.472121,0.379349,0.435384,0.372459,0.501292,0.477433,0.478591,0.476305,0.556554,0.222126,0.208823,0.363382,0.485257,9.5,5,41,4.5,16.0,68,67,69,68,34,27.5,18.0,71,87,93,44,93,78,8,9,6,8,54,62,75,4
33,0.573284,0.501032,0.594426,1.0,0.759082,0.140002,0.417046,0.244835,0.876526,0.172593,0.125478,0.367089,0.363778,0.66857,Wanderson,CRB,CRB,"LCB, RCB",LCB,4,33,250000,2024-12-31,11,723,Brazil,Brazil,right,186,83,no,BRA2,Testing,2024,Zagueiro Equilibrado,0.669,34,74,54,0.472121,0.379349,0.435384,0.372459,0.501292,0.477433,0.478591,0.476305,0.556554,0.222126,0.208823,0.363382,0.485257,25.0,22,14,1.0,10.0,69,47,65,7,41,44.0,35.0,52,66,70,81,98,86,6,36,12,90,44,40,52,29
34,0.615955,0.451135,0.338947,0.578512,0.506692,0.594464,0.497357,0.366121,0.577794,0.273753,0.416256,0.151899,0.193765,0.667866,Sérgio Raphael,Ponte Preta,Ponte Preta,LCB,LCB,4,32,0,2024-12-31,22,1989,Brazil,Brazil,right,188,84,no,BRA2,Testing,2024,Zagueiro Equilibrado,0.668,35,74,52,0.472121,0.379349,0.435384,0.372459,0.501292,0.477433,0.478591,0.476305,0.556554,0.222126,0.208823,0.363382,0.485257,22.0,26,51,9.0,33.0,24,37,50,31,18,9.0,58.5,68,70,64,31,87,55,67,50,32,58,75,87,20,8
35,0.155844,0.243292,0.376664,0.264463,0.334608,0.704314,1.0,0.861175,0.772179,0.140153,0.111924,0.379747,0.834995,0.663639,Éder,América Mineiro,América Mineiro,"LCB, RCB",LCB,4,29,800000,2024-12-31,25,2413,Brazil,Brazil,right,184,82,no,BRA2,Testing,2024,Zagueiro Equilibrado,0.664,36,74,51,0.472121,0.379349,0.435384,0.372459,0.501292,0.477433,0.478591,0.476305,0.556554,0.222126,0.208823,0.363382,0.485257,68.0,54,43,50.5,61.0,14,1,3,15,47,46.5,33.0,6,8,27,41,31,17,81,98,95,79,36,37,55,91
36,0.465677,0.374661,0.346732,0.471074,0.739962,0.165627,0.53501,0.42721,0.596921,0.0,0.035612,0.320675,0.406824,0.661358,Lucas Maia,Paysandu,Paysandu,LCB,LCB,4,31,800000,2024-11-30,26,2472,Brazil,Brazil,left,192,85,no,BRA2,Testing,2024,Zagueiro Equilibrado,0.661,37,74,50,0.472121,0.379349,0.435384,0.372459,0.501292,0.477433,0.478591,0.476305,0.556554,0.222126,0.208823,0.363382,0.485257,35.0,35,49,20.0,11.0,66,32,39,29,74,68.0,38.0,48,52,52,33,72,85,10,56,47,60,0,8,48,35
37,0.619666,0.59238,0.229115,0.528926,0.491396,0.55246,0.36126,0.437443,0.492464,0.062138,0.071224,0.139241,0.349062,0.661207,Joílson,Ponte Preta,Ponte Preta,"RCB, LCB",RCB,4,33,0,2024-12-31,15,1417,Brazil,Brazil,right,188,78,yes,BRA2,Testing,2024,Zagueiro Equilibrado,0.661,38,74,48,0.472121,0.379349,0.435384,0.372459,0.501292,0.477433,0.478591,0.476305,0.556554,0.222126,0.208823,0.363382,0.485257,21.0,12,65,16.5,37.5,27,54,38,43,70,62.0,60.5,56,71,83,12,77,49,63,27,48,41,5,16,18,24
38,0.476809,0.22629,0.12361,0.297521,0.73805,0.547715,0.387596,0.544124,0.416445,0.206817,0.111924,0.139241,0.472266,0.654486,Ralf,Vila Nova,Vila Nova,"RCB, DMF, RDMF",RCB,4,40,150000,2024-12-31,28,2442,Brazil,Brazil,right,182,85,no,BRA2,Testing,2024,Zagueiro Equilibrado,0.654,39,74,47,0.472121,0.379349,0.435384,0.372459,0.501292,0.477433,0.478591,0.476305,0.556554,0.222126,0.208823,0.363382,0.485257,33.5,57,72,44.0,12.5,28,48,30,53,33,46.5,60.5,37,54,22,2,40,83,62,35,59,28,55,37,18,50
39,0.493506,0.35835,0.487814,0.545455,0.397706,0.450963,0.595442,0.300037,0.711121,0.479696,0.757586,0.835443,0.584248,0.649405,Léo Santos,Nacional,Guarani,"LCB, RCB, CB",LCB,4,25,900000,2027-06-30,12,1092,Brazil,Brazil,right,186,80,no,BRA2,Testing,2024,Zagueiro Equilibrado,0.649,40,74,45,0.472121,0.379349,0.435384,0.372459,0.501292,0.477433,0.478591,0.476305,0.556554,0.222126,0.208823,0.363382,0.485257,32.0,36,27,12.5,49.0,43,21,62,20,9,3.0,6.0,24,56,51,63,83,33,41,71,16,72,87,95,91,67
40,0.443414,0.339165,0.424864,0.173554,0.491396,0.321932,0.584177,0.407007,0.69636,0.237921,0.152624,0.375527,0.460207,0.644549,Lucas Adell,Guarani,Guarani,LCB,LCB,4,24,0,,13,1209,Brazil,Brazil,left,188,70,no,BRA2,Testing,2024,Zagueiro Equilibrado,0.645,41,74,44,0.472121,0.379349,0.435384,0.372459,0.501292,0.477433,0.478591,0.476305,0.556554,0.222126,0.208823,0.363382,0.485257,36.0,40,35,64.0,37.5,53,25,43,22,26,39.0,34.0,40,51,45,52,13,49,28,66,41,70,64,47,54,45
41,0.309833,0.275398,0.258026,0.247934,0.413002,0.704533,0.471273,0.603853,0.753466,0.121692,0.260733,0.481013,0.671849,0.642539,David Braz,Goiás,Goiás,"CB, LCB",CB,4,37,150000,2024-12-31,21,1744,Brazil,Brazil,right,188,88,no,BRA2,Testing,2024,Zagueiro Equilibrado,0.643,42,74,43,0.472121,0.379349,0.435384,0.372459,0.501292,0.477433,0.478591,0.476305,0.556554,0.222126,0.208823,0.363382,0.485257,52.0,47,60,55.0,47.0,13,39,21,16,51,19.0,20.0,13,29,36,18,25,36,82,47,71,78,31,74,72,82
