Unnamed: 0,Duelos_Ofensivos_Ganhos,Dribles_BemSucedidos,Acelerações,xG,Conversão_Gols,Conversão_xG,Ameaça_Ofensiva,xA,Assistência_Finalização,Rating,Atleta,Equipe,Equipe_Janela_Análise,Posição,Posição_Wyscout,Código_Posição_Wyscout,Idade,Valor_Mercado,Fim_Contrato,Jogos,Minutos,Nacionalidade,Passaporte,Pé,Altura,Peso,Empréstimo,Liga,Base,Versão_Temporada,Role,L_Rating,L_Ranking,Size,L_Percentil,Duelos_Ofensivos_Ganhos_LM,Dribles_BemSucedidos_LM,Acelerações_LM,xG_LM,Conversão_Gols_LM,Conversão_xG_LM,Ameaça_Ofensiva_LM,xA_LM,Assistência_Finalização_LM,Duelos_Ofensivos_Ganhos_Rank,Dribles_BemSucedidos_Rank,Acelerações_Rank,xG_Rank,Conversão_Gols_Rank,Conversão_xG_Rank,Ameaça_Ofensiva_Rank,xA_Rank,Assistência_Finalização_Rank,Duelos_Ofensivos_Ganhos_Percentil,Dribles_BemSucedidos_Percentil,Acelerações_Percentil,xG_Percentil,Conversão_Gols_Percentil,Conversão_xG_Percentil,Ameaça_Ofensiva_Percentil,xA_Percentil,Assistência_Finalização_Percentil
10,0.333659,0.306932,0.130435,0.52381,0.730772,0.666667,0.59496,0.25,0.405405,0.873767,Anselmo Ramon,CRB,CRB,CF,CF,12,36,150000,2025-12-31,34,3017,Brazil,Brazil,right,182,77,no,BRA2,Testing,2024,Atacante Móvel,0.874,11,49,77,0.382075,0.362637,0.397959,0.519436,0.492855,0.526731,0.479534,0.301871,0.335466,28,24,35.0,26.0,9.0,14.0,16.0,25.5,18.0,42,51,28,46,81,71,67,47,63
11,0.165696,0.199851,0.0,0.785714,1.0,0.821053,0.67635,0.125,0.172973,0.859972,Luan Silva,Amazonas,Amazonas,CF,CF,12,32,150000,2024-12-31,13,873,Brazil,Brazil,,0,0,no,BRA2,Testing,2024,Atacante Móvel,0.86,12,49,75,0.382075,0.362637,0.397959,0.519436,0.492855,0.526731,0.479534,0.301871,0.335466,42,34,44.0,8.5,1.5,8.0,8.0,40.5,39.0,14,30,10,82,96,83,83,17,20
12,0.152824,0.496786,0.391304,0.190476,0.69091,0.830769,0.428853,0.333333,0.237838,0.858974,Ruan Ribeiro,Paysandu,Paysandu,"CF, RW",CF,12,21,0,,18,1021,Brazil,Brazil,right,178,71,yes,BRA2,Testing,2024,Atacante Móvel,0.859,13,49,73,0.382075,0.362637,0.397959,0.519436,0.492855,0.526731,0.479534,0.301871,0.335466,43,14,24.5,44.0,11.5,6.0,30.0,16.5,30.5,12,71,50,10,76,87,38,66,37
13,0.207261,0.414126,0.195652,0.214286,0.542864,0.771429,0.341536,0.625,0.427027,0.846662,W. Silva,Santos,Santos,CF,CF,12,24,1200000,2026-06-30,12,1019,Brazil,Brazil,right,180,74,yes,BRA2,Testing,2024,Atacante Móvel,0.847,14,49,71,0.382075,0.362637,0.397959,0.519436,0.492855,0.526731,0.479534,0.301871,0.335466,37,17,31.0,42.5,19.0,12.0,36.0,4.5,16.5,24,65,36,13,61,75,26,90,66
14,0.149007,0.111703,0.173913,0.595238,0.826075,0.82,0.527568,0.166667,0.172973,0.838919,Willian,Santos,Santos,"CF, RAMF",CF,12,37,250000,2024-12-31,26,1092,Brazil,Brazil,right,171,78,no,BRA2,Testing,2024,Atacante Móvel,0.839,15,49,69,0.382075,0.362637,0.397959,0.519436,0.492855,0.526731,0.479534,0.301871,0.335466,44,42,32.5,21.5,6.0,9.0,23.0,36.0,39.0,10,14,33,56,87,81,53,26,20
15,0.572643,0.457777,0.26087,0.309524,0.253344,0.4,0.295192,0.833333,0.843243,0.838823,Eduardo Person,Ituano,Ituano,"CF, AMF, LCMF",CF,12,27,300000,2024-12-31,13,763,Brazil,Brazil,right,174,72,no,BRA2,Testing,2024,Atacante Móvel,0.839,16,49,67,0.382075,0.362637,0.397959,0.519436,0.492855,0.526731,0.479534,0.301871,0.335466,9,15,29.0,36.0,41.0,36.5,39.0,3.0,2.0,81,69,40,26,16,25,20,93,95
16,0.383427,0.376528,0.978261,0.666667,0.463406,0.454545,0.546864,0.416667,0.324324,0.803228,Thiago Galhardo,Goiás,Goiás,"CF, LW",CF,12,35,800000,2025-12-31,23,1818,Brazil,"Brazil, Italy",right,183,77,yes,BRA2,Testing,2024,Atacante Móvel,0.803,17,49,65,0.382075,0.362637,0.397959,0.519436,0.492855,0.526731,0.479534,0.301871,0.335466,22,20,2.5,15.0,28.0,28.0,22.0,11.0,22.0,55,59,94,69,42,42,55,77,55
17,0.212842,0.123587,0.608696,0.738095,0.560648,0.533333,0.560662,0.333333,0.237838,0.802375,Aylon,Ceará,Ceará,"CF, RW",CF,12,32,350000,2024-12-31,32,2535,Brazil,Brazil,right,180,75,no,BRA2,Testing,2024,Atacante Móvel,0.802,18,49,63,0.382075,0.362637,0.397959,0.519436,0.492855,0.526731,0.479534,0.301871,0.335466,35,41,15.0,13.0,18.0,24.0,21.0,16.5,30.5,28,16,69,73,63,51,57,66,37
18,0.359147,0.202277,0.478261,0.309524,0.52413,1.0,0.21927,0.291667,0.513514,0.795657,J. Recalde,Ceará,Ceará,"CF, AMF",CF,12,32,600000,2025-12-31,26,1210,Paraguay,Paraguay,right,178,83,no,BRA2,Testing,2024,Atacante Móvel,0.796,19,49,61,0.382075,0.362637,0.397959,0.519436,0.492855,0.526731,0.479534,0.301871,0.335466,23,33,19.0,36.0,20.0,1.0,43.0,20.5,10.0,53,32,61,26,59,97,12,58,79
19,0.25753,0.296943,0.717391,0.309524,0.361909,0.433333,0.414026,0.625,0.518919,0.789642,Vágner Love,Avaí,Avaí,CF,CF,12,40,150000,2025-05-31,20,1370,Brazil,Brazil,right,172,72,no,BRA2,Testing,2024,Atacante Móvel,0.79,20,49,59,0.382075,0.362637,0.397959,0.519436,0.492855,0.526731,0.479534,0.301871,0.335466,31,25,12.0,36.0,35.0,31.0,32.0,4.5,9.0,36,48,75,26,28,36,34,90,81
20,0.354317,0.361896,0.304348,0.904762,0.69091,0.404651,1.0,0.166667,0.183784,0.789625,Hygor,Avaí,Avaí,"CF, RW",CF,12,32,150000,2025-12-31,20,1256,Brazil,Brazil,right,186,78,no,BRA2,Testing,2024,Atacante Móvel,0.79,21,49,57,0.382075,0.362637,0.397959,0.519436,0.492855,0.526731,0.479534,0.301871,0.335466,24,21,27.0,4.0,11.5,35.0,1.0,36.0,36.0,51,57,44,91,76,28,97,26,26
21,0.0,0.043607,0.413043,0.595238,1.0,0.92,0.5795,0.0,0.0,0.7781,F. Barceló,Ceará,Ceará,CF,CF,12,31,600000,2024-12-31,23,972,Uruguay,"Uruguay, Italy",right,180,75,no,BRA2,Testing,2024,Atacante Móvel,0.778,22,49,55,0.382075,0.362637,0.397959,0.519436,0.492855,0.526731,0.479534,0.301871,0.335466,49,48,22.5,21.5,1.5,3.0,18.0,49.0,49.0,0,2,54,56,96,93,63,0,0
22,0.490637,0.737486,0.717391,0.785714,0.5,0.442105,0.626487,0.208333,0.248649,0.715165,Rodolfo,Grêmio Novorizontino,Grêmio Novorizontino,CF,CF,12,32,600000,2024-11-30,26,1633,Brazil,Brazil,right,175,75,no,BRA2,Testing,2024,Atacante Móvel,0.715,23,49,53,0.382075,0.362637,0.397959,0.519436,0.492855,0.526731,0.479534,0.301871,0.335466,14,7,12.0,8.5,22.0,30.0,13.0,30.5,28.5,71,85,75,82,55,38,73,37,41
23,0.478734,0.218521,0.456522,0.238095,0.455996,0.8,0.233212,0.375,0.286486,0.705274,Daniel Lima,Operário PR,Operário PR,CF,CF,12,19,0,,25,1338,Brazil,Brazil,right,186,77,yes,BRA2,Testing,2024,Atacante Móvel,0.705,24,49,51,0.382075,0.362637,0.397959,0.519436,0.492855,0.526731,0.479534,0.301871,0.335466,15,30,21.0,40.0,29.0,10.0,42.0,14.0,24.5,69,38,57,18,40,79,14,71,50
24,0.264331,0.197825,0.347826,0.833333,0.511552,0.42,0.677579,0.291667,0.27027,0.701966,Gustavo Coutinho,Sport Recife,Sport Recife,CF,CF,12,25,1800000,2027-12-31,32,2277,Brazil,Brazil,right,186,78,no,BRA2,Testing,2024,Atacante Móvel,0.702,25,49,48,0.382075,0.362637,0.397959,0.519436,0.492855,0.526731,0.479534,0.301871,0.335466,29,35,26.0,6.5,21.0,33.0,7.0,20.5,26.5,40,28,46,86,57,32,85,58,45
25,0.240263,0.057907,0.0,0.666667,0.474996,0.4,0.663424,0.291667,0.497297,0.70163,Julio Furch,Santos,Santos,CF,CF,12,35,700000,2025-06-30,25,1250,Argentina,Argentina,right,188,88,no,BRA2,Testing,2024,Atacante Móvel,0.702,26,49,46,0.382075,0.362637,0.397959,0.519436,0.492855,0.526731,0.479534,0.301871,0.335466,33,46,44.0,15.0,25.0,36.5,9.0,20.5,13.0,32,6,10,69,48,25,81,58,73
26,1.0,0.917365,0.0,0.619048,0.358489,0.425806,0.432004,0.291667,0.464865,0.700806,Thonny Anderson,Ituano,Ituano,CF,CF,12,26,500000,2024-12-31,24,2077,Brazil,Brazil,right,184,81,yes,BRA2,Testing,2024,Atacante Móvel,0.701,27,49,44,0.382075,0.362637,0.397959,0.519436,0.492855,0.526731,0.479534,0.301871,0.335466,1,2,44.0,19.5,36.0,32.0,28.0,20.5,15.0,97,95,10,60,26,34,42,58,69
27,0.526728,0.603274,0.891304,0.761905,0.393107,0.227027,0.643487,0.25,0.286486,0.695928,Alex Sandro,Botafogo SP,Botafogo SP,"CF, LW",CF,12,29,700000,2024-12-31,21,1313,Brazil,Brazil,left,175,74,no,BRA2,Testing,2024,Atacante Móvel,0.696,28,49,42,0.382075,0.362637,0.397959,0.519436,0.492855,0.526731,0.479534,0.301871,0.335466,10,9,6.0,11.0,33.5,44.0,12.0,25.5,24.5,79,81,87,77,31,10,75,47,50
28,0.148057,0.324133,0.0,0.857143,0.723818,0.731707,0.599179,0.041667,0.07027,0.694209,Breno Herculano,Goiás,Goiás,CF,CF,12,25,0,,18,892,Brazil,Brazil,right,189,89,no,BRA2,Testing,2024,Atacante Móvel,0.694,29,49,40,0.382075,0.362637,0.397959,0.519436,0.492855,0.526731,0.479534,0.301871,0.335466,45,23,44.0,5.0,10.0,13.0,14.0,47.0,48.0,8,53,10,89,79,73,71,4,2
29,0.348772,0.127336,0.391304,0.47619,0.584625,0.648,0.455435,0.166667,0.172973,0.666142,Henrique Almeida,Vila Nova,Vila Nova,CF,CF,12,33,300000,2024-12-31,31,1975,Brazil,Brazil,right,177,77,no,BRA2,Testing,2024,Atacante Móvel,0.666,30,49,38,0.382075,0.362637,0.397959,0.519436,0.492855,0.526731,0.479534,0.301871,0.335466,26,40,24.5,30.0,16.0,15.0,26.0,36.0,39.0,46,18,50,38,67,69,46,26,20
30,0.339075,0.336327,0.173913,0.619048,0.678561,0.774194,0.441867,0.041667,0.081081,0.663217,Lucca,Grêmio Novorizontino,Grêmio Novorizontino,CF,CF,12,34,300000,2024-11-30,24,1114,Brazil,Brazil,right,178,72,no,BRA2,Testing,2024,Atacante Móvel,0.663,31,49,36,0.382075,0.362637,0.397959,0.519436,0.492855,0.526731,0.479534,0.301871,0.335466,27,22,32.5,19.5,13.0,11.0,27.0,47.0,47.0,44,55,33,60,73,77,44,4,4
31,0.179538,0.107426,0.586957,0.5,0.655153,0.623077,0.563838,0.125,0.097297,0.66199,Alexandre Jesus,Botafogo SP,Botafogo SP,CF,CF,12,23,250000,2025-12-31,20,1677,Brazil,Brazil,right,184,82,no,BRA2,Testing,2024,Atacante Móvel,0.662,32,49,34,0.382075,0.362637,0.397959,0.519436,0.492855,0.526731,0.479534,0.301871,0.335466,39,43,16.0,28.5,14.5,16.0,19.5,40.5,44.5,20,12,67,41,70,67,60,17,9
32,0.208898,0.249198,0.086957,0.952381,0.565967,0.413333,0.769254,0.083333,0.140541,0.650504,Mário Sérgio,Chapecoense,Chapecoense,CF,CF,12,29,100000,2026-12-31,27,2030,Brazil,Brazil,left,181,70,no,BRA2,Testing,2024,Atacante Móvel,0.651,33,49,32,0.382075,0.362637,0.397959,0.519436,0.492855,0.526731,0.479534,0.301871,0.335466,36,27,37.5,2.5,17.0,34.0,6.0,44.0,43.0,26,44,23,94,65,30,87,10,12
33,0.352603,0.246068,0.478261,0.238095,0.220284,0.56,0.122791,0.583333,0.616216,0.650479,Giovanni,Avaí,Avaí,"CF, AMF",CF,12,30,500000,2024-12-31,32,2486,Brazil,"Brazil, Italy",right,174,75,no,BRA2,Testing,2024,Atacante Móvel,0.65,34,49,30,0.382075,0.362637,0.397959,0.519436,0.492855,0.526731,0.479534,0.301871,0.335466,25,28,19.0,40.0,42.0,22.0,45.0,6.0,4.0,48,42,61,18,14,55,8,87,91
34,0.074143,0.059795,0.717391,0.428571,0.474996,0.286957,0.967814,0.25,0.302703,0.642837,Leandro Damião,,Coritiba,CF,CF,12,35,600000,,12,826,Brazil,Brazil,right,188,90,no,BRA2,Testing,2024,Atacante Móvel,0.643,35,49,28,0.382075,0.362637,0.397959,0.519436,0.492855,0.526731,0.479534,0.301871,0.335466,46,45,12.0,32.5,25.0,43.0,2.0,25.5,23.0,6,8,75,33,48,12,95,47,53
35,0.514703,0.641338,1.0,0.642857,0.292294,0.375,0.387548,0.291667,0.27027,0.613401,Robson,Coritiba,Coritiba,"CF, LW, LAMF",CF,12,33,900000,2024-12-31,20,1362,Brazil,Brazil,right,179,76,no,BRA2,Testing,2024,Atacante Móvel,0.613,36,49,26,0.382075,0.362637,0.397959,0.519436,0.492855,0.526731,0.479534,0.301871,0.335466,12,8,1.0,17.5,39.0,39.0,34.0,20.5,26.5,75,83,97,64,20,20,30,58,45
36,0.924158,0.831685,0.891304,0.238095,0.100015,0.2,0.235297,0.5,0.637838,0.575986,Luan Dias,Guarani,Guarani,"CF, AMF, RW",CF,12,27,600000,2025-06-30,25,1988,Brazil,Brazil,left,178,74,yes,BRA2,Testing,2024,Atacante Móvel,0.576,37,49,24,0.382075,0.362637,0.397959,0.519436,0.492855,0.526731,0.479534,0.301871,0.335466,3,4,6.0,40.0,46.0,46.0,41.0,8.0,3.0,93,91,87,18,6,6,16,83,93
37,0.16664,0.187244,0.086957,0.952381,0.48252,0.386667,0.659794,0.125,0.172973,0.565018,Dellatorre,Mirassol,Mirassol,CF,CF,12,32,450000,2024-11-30,30,2480,Brazil,"Brazil, Italy",right,181,79,no,BRA2,Testing,2024,Atacante Móvel,0.565,38,49,22,0.382075,0.362637,0.397959,0.519436,0.492855,0.526731,0.479534,0.301871,0.335466,41,37,37.5,2.5,23.0,38.0,11.0,40.5,39.0,16,24,23,94,53,22,77,17,20
38,0.047207,0.0,0.108696,0.119048,0.122587,0.3,0.161842,0.875,1.0,0.549841,D. Torres,Amazonas,Amazonas,"CF, AMF, LCMF",CF,12,33,100000,2024-12-31,29,1944,Argentina,Argentina,left,174,70,no,BRA2,Testing,2024,Atacante Móvel,0.55,39,49,20,0.382075,0.362637,0.397959,0.519436,0.492855,0.526731,0.479534,0.301871,0.335466,48,49,36.0,46.0,45.0,41.5,44.0,2.0,1.0,2,0,26,6,8,15,10,95,97
39,0.173747,0.403604,0.891304,0.214286,0.399985,0.6,0.326948,0.041667,0.205405,0.500762,Guilherme Queiróz,Brusque,Brusque,CF,CF,12,34,100000,2024-12-31,21,1331,Brazil,Brazil,right,179,75,no,BRA2,Testing,2024,Atacante Móvel,0.501,40,49,18,0.382075,0.362637,0.397959,0.519436,0.492855,0.526731,0.479534,0.301871,0.335466,40,18,6.0,42.5,31.0,18.0,38.0,47.0,33.5,18,63,87,13,36,63,22,4,31
40,0.44941,0.540371,0.934783,0.142857,0.155115,0.490909,0.069908,0.208333,0.545946,0.487142,Rodrigo Farofa,Operário PR,Operário PR,"CF, AMF, LWF",CF,12,24,300000,2025-12-31,24,1916,Brazil,Brazil,right,178,78,no,BRA2,Testing,2024,Atacante Móvel,0.487,41,49,16,0.382075,0.362637,0.397959,0.519436,0.492855,0.526731,0.479534,0.301871,0.335466,19,11,4.0,45.0,43.0,25.0,47.0,30.5,7.0,61,77,91,8,12,48,4,37,85
41,0.19452,0.207069,0.0,0.52381,0.393107,0.444444,0.456161,0.208333,0.097297,0.448339,Sassá,Amazonas,Amazonas,CF,CF,12,30,500000,2024-12-31,23,1357,Brazil,Brazil,right,174,73,no,BRA2,Testing,2024,Atacante Móvel,0.448,42,49,14,0.382075,0.362637,0.397959,0.519436,0.492855,0.526731,0.479534,0.301871,0.335466,38,32,44.0,26.0,33.5,29.0,25.0,30.5,44.5,22,34,10,46,31,40,48,37,9
42,0.064543,0.167418,0.413043,0.547619,0.345455,0.557143,0.286713,0.166667,0.156757,0.411967,Renato Marques,América Mineiro,América Mineiro,CF,CF,12,20,0,,26,1408,Brazil,Brazil,right,180,71,no,BRA2,Testing,2024,Atacante Móvel,0.412,43,49,12,0.382075,0.362637,0.397959,0.519436,0.492855,0.526731,0.479534,0.301871,0.335466,47,39,22.5,23.5,37.0,23.0,40.0,36.0,42.0,4,20,54,52,24,53,18,26,14
43,0.262963,0.069243,0.0,0.452381,0.335309,0.3,0.59905,0.083333,0.210811,0.383079,Nicolas,Paysandu,Paysandu,CF,CF,12,35,250000,2024-11-30,27,2240,Brazil,Brazil,right,180,77,no,BRA2,Testing,2024,Atacante Móvel,0.383,44,49,10,0.382075,0.362637,0.397959,0.519436,0.492855,0.526731,0.479534,0.301871,0.335466,30,44,44.0,31.0,38.0,41.5,15.0,44.0,32.0,38,10,10,36,22,15,69,10,34
44,0.243888,0.051918,0.0,0.52381,0.271432,0.222222,0.6609,0.083333,0.172973,0.332156,Ronaldo,Operário PR,Operário PR,CF,CF,12,33,350000,2024-12-31,16,944,Brazil,Brazil,right,185,80,no,BRA2,Testing,2024,Atacante Móvel,0.332,45,49,8,0.382075,0.362637,0.397959,0.519436,0.492855,0.526731,0.479534,0.301871,0.335466,32,47,44.0,26.0,40.0,45.0,10.0,44.0,39.0,34,4,10,46,18,8,79,10,20
45,0.4436,0.177093,0.282609,0.095238,0.126653,0.466667,0.059844,0.208333,0.351351,0.265931,Rafael Tavares,Amazonas,Amazonas,"CF, AMF",CF,12,33,100000,2024-12-31,25,1342,Brazil,Brazil,left,175,73,no,BRA2,Testing,2024,Atacante Móvel,0.266,46,49,6,0.382075,0.362637,0.397959,0.519436,0.492855,0.526731,0.479534,0.301871,0.335466,20,38,28.0,47.5,44.0,27.0,48.0,30.5,20.0,59,22,42,3,10,44,2,37,59
46,0.789792,0.79271,0.0,0.0,0.0,0.0,0.0,0.458333,0.589189,0.222397,A. González,Brusque,Brusque,"CF, AMF, RW",CF,12,27,350000,2026-06-30,10,762,Uruguay,Uruguay,left,174,65,yes,BRA2,Testing,2024,Atacante Móvel,0.222,47,49,4,0.382075,0.362637,0.397959,0.519436,0.492855,0.526731,0.479534,0.301871,0.335466,4,6,44.0,49.0,48.0,48.0,49.0,9.0,5.0,91,87,10,0,2,2,0,81,89
47,0.451866,0.27634,0.23913,0.095238,0.0,0.0,0.093605,0.25,0.502703,0.115594,Jhemerson,Brusque,Brusque,"CF, RCMF, LCMF",CF,12,27,100000,2024-12-31,15,794,Brazil,Brazil,right,174,66,no,BRA2,Testing,2024,Atacante Móvel,0.116,48,49,2,0.382075,0.362637,0.397959,0.519436,0.492855,0.526731,0.479534,0.301871,0.335466,16,26,30.0,47.5,48.0,48.0,46.0,25.5,11.5,67,46,38,3,2,2,6,47,76
48,0.229773,0.188339,0.0,0.285714,0.0,0.0,0.395383,0.208333,0.086486,0.0,Osman,Brusque,Brusque,"CF, LW",CF,12,31,200000,2025-11-30,18,733,Brazil,Brazil,right,179,72,no,BRA2,Testing,2024,Atacante Móvel,0.0,49,49,0,0.382075,0.362637,0.397959,0.519436,0.492855,0.526731,0.479534,0.301871,0.335466,34,36,44.0,38.0,48.0,48.0,33.0,30.5,46.0,30,26,10,22,2,2,32,37,6
