Unnamed: 0,Atleta,Equipe,Equipe_Janela_Análise,Posição,Posição_Wyscout,Código_Posição_Wyscout,Idade,Valor_Mercado,Fim_Contrato,Jogos,Minutos,Nacionalidade,Passaporte,Pé,Altura,Peso,Empréstimo,Ações_Defensivas_BemSucedidas,Passes_Longos_Certos,Passes_Progressivos_Certos,Ações_Ofensivas_BemSucedidas,Duelos_Ofensivos_Ganhos,Pisadas_Área,Dribles_BemSucedidos,Corridas_Progressivas,Acelerações,xA,Assistência_Finalização,Passes_TerçoFinal_Certos,Deep_Completions,Deep_Completed_Crosses,Passes_ÁreaPênalti_Certos,Liga,Base,Versão_Temporada,RF_Rating,ET_Rating,Rating
11,Daniel Borges,América Mineiro,América Mineiro,RB,RB,1,31,600000,2024-12-31,16,1112,Brazil,Brazil,right,174,68,yes,10.76,2.265,7.93408,2.27,2.025494,0.65,0.974142,1.38,0.32,0.11,1.38,4.937088,0.81,0.97,1.54,BRA2,Testing,2024,0.8313070329404252,0.8304664013635682,0.8308867171519966
12,Igor Cariús,Sport Recife,Sport Recife,RB,RB,1,31,400000,2025-12-31,16,1176,Brazil,Brazil,left,184,79,no,10.26,2.141632,7.116560000000001,2.22,1.607724,1.76,0.6884999999999999,1.15,0.08,0.1,0.84,2.604459,1.15,1.22,1.681398,BRA2,Testing,2024,0.7471011157392866,0.7271915829072572,0.7371463493232718
13,Dalbert,Sport Recife,Sport Recife,LB,LB,1,31,800000,2024-12-31,20,1378,Brazil,Brazil,left,181,70,no,10.97,1.63296,5.553071999999999,1.24,1.3725,0.52,0.392275,1.24,0.0,0.01,0.2,3.789825,0.13,0.72,0.7819420000000001,BRA2,Testing,2024,0.448678571560572,0.4485040619155095,0.4485913167380407
14,Marlon,América Mineiro,América Mineiro,LB,LB,1,30,600000,2025-12-31,29,2798,Brazil,Brazil,left,177,69,no,8.97,2.379472,6.87999,2.61,3.409536,1.09,1.674024,3.67,0.58,0.08,0.87,4.178789999999999,0.71,0.77,1.380842,BRA2,Testing,2024,0.7751971637089147,0.7468791015425714,0.7610381326257429
15,Lucas Ramon,Mirassol,Mirassol,RB,RB,1,30,250000,2024-12-31,33,3084,Brazil,Brazil,right,178,72,no,9.56,2.835546,5.425079999999999,2.26,2.17005,0.75,1.116227,1.99,0.39,0.05,0.39,2.922956,0.12,0.93,0.994056,BRA2,Testing,2024,0.5335603278076153,0.5274801026455337,0.5305202152265744
16,Mário Sérgio,Avaí,Avaí,LB,LB,1,30,200000,2025-12-31,26,2556,Brazil,Brazil,left,179,70,no,10.39,1.972992,6.130570000000001,1.58,1.480258,0.95,0.881888,1.13,0.11,0.04,0.49,4.1175,0.28,0.46,0.599694,BRA2,Testing,2024,0.5082746526366336,0.5064428585845945,0.507358755610614
17,Thales Oleques,Operário PR,Operário PR,RB,RB,1,30,600000,2025-12-31,14,1302,Brazil,"Brazil, Portugal",right,175,74,no,6.77,2.97304,7.047404,1.38,0.414,0.21,0.07,0.83,0.07,0.05,0.76,4.219221999999999,0.41,1.04,1.312298,BRA2,Testing,2024,0.6604812522992924,0.5930832277482586,0.6267822400237755
18,Raí Ramos,Ceará,Ceará,"RB, RW",RB,1,30,500000,2025-12-31,22,1276,Brazil,Brazil,right,179,78,yes,6.07,1.480875,4.159676000000001,2.05,1.127252,0.78,0.706702,1.27,0.14,0.06,0.49,1.972374,0.35,0.71,1.059741,BRA2,Testing,2024,0.2410096151222789,0.2438231609930851,0.242416388057682
19,Zeca,Mirassol,Mirassol,LB,LB,1,30,500000,2025-12-31,19,1820,Brazil,Brazil,right,170,68,no,6.59,3.582,6.801519,1.35,1.089891,0.21,0.729028,2.13,0.21,0.09,0.83,4.93116,0.21,0.52,0.93223,BRA2,Testing,2024,0.5462392620247112,0.549514334921725,0.547876798473218
20,Jean Victor,Botafogo SP,Botafogo SP,"LB, LWB",LB,1,30,50000,2024-12-05,29,1964,Brazil,Brazil,left,181,72,no,8.29,1.512665,4.310097,1.15,1.146785,0.55,0.365696,0.78,0.23,0.1,0.87,2.977,0.23,0.6,0.6424080000000001,BRA2,Testing,2024,0.2267820653762483,0.234276889027582,0.2305294772019151
21,Rafael Ramos,Ceará,Ceará,RB,RB,1,29,500000,2024-12-31,24,2306,Portugal,Portugal,right,168,70,yes,8.55,1.949475,6.675,1.95,0.9376000000000001,0.31,0.467594,1.13,0.12,0.11,1.17,3.904922,0.39,1.13,1.44438,BRA2,Testing,2024,0.6124630688316504,0.6087986204495779,0.6106308446406141
22,Willian Formiga,CRB,CRB,LB,LB,1,29,200000,2024-12-31,22,1459,Brazil,Brazil,left,185,86,no,9.13,1.790976,5.551241999999999,1.42,2.22,0.86,0.615,1.6,0.37,0.05,0.25,3.951575999999999,0.49,0.43,0.6776000000000001,BRA2,Testing,2024,0.4600904335934527,0.4463677319405079,0.4532290827669803
23,Rodrigo Ferreira,Santos,Santos,"RB, LB",RB,1,29,600000,2025-12-31,20,843,Brazil,Brazil,right,178,80,no,10.78,1.06875,5.873733,2.35,1.173312,0.85,0.53125,1.17,0.11,0.04,0.75,2.986464,0.21,1.39,1.494796,BRA2,Testing,2024,0.59777226921318,0.5612959158138747,0.5795340925135273
24,Edílson,Paysandu,Paysandu,RB,RB,1,29,100000,2024-11-30,27,2391,Brazil,Brazil,right,171,74,no,7.68,1.693235,7.417904999999999,2.97,2.410044,0.98,1.315643,2.45,0.56,0.09,0.87,4.437758,0.87,1.43,1.95585,BRA2,Testing,2024,0.7677440923015466,0.7522372829477844,0.7599906876246654
25,Lucas Hipólito,Operário PR,Operário PR,LB,LB,1,29,100000,2024-12-31,11,888,Brazil,Brazil,left,172,72,no,8.61,1.925625,6.687632,1.11,1.317384,0.41,0.404,1.32,0.2,0.0,0.2,3.345507,1.11,0.51,1.422024,BRA2,Testing,2024,0.5527000981799162,0.5443669851972112,0.5485335416885636
26,Pará,Operário PR,Operário PR,LB,LB,1,29,100000,2024-12-31,23,1827,Brazil,Brazil,left,167,70,no,9.12,3.292555000000001,6.430716,2.68,1.77346,0.41,1.061606,1.92,0.25,0.07,1.27,3.340253,0.25,1.27,1.42,BRA2,Testing,2024,0.6941383091864837,0.66156378401016,0.6778510465983218
27,Renan Castro,Amazonas,Amazonas,LB,LB,1,29,0,,13,883,Brazil,Brazil,left,175,74,no,8.15,4.38495,8.96972,1.53,0.813252,0.2,0.206677,1.43,0.1,0.09,0.92,6.01502,0.2,1.22,1.529124,BRA2,Testing,2024,0.9758385668592826,0.9329604506176373,0.9543995087384598
28,Hayner,Santos,Santos,"RB, LB, RW",RB,1,29,800000,2024-12-31,20,749,Brazil,Brazil,right,178,71,no,9.37,0.9599040000000001,3.966874999999999,4.09,4.325,1.32,2.524445,2.28,0.72,0.04,0.48,2.045344,0.36,0.96,1.079844,BRA2,Testing,2024,0.4511697320780985,0.4286962455069664,0.4399329887925324
29,Dieguinho,Goiás,Goiás,RB,RB,1,28,1000000,2024-12-31,31,2786,Brazil,Brazil,right,175,68,no,9.85,1.593856,7.735104,3.19,4.386255,0.62,2.146774,3.15,0.39,0.06,0.78,5.3625,0.49,0.85,1.171054,BRA2,Testing,2024,0.7353565640802798,0.7375235480670659,0.7364400560736728
30,G. Risso,Ponte Preta,Ponte Preta,LB,LB,1,28,300000,2024-12-31,24,2049,Argentina,Argentina,left,179,71,yes,10.48,3.417645,9.599405999999998,1.52,1.061081,0.32,0.4625,0.83,0.18,0.05,0.74,5.170893,0.05,1.02,1.013784,BRA2,Testing,2024,0.7369495763338192,0.7396383079171843,0.7382939421255017
31,Marcinho,Ituano,Ituano,RB,RB,1,28,450000,2024-12-31,18,1718,Brazil,Brazil,right,178,76,no,8.54,3.457349999999999,6.807684,3.09,2.302719,0.31,1.260105,1.73,0.26,0.11,1.05,4.24401,0.52,1.41,1.884025,BRA2,Testing,2024,0.7486492990451208,0.7626205570078544,0.7556349280264875
32,Bryan,Paysandu,Paysandu,"LB, RB",LB,1,28,50000,2024-12-31,18,1466,Brazil,Brazil,right,175,74,no,7.12,1.226544,5.405745,2.82,2.640671,1.11,1.65851,2.52,0.25,0.05,0.55,4.544532,0.25,1.11,0.98059,BRA2,Testing,2024,0.4974328107556768,0.4808111093525286,0.4891219600541026
33,Sávio,Operário PR,Operário PR,RB,RB,1,28,100000,2024-11-15,12,879,Brazil,Brazil,right,169,64,no,5.78,1.157166,3.35088,0.92,1.848912,0.46,0.6933680000000001,1.5,0.23,0.05,0.69,3.695214999999999,0.35,0.23,0.46,BRA2,Testing,2024,0.05611651347970258,0.1008376466176239,0.07847708004866324
34,Jefferson,Guarani,Guarani,LB,LB,1,27,500000,2024-12-31,26,2238,Brazil,Brazil,left,178,69,no,6.92,2.855049,7.63813,2.13,1.490652,0.4,0.60625,0.6,0.16,0.1,0.97,4.587336,0.48,1.37,1.648712,BRA2,Testing,2024,0.7532227766394987,0.7726541263980912,0.7629384515187948
35,Felipinho,Sport Recife,Sport Recife,LB,LB,1,27,500000,2026-12-31,19,1411,Brazil,Brazil,left,177,74,no,8.04,2.29827,5.7384,2.74,2.23329,0.83,1.53341,1.21,0.13,0.05,0.64,4.212288,0.26,0.96,1.0846,BRA2,Testing,2024,0.5707062549011664,0.5611518674362406,0.5659290611687035
36,Reverson,Grêmio Novorizontino,Grêmio Novorizontino,"LB, LCB, LWB",LB,1,27,200000,2025-12-31,28,2203,Brazil,Brazil,left,175,71,no,5.68,2.53385,5.351517000000001,1.88,1.592696,0.45,1.185152,1.8,0.29,0.04,0.69,3.14348,0.16,0.45,0.61125,BRA2,Testing,2024,0.3539868222102001,0.3179010556163633,0.3359439389132817
37,Gonzalo Escobar,Santos,Santos,LB,LB,1,27,600000,2024-12-31,30,2873,Argentina,Argentina,left,171,70,yes,11.09,3.10149,5.672829999999999,2.69,1.942134,0.81,1.346112,1.69,0.41,0.08,0.72,3.912348,0.38,1.13,1.345694,BRA2,Testing,2024,0.7022632786734491,0.670223094835482,0.6862431867544655
38,Marcos Vinicius,Avaí,Avaí,RB,RB,1,27,0,2024-12-31,31,3062,Brazil,Brazil,right,176,69,yes,8.7,2.735817,6.287940000000001,4.03,2.84859,0.71,2.05572,1.62,0.09,0.11,1.18,3.235603,0.35,1.68,1.764268,BRA2,Testing,2024,0.7674456125982568,0.7278666741213385,0.7476561433597977
39,Patrick Brey,Botafogo SP,Botafogo SP,"LB, LWB",LB,1,27,125000,2024-11-30,30,2013,Brazil,"Brazil, Germany",left,177,67,no,8.23,1.740816,5.273739000000001,2.77,4.11346,1.61,1.651496,2.24,0.49,0.05,0.89,2.72489,0.72,0.72,1.5672,BRA2,Testing,2024,0.5829866713410731,0.625892639944565,0.604439655642819
40,Mateus Pivô,Brusque,Brusque,"RB, RWB",RB,1,26,0,2025-06-30,26,2291,Brazil,Brazil,right,180,70,no,9.47,1.604595,4.453118,1.89,2.4048,0.88,1.160016,2.01,0.32,0.07,0.76,2.68677,0.36,0.76,0.760032,BRA2,Testing,2024,0.4255697834277746,0.4059073487373576,0.415738566082566
41,Kevyn,Paysandu,Paysandu,LB,LB,1,26,100000,2025-12-31,28,2270,Brazil,Brazil,left,178,76,no,7.57,0.4364039999999999,2.5351,1.19,2.4205,0.75,0.8346750000000001,0.63,0.08,0.01,0.08,1.705746,0.12,0.2,0.276639,BRA2,Testing,2024,0.0,0.0,0.0
42,Luiz Felipe,Ponte Preta,Ponte Preta,RB,RB,1,26,100000,2025-04-11,10,816,Brazil,Brazil,right,180,76,no,11.0,2.572296,5.503806,1.29,1.638472,0.23,0.5833800000000001,1.29,0.0,0.04,0.47,3.864714,0.35,0.35,0.7040000000000001,BRA2,Testing,2024,0.4952476207927372,0.4839852224675265,0.4896164216301318
43,João Vitor,Vila Nova,Vila Nova,"RB, DMF, RCMF",RB,1,26,100000,2024-12-31,23,1294,Brazil,Brazil,right,177,77,no,8.83,4.240395,8.624616000000001,2.23,2.297433,0.21,0.696126,1.18,0.28,0.19,1.32,6.60781,0.63,0.9,1.528122,BRA2,Testing,2024,1.0,1.0,1.0
44,Igor Inocêncio,Ponte Preta,Ponte Preta,"RB, LB",RB,1,26,300000,2024-11-30,27,2368,Brazil,Brazil,right,185,78,no,7.73,2.302608,5.516880000000001,2.14,1.347558,0.44,0.6754650000000001,1.03,0.12,0.07,0.63,2.4587,0.4,0.99,1.228467,BRA2,Testing,2024,0.4951184126395702,0.4634252025494282,0.4792718075944992
45,Maílton,Chapecoense,Chapecoense,"RB, RW",RB,1,26,700000,2026-06-30,19,1140,Brazil,Brazil,right,169,71,yes,6.39,1.57762,4.974,5.21,6.234525,1.74,3.633552,2.76,0.63,0.16,1.97,3.15813,0.24,1.11,1.184375,BRA2,Testing,2024,0.6217002337340332,0.6273317713338262,0.6245160025339296
46,Marcelinho,Chapecoense,Chapecoense,RB,RB,1,26,0,,24,1827,Brazil,Brazil,right,169,71,no,8.33,1.3284,4.088559999999999,3.84,3.00288,1.48,1.872339,2.41,0.69,0.05,0.64,2.01927,0.2,1.28,1.180418,BRA2,Testing,2024,0.4416085094613723,0.4607219591540285,0.4511652343077003
47,Jamerson,Coritiba,Coritiba,LB,LB,1,26,1000000,2025-12-31,15,925,Brazil,Brazil,left,177,77,no,9.63,1.945581,7.103345000000001,3.99,2.725304,0.29,1.945,2.14,0.29,0.06,0.49,3.112844000000001,0.39,1.65,1.946942,BRA2,Testing,2024,0.70332223378674,0.7072653459527329,0.7052937898697365
48,Hereda,CRB,CRB,RB,RB,1,26,250000,2026-12-31,31,2880,Brazil,Brazil,right,177,65,no,8.59,1.12384,6.720846,3.44,3.343468,1.03,1.813185,2.25,0.69,0.09,0.91,3.595332,0.66,1.19,1.594296,BRA2,Testing,2024,0.7589734916159026,0.7122926956104937,0.7356330936131981
49,Luiz Henrique,Goiás,Goiás,LB,LB,1,25,150000,2024-12-31,23,1407,Brazil,Brazil,left,177,74,no,6.14,2.622116,6.846295,2.17,2.047872,0.9,0.384,0.64,0.06,0.09,0.96,5.056127999999999,0.7,1.47,1.856769,BRA2,Testing,2024,0.7132042215266935,0.7251073254428706,0.719155773484782
50,Matheus Bahia,Ceará,Ceará,LB,LB,1,25,1200000,2026-12-31,30,2766,Brazil,Brazil,left,181,75,yes,8.2,1.528605,5.402502000000001,2.99,2.471193,1.04,1.335024,2.02,0.49,0.08,0.65,2.959299,0.42,1.43,1.72592,BRA2,Testing,2024,0.5897172796508364,0.5599109920204766,0.5748141358356564
51,Warley,Torpedo Kutaisi,Mirassol,LB,LB,1,24,800000,2027-06-30,12,1067,Brazil,Brazil,right,172,64,no,8.18,3.289670000000001,7.422177,1.27,1.601614,0.42,1.014,1.77,0.59,0.06,0.25,7.004570999999999,0.51,0.25,0.59235,BRA2,Testing,2024,0.6308705424709021,0.575564462297433,0.6032175023841675
52,João Pedro Chermont,Santos U20,Santos,RB,RB,1,18,0,,28,1969,Brazil,Brazil,right,181,73,no,10.24,1.464775,5.026918,3.2,2.470743,1.1,1.643664,1.46,0.09,0.08,0.73,2.514432,0.46,1.23,1.461217,BRA2,Testing,2024,0.5486803969224342,0.5601173908834916,0.5543988939029628
53,João Gabriel,Ponte Preta U23,Ponte Preta,"RB, LB",RB,1,19,0,,12,837,Brazil,Brazil,unknown,0,0,no,9.68,1.720782,4.840780000000001,1.61,1.828944,0.22,1.074957,0.32,0.0,0.02,0.22,2.687586,0.22,0.43,0.645,BRA2,Testing,2024,0.3360758726561379,0.3177347511059208,0.3269053118810293
54,Richard,Ituano,Ituano,LB,LB,1,19,0,,14,1193,Brazil,Brazil,left,175,71,no,9.66,1.057808,4.30014,0.91,1.434,0.3,0.45,0.6,0.0,0.01,0.15,2.414079,0.3,0.23,0.452,BRA2,Testing,2024,0.2215263241958593,0.1952589397695659,0.2083926319827126
55,Rodrigo Gelado,Coritiba,Coritiba,LB,LB,1,21,0,2025-08-30,21,1581,Brazil,Brazil,left,178,68,no,9.05,2.390285,5.69322,1.99,1.251629,0.57,0.396678,1.2,0.34,0.03,0.34,2.217801,0.23,1.54,1.705212,BRA2,Testing,2024,0.5714185598293855,0.519318710523344,0.5453686351763647
56,Mateus Henrique,América Mineiro,América Mineiro,RB,RB,1,22,0,2028-12-30,25,2223,Brazil,Brazil,right,178,67,no,10.85,3.443952,8.499253,2.06,2.18621,0.65,0.9298599999999999,2.87,0.24,0.04,0.53,6.724045000000001,0.45,1.05,1.458181,BRA2,Testing,2024,0.9573242326949103,0.8727644859784549,0.9150443593366825
57,Ryan,CRB,CRB,LB,LB,1,22,0,,18,1112,Brazil,Brazil,left,172,69,yes,6.88,3.236574,8.339224,2.43,1.294908,0.4,0.8922059999999999,2.43,0.57,0.09,0.65,4.531320000000001,0.57,1.05,1.7,BRA2,Testing,2024,0.9261882150606127,0.861120065800601,0.8936541404306066
58,S. Ocampos,Operário PR,Operário PR,RB,RB,1,22,0,,10,730,Paraguay,Paraguay,right,178,68,no,7.89,1.7248,4.68234,2.1,1.481415,0.37,0.7425,1.97,0.74,0.05,0.49,3.573651,0.25,0.99,1.231695,BRA2,Testing,2024,0.3452076500898509,0.3803155219101741,0.3627615860000125
59,Natanael,Coritiba,Coritiba,RB,RB,1,22,2000000,2025-12-31,33,3208,Brazil,Brazil,right,172,67,no,10.24,1.961166,4.517647999999999,1.99,1.766655,1.26,0.75792,0.9,0.39,0.1,0.81,2.359524,0.11,1.01,0.8993220000000001,BRA2,Testing,2024,0.441348703145949,0.4240798611865828,0.4327142821662658
60,Léo Oliveira,Ituano,Ituano,RB,RB,1,22,100000,2027-12-31,16,963,Brazil,Brazil,right,189,72,yes,12.8,1.12,4.297433999999999,2.15,1.965,1.21,1.40531,0.84,0.09,0.07,0.47,2.522478,0.0,0.37,0.465366,BRA2,Testing,2024,0.3694743111941934,0.3655224186420659,0.3674983649181296
61,Wallison,Botafogo SP,Botafogo SP,"RB, RCB",RB,1,23,300000,2024-12-31,19,1361,Brazil,Brazil,right,177,70,yes,9.79,1.519848,6.480039000000001,1.72,1.390464,0.6,0.329193,0.73,0.13,0.03,0.33,4.627104,0.4,0.86,1.122974,BRA2,Testing,2024,0.5601261362077606,0.5461789532883004,0.5531525447480304
62,JP Galvão,Chapecoense,Chapecoense,RB,RB,1,23,0,,14,836,Brazil,Brazil,right,184,75,yes,9.15,1.397543,3.12048,1.29,1.724272,0.54,0.538932,1.72,0.0,0.03,0.54,1.82896,0.32,0.54,0.6471859999999999,BRA2,Testing,2024,0.2039192052973272,0.1994885791302347,0.2017038922137809
63,J. Torres,Brusque,Brusque,LB,LB,1,23,0,,10,806,Colombia,Colombia,left,186,79,yes,10.54,1.858879,3.221228,1.49,1.115205,0.25,0.7456769999999999,0.74,0.0,0.01,0.37,1.86,0.12,0.5,0.370872,BRA2,Testing,2024,0.2312869234312866,0.2071359054243678,0.2192114144278272
64,Mancha,Chapecoense,Chapecoense,LB,LB,1,23,500000,2026-04-30,24,2380,Brazil,"Brazil, Italy",left,178,73,no,7.98,1.703032,4.799112,2.38,1.132668,0.49,0.642873,1.06,0.19,0.06,0.95,2.193246,0.42,1.32,1.509912,BRA2,Testing,2024,0.3906162083057152,0.4169635179702185,0.4037898631379668
65,Emerson Negueba,Botafogo SP,Botafogo SP,"RB, RW, LW",RB,1,23,400000,2026-12-31,32,2459,Brazil,Brazil,right,175,75,yes,5.12,0.5488490000000001,2.562352,4.5,6.334435,1.57,3.588970000000001,3.62,1.24,0.06,0.59,1.42776,0.26,0.84,0.840792,BRA2,Testing,2024,0.2654933845682519,0.2456221720112514,0.2555577782897516
66,Heitor,Guarani,Guarani,"RB, RW, LB",RB,1,23,1000000,2024-12-31,20,1002,Brazil,Brazil,right,174,67,no,8.26,2.423694,5.392296,3.32,1.79561,1.8,1.26009,1.44,0.54,0.11,0.63,2.512488,0.0,0.9,0.8099190000000001,BRA2,Testing,2024,0.5140013930567648,0.4810723704124968,0.4975368817346308
67,Rhuan,Vila Nova,Vila Nova,LB,LB,1,24,0,2025-12-31,28,2033,Brazil,Brazil,left,177,76,no,11.33,1.63795,5.620159999999999,2.08,1.281915,0.71,0.487866,1.2,0.0,0.09,0.89,3.190398,0.09,1.42,1.284932,BRA2,Testing,2024,0.5710394544095603,0.5580814088680448,0.5645604316388024
68,Eric,Ceará,Ceará,LB,LB,1,24,0,,10,722,Brazil,Brazil,left,180,80,yes,9.85,1.119375,5.610738,2.49,2.117472,1.12,1.244544,1.75,0.5,0.03,0.37,3.113736000000001,0.37,0.75,0.74625,BRA2,Testing,2024,0.5618641658666748,0.4999679970132801,0.5309160814399774
69,Elias,Vila Nova,Vila Nova,RB,RB,1,24,0,2025-12-31,30,2937,Brazil,Brazil,right,181,70,yes,10.6,1.378406,4.593563,2.57,2.147139,1.44,1.010576,1.69,0.37,0.13,0.64,1.92918,0.49,1.23,1.346004,BRA2,Testing,2024,0.5201634541569155,0.5050915449361663,0.5126274995465407
