Unnamed: 0,Ações_Defensivas_BemSucedidas,Duelos_Defensivos_Ganhos,Duelos_Aéreos_Ganhos,Finalizações_Bloqueadas,Interceptações_Ajustadas_a_Posse,Passes_Laterais_Certos,Rating,Atleta,Equipe,Equipe_Janela_Análise,Posição,Posição_Wyscout,Código_Posição_Wyscout,Idade,Valor_Mercado,Fim_Contrato,Jogos,Minutos,Nacionalidade,Passaporte,Pé,Altura,Peso,Empréstimo,Liga,Base,Versão_Temporada,Role,L_Rating,L_Ranking,Size,L_Percentil,Ações_Defensivas_BemSucedidas_LM,Duelos_Defensivos_Ganhos_LM,Duelos_Aéreos_Ganhos_LM,Finalizações_Bloqueadas_LM,Interceptações_Ajustadas_a_Posse_LM,Passes_Laterais_Certos_LM,Ações_Defensivas_BemSucedidas_Rank,Duelos_Defensivos_Ganhos_Rank,Duelos_Aéreos_Ganhos_Rank,Finalizações_Bloqueadas_Rank,Interceptações_Ajustadas_a_Posse_Rank,Passes_Laterais_Certos_Rank,Ações_Defensivas_BemSucedidas_Percentil,Duelos_Defensivos_Ganhos_Percentil,Duelos_Aéreos_Ganhos_Percentil,Finalizações_Bloqueadas_Percentil,Interceptações_Ajustadas_a_Posse_Percentil,Passes_Laterais_Certos_Percentil
64,0.202226,0.254965,0.373903,0.22314,0.284895,0.402343,0.184612,Thalisson,Coritiba,Coritiba,RCB,RCB,4,22,300000,2025-12-31,11,833,Brazil,Brazil,right,190,79,no,BRA2,Testing,2024,Zagueiro Defensivo,0.185,65,74,12,0.472121,0.379349,0.435384,0.372459,0.501292,0.556554,64.0,52,44,58.5,66.0,55,13,29,40,20,10,25
65,0.200371,0.140956,0.130074,0.438017,0.370937,0.650339,0.165056,A. Alvariño,Amazonas,Amazonas,"RCB, LCB",RCB,4,23,350000,2025-12-31,27,2597,Argentina,Argentina,right,182,81,yes,BRA2,Testing,2024,Zagueiro Defensivo,0.165,66,74,10,0.472121,0.379349,0.435384,0.372459,0.501292,0.556554,65.5,66,71,24.0,54.0,25,11,10,4,67,27,66
66,0.0,0.012205,0.625862,0.264463,0.260038,0.438286,0.158715,Ramon Menezes,Ceará,Ceará,"RCB, LCB",RCB,4,29,400000,2025-12-31,15,1129,Brazil,Brazil,right,186,81,no,BRA2,Testing,2024,Zagueiro Defensivo,0.159,67,74,9,0.472121,0.379349,0.435384,0.372459,0.501292,0.556554,74.0,73,11,50.5,67.0,50,0,1,85,31,9,32
67,0.235622,0.566165,0.213615,0.38843,0.0,0.503607,0.134189,Lucas Ribeiro,Goiás,Goiás,"LCB, RCB",LCB,4,25,1000000,2024-12-31,27,2545,Brazil,Brazil,right,190,80,no,BRA2,Testing,2024,Zagueiro Defensivo,0.134,68,74,8,0.472121,0.379349,0.435384,0.372459,0.501292,0.556554,61.0,16,66,33.5,74.0,42,17,78,10,54,0,43
68,0.267161,0.119956,0.239519,0.289256,0.363289,0.275346,0.133577,Fábio Sanches,Botafogo SP,Botafogo SP,"CB, RCB",CB,4,33,250000,2024-11-30,21,1777,Brazil,Brazil,right,186,85,no,BRA2,Testing,2024,Zagueiro Defensivo,0.134,69,74,6,0.472121,0.379349,0.435384,0.372459,0.501292,0.556554,56.0,67,63,47.0,56.0,70,24,9,14,36,24,5
69,0.027829,0.298588,0.447492,0.22314,0.045889,0.66281,0.128651,Gil,Santos,Santos,"LCB, RCB",LCB,4,37,300000,2024-12-31,31,3123,Brazil,Brazil,right,192,87,no,BRA2,Testing,2024,Zagueiro Defensivo,0.129,70,74,5,0.472121,0.379349,0.435384,0.372459,0.501292,0.556554,72.0,44,33,58.5,73.0,24,2,40,55,20,1,67
70,0.200371,0.225873,0.234707,0.132231,0.227533,0.556041,0.120692,Bruno Melo,Coritiba,Coritiba,"LCB, LB",LCB,4,32,400000,2024-12-31,31,3077,Brazil,Brazil,left,186,78,yes,BRA2,Testing,2024,Zagueiro Defensivo,0.121,71,74,4,0.472121,0.379349,0.435384,0.372459,0.501292,0.556554,65.5,58,64,68.0,69.0,35,11,21,13,8,6,52
71,0.12987,0.14649,0.212012,0.033058,0.24283,0.799603,0.085922,Diogo Silva,Tianjin Tigers,Amazonas,LCB,LCB,4,29,200000,2024-11-30,14,1364,Brazil,Brazil,right,187,83,no,BRA2,Testing,2024,Zagueiro Defensivo,0.086,72,74,2,0.472121,0.379349,0.435384,0.372459,0.501292,0.556554,70.0,63,67,73.0,68.0,11,5,14,9,1,8,85
72,0.100186,0.271887,0.268817,0.206612,0.151052,0.521439,0.05068,Matheus Felipe,Ceará,Ceará,"RCB, CB",RCB,4,25,1200000,2026-12-31,22,1983,Brazil,Brazil,right,186,84,yes,BRA2,Testing,2024,Zagueiro Defensivo,0.051,73,74,1,0.472121,0.379349,0.435384,0.372459,0.501292,0.556554,71.0,49,59,61.0,72.0,38,4,33,20,17,2,48
73,0.207792,0.260905,0.0,0.190083,0.152964,0.362669,0.0,Wálber,Nam Dinh,Ituano,"RCB, LCB",RCB,4,27,150000,2024-12-31,13,1156,Brazil,Brazil,right,186,80,no,BRA2,Testing,2024,Zagueiro Defensivo,0.0,74,74,0,0.472121,0.379349,0.435384,0.372459,0.501292,0.556554,63.0,51,74,63.0,71.0,61,14,31,0,14,4,17
