Unnamed: 0,Ações_Defensivas_BemSucedidas,Duelos_Defensivos_Ganhos,Duelos_Aéreos_Ganhos,Finalizações_Bloqueadas,Interceptações_Ajustadas_a_Posse,Passes_Laterais_Certos,Rating,Atleta,Equipe,Equipe_Janela_Análise,Posição,Posição_Wyscout,Código_Posição_Wyscout,Idade,Valor_Mercado,Fim_Contrato,Jogos,Minutos,Nacionalidade,Passaporte,Pé,Altura,Peso,Empréstimo,Liga,Base,Versão_Temporada,Role,L_Rating,L_Ranking,Size,L_Percentil,Ações_Defensivas_BemSucedidas_LM,Duelos_Defensivos_Ganhos_LM,Duelos_Aéreos_Ganhos_LM,Finalizações_Bloqueadas_LM,Interceptações_Ajustadas_a_Posse_LM,Passes_Laterais_Certos_LM,Ações_Defensivas_BemSucedidas_Rank,Duelos_Defensivos_Ganhos_Rank,Duelos_Aéreos_Ganhos_Rank,Finalizações_Bloqueadas_Rank,Interceptações_Ajustadas_a_Posse_Rank,Passes_Laterais_Certos_Rank,Ações_Defensivas_BemSucedidas_Percentil,Duelos_Defensivos_Ganhos_Percentil,Duelos_Aéreos_Ganhos_Percentil,Finalizações_Bloqueadas_Percentil,Interceptações_Ajustadas_a_Posse_Percentil,Passes_Laterais_Certos_Percentil
10,0.762523,0.54211,0.728088,0.363636,0.546845,0.307498,0.779011,Renato Palm,Grêmio Novorizontino,Grêmio Novorizontino,"CB, LCB, RCB",CB,4,33,300000,2024-11-30,20,1657,Brazil,Brazil,right,190,89,no,BRA2,Testing,2024,Zagueiro Defensivo,0.779,11,74,85,0.472121,0.379349,0.435384,0.372459,0.501292,0.556554,13.0,18,8,37.5,26.5,67,82,75,89,49,64,9
11,0.784787,0.674831,0.321744,0.396694,0.619503,0.509974,0.761839,Miranda,Amazonas,Amazonas,"RCB, LCB",RCB,4,24,600000,2024-12-31,24,2396,Brazil,Brazil,right,181,73,yes,BRA2,Testing,2024,Zagueiro Defensivo,0.762,12,74,83,0.472121,0.379349,0.435384,0.372459,0.501292,0.556554,12.0,7,54,30.5,19.0,39,83,90,27,58,74,47
12,0.716141,0.552706,0.457461,0.38843,0.950287,0.340306,0.757565,Wanderson,Paysandu,Paysandu,RCB,RCB,4,30,100000,2024-11-30,20,1866,Brazil,Brazil,right,187,85,no,BRA2,Testing,2024,Zagueiro Defensivo,0.758,13,74,82,0.472121,0.379349,0.435384,0.372459,0.501292,0.556554,16.0,17,30,33.5,3.0,64,78,77,59,54,95,13
13,0.833024,0.877056,0.408047,0.082645,0.344168,0.168639,0.748116,Luisão,Grêmio Novorizontino U20,Grêmio Novorizontino,RCB,RCB,4,21,0,,30,2774,Brazil,Brazil,right,192,74,no,BRA2,Testing,2024,Zagueiro Defensivo,0.748,14,74,81,0.472121,0.379349,0.435384,0.372459,0.501292,0.556554,11.0,2,39,71.0,59.0,73,85,97,47,4,20,1
14,0.573284,0.501032,0.594426,1.0,0.759082,0.876526,0.731496,Wanderson,CRB,CRB,"LCB, RCB",LCB,4,33,250000,2024-12-31,11,723,Brazil,Brazil,right,186,83,no,BRA2,Testing,2024,Zagueiro Defensivo,0.731,15,74,79,0.472121,0.379349,0.435384,0.372459,0.501292,0.556554,25.0,22,14,1.0,10.0,7,66,70,81,98,86,90
15,0.705009,0.617153,0.405807,0.570248,0.573614,0.817424,0.691623,Maurício Antônio,Coritiba,Coritiba,"RCB, CB, LCB",RCB,4,32,300000,2025-12-31,25,2110,Brazil,"Brazil, Portugal",right,183,82,no,BRA2,Testing,2024,Zagueiro Defensivo,0.692,16,74,78,0.472121,0.379349,0.435384,0.372459,0.501292,0.556554,17.0,11,40,11.0,24.0,9,77,85,45,85,67,87
16,0.751391,0.455418,0.20438,0.429752,0.613767,0.313296,0.666738,Mateus Silva,Ponte Preta,Ponte Preta,RCB,RCB,4,29,150000,2025-12-31,19,1824,Brazil,Brazil,right,192,92,no,BRA2,Testing,2024,Zagueiro Defensivo,0.667,17,74,77,0.472121,0.379349,0.435384,0.372459,0.501292,0.556554,14.5,25,69,25.5,21.0,66,80,66,6,65,71,10
17,0.630798,0.31153,0.576909,0.727273,0.699809,0.379964,0.666523,Habraão,Santa Clara,Chapecoense,LCB,LCB,4,23,0,,11,1041,Brazil,Brazil,right,187,80,yes,BRA2,Testing,2024,Zagueiro Defensivo,0.667,18,74,75,0.472121,0.379349,0.435384,0.372459,0.501292,0.556554,20.0,43,17,4.5,15.0,59,72,41,77,93,79,20
18,0.521336,0.528103,0.499697,0.53719,0.623327,0.772696,0.659807,Alisson Cassiano,Sport Recife,Sport Recife,RCB,RCB,4,30,150000,2024-12-31,10,888,Brazil,Brazil,right,187,83,no,BRA2,Testing,2024,Zagueiro Defensivo,0.66,19,74,74,0.472121,0.379349,0.435384,0.372459,0.501292,0.556554,31.0,19,25,14.0,18.0,13,58,74,66,81,75,82
19,0.643785,0.430587,0.556616,0.454545,0.56979,0.448163,0.646871,Bruno Leonardo,Chapecoense,Chapecoense,RCB,RCB,4,28,0,,26,2538,Brazil,Brazil,right,187,88,no,BRA2,Testing,2024,Zagueiro Defensivo,0.647,20,74,72,0.472121,0.379349,0.435384,0.372459,0.501292,0.556554,19.0,28,18,22.5,25.0,48,74,62,75,69,66,35
20,0.751391,0.477282,0.278309,0.347107,0.424474,0.391266,0.644972,Lucas Dias,Muharraq,Botafogo SP,"CB, RCB",CB,4,29,0,2024-12-05,15,1386,Brazil,Brazil,right,191,82,no,BRA2,Testing,2024,Zagueiro Defensivo,0.645,21,74,71,0.472121,0.379349,0.435384,0.372459,0.501292,0.556554,14.5,24,57,39.0,46.0,56,80,67,22,47,37,24
21,0.532468,0.43256,0.448744,0.578512,0.793499,0.3874,0.61636,Carlão,Paysandu,Paysandu,"RCB, LCB",RCB,4,23,100000,2024-12-31,8,731,Brazil,Brazil,right,186,80,no,BRA2,Testing,2024,Zagueiro Defensivo,0.616,22,74,70,0.472121,0.379349,0.435384,0.372459,0.501292,0.556554,29.0,27,32,9.0,8.0,58,60,63,56,87,89,21
22,0.536178,0.312604,0.431357,0.231405,0.801147,0.792447,0.609273,Gustavo Henrique,CRB,CRB,"RCB, LCB",RCB,4,25,50000,2024-12-31,19,1437,Brazil,Brazil,right,192,88,yes,BRA2,Testing,2024,Zagueiro Defensivo,0.609,23,74,68,0.472121,0.379349,0.435384,0.372459,0.501292,0.556554,28.0,42,34,57.0,7.0,12,62,43,54,22,90,83
23,0.584416,0.346453,0.453942,0.578512,0.604207,0.464079,0.604394,Claudinho,Ituano,Ituano,"LCB, RCB",LCB,4,34,50000,2024-12-31,29,2829,Brazil,Brazil,right,183,82,no,BRA2,Testing,2024,Zagueiro Defensivo,0.604,24,74,67,0.472121,0.379349,0.435384,0.372459,0.501292,0.556554,24.0,39,31,9.0,23.0,46,67,47,58,87,68,37
24,0.662338,0.716566,0.210764,0.619835,0.493308,0.706447,0.59785,Fabio Alemão,CRB,CRB,LCB,LCB,4,27,300000,2024-12-31,16,1588,Brazil,Brazil,right,184,87,no,BRA2,Testing,2024,Zagueiro Defensivo,0.598,25,74,66,0.472121,0.379349,0.435384,0.372459,0.501292,0.556554,18.0,6,68,7.0,36.0,21,75,91,8,90,51,71
25,0.439703,0.386974,0.839891,0.115702,0.500956,0.674687,0.588504,Joaquim,Tigres UANL,Santos,"LCB, RCB",LCB,4,25,3000000,2027-06-30,12,1189,Brazil,Brazil,right,190,82,no,BRA2,Testing,2024,Zagueiro Defensivo,0.589,26,74,64,0.472121,0.379349,0.435384,0.372459,0.501292,0.556554,37.0,33,3,69.5,34.0,23,50,55,95,6,54,68
26,0.549165,0.395804,0.751118,0.31405,0.449331,0.751507,0.587375,Tiago Pagnussat,Avaí,Avaí,"RCB, LCB",RCB,4,34,250000,2025-06-30,32,3009,Brazil,"Brazil, Italy",right,191,88,no,BRA2,Testing,2024,Zagueiro Defensivo,0.587,27,74,63,0.472121,0.379349,0.435384,0.372459,0.501292,0.556554,27.0,32,5,41.5,41.0,17,63,56,93,43,44,77
27,0.589981,0.582707,0.736636,0.0,0.439771,0.336835,0.586799,Bernardo Schappo,Botafogo SP,Botafogo SP,LCB,LCB,4,25,750000,2026-12-31,28,2271,Brazil,"Brazil, Luxembourg",left,191,85,yes,BRA2,Testing,2024,Zagueiro Defensivo,0.587,28,74,62,0.472121,0.379349,0.435384,0.372459,0.501292,0.556554,23.0,15,7,74.0,42.0,65,68,79,90,0,43,12
28,0.615955,0.451135,0.338947,0.578512,0.506692,0.577794,0.565279,Sérgio Raphael,Ponte Preta,Ponte Preta,LCB,LCB,4,32,0,2024-12-31,22,1989,Brazil,Brazil,right,188,84,no,BRA2,Testing,2024,Zagueiro Defensivo,0.565,29,74,60,0.472121,0.379349,0.435384,0.372459,0.501292,0.556554,22.0,26,51,9.0,33.0,31,70,64,31,87,55,58
29,0.523191,0.4106,0.459768,0.454545,0.606119,0.376522,0.559184,Jemmes,Vila Nova,Vila Nova,"LCB, RCB",LCB,4,24,0,,32,3030,Brazil,Brazil,right,187,73,no,BRA2,Testing,2024,Zagueiro Defensivo,0.559,30,74,59,0.472121,0.379349,0.435384,0.372459,0.501292,0.556554,30.0,29,29,22.5,22.0,60,59,60,60,69,70,18
30,0.619666,0.59238,0.229115,0.528926,0.491396,0.492464,0.533198,Joílson,Ponte Preta,Ponte Preta,"RCB, LCB",RCB,4,33,0,2024-12-31,15,1417,Brazil,Brazil,right,188,78,yes,BRA2,Testing,2024,Zagueiro Defensivo,0.533,31,74,58,0.472121,0.379349,0.435384,0.372459,0.501292,0.556554,21.0,12,65,16.5,37.5,43,71,83,12,77,49,41
31,0.465677,0.374661,0.346732,0.471074,0.739962,0.596921,0.529578,Lucas Maia,Paysandu,Paysandu,LCB,LCB,4,31,800000,2024-11-30,26,2472,Brazil,Brazil,left,192,85,no,BRA2,Testing,2024,Zagueiro Defensivo,0.53,32,74,56,0.472121,0.379349,0.435384,0.372459,0.501292,0.556554,35.0,35,49,20.0,11.0,29,52,52,33,72,85,60
32,0.476809,0.589023,0.545455,0.256198,0.319312,0.952237,0.527558,Ricardo Silva,América Mineiro,América Mineiro,RCB,RCB,4,32,300000,2024-12-31,29,2890,Brazil,Brazil,right,190,84,no,BRA2,Testing,2024,Zagueiro Defensivo,0.528,33,74,55,0.472121,0.379349,0.435384,0.372459,0.501292,0.556554,33.5,14,21,52.5,63.0,5,54,81,71,29,14,93
33,0.554731,0.508418,0.422689,0.545455,0.434034,0.441259,0.522537,Matheus Salustiano,Guarani,Guarani,"LCB, RCB",LCB,4,31,100000,2024-11-30,23,2291,Brazil,Brazil,right,183,76,no,BRA2,Testing,2024,Zagueiro Defensivo,0.523,34,74,54,0.472121,0.379349,0.435384,0.372459,0.501292,0.556554,26.0,21,36,12.5,43.0,49,64,71,51,83,41,33
34,0.391466,0.092903,0.543657,0.322314,0.655832,0.883663,0.507613,Luiz Otávio,Mirassol,Mirassol,LCB,LCB,4,32,900000,2024-11-30,28,2737,Brazil,Brazil,right,194,85,no,BRA2,Testing,2024,Zagueiro Defensivo,0.508,35,74,52,0.472121,0.379349,0.435384,0.372459,0.501292,0.556554,41.0,68,22,40.0,17.0,6,44,8,70,45,77,91
35,0.423006,0.483667,0.55177,0.214876,0.321224,0.814759,0.494221,Vilar,Avaí,Avaí,"LCB, RCB",LCB,4,24,0,,24,2382,Brazil,Brazil,right,190,89,yes,BRA2,Testing,2024,Zagueiro Defensivo,0.494,36,74,51,0.472121,0.379349,0.435384,0.372459,0.501292,0.556554,40.0,23,19,60.0,62.0,10,45,68,74,18,16,86
36,0.443414,0.339165,0.424864,0.173554,0.491396,0.69636,0.492266,Lucas Adell,Guarani,Guarani,LCB,LCB,4,24,0,,13,1209,Brazil,Brazil,left,188,70,no,BRA2,Testing,2024,Zagueiro Defensivo,0.492,37,74,50,0.472121,0.379349,0.435384,0.372459,0.501292,0.556554,36.0,40,35,64.0,37.5,22,51,45,52,13,49,70
37,0.493506,0.35835,0.487814,0.545455,0.397706,0.711121,0.491102,Léo Santos,Nacional,Guarani,"LCB, RCB, CB",LCB,4,25,900000,2027-06-30,12,1092,Brazil,Brazil,right,186,80,no,BRA2,Testing,2024,Zagueiro Defensivo,0.491,38,74,48,0.472121,0.379349,0.435384,0.372459,0.501292,0.556554,32.0,36,27,12.5,49.0,20,56,51,63,83,33,72
38,0.29128,0.0,0.599336,0.479339,0.760994,0.973256,0.489165,Lucas Gazal,Mirassol,Mirassol,RCB,RCB,4,25,550000,2025-12-31,20,1222,Brazil,Brazil,right,187,86,yes,BRA2,Testing,2024,Zagueiro Defensivo,0.489,39,74,47,0.472121,0.379349,0.435384,0.372459,0.501292,0.556554,54.5,74,13,19.0,9.0,2,26,0,82,74,87,97
39,0.428571,0.589346,0.660988,0.157025,0.191205,0.528705,0.478108,David Ricardo,Ceará,Ceará,LCB,LCB,4,21,0,,29,2824,Brazil,Brazil,left,188,78,no,BRA2,Testing,2024,Zagueiro Defensivo,0.478,40,74,45,0.472121,0.379349,0.435384,0.372459,0.501292,0.556554,39.0,13,10,66.5,70.0,37,47,82,86,10,5,50
40,0.241187,0.082619,0.619224,0.272727,0.724665,0.969482,0.466299,Willian Machado,Operário PR,Operário PR,LCB,LCB,4,27,100000,2024-12-31,30,3026,Brazil,Brazil,left,186,90,no,BRA2,Testing,2024,Zagueiro Defensivo,0.466,41,74,44,0.472121,0.379349,0.435384,0.372459,0.501292,0.556554,59.0,70,12,49.0,14.0,3,20,5,83,33,81,95
41,0.339518,0.287902,0.518343,0.247934,0.466539,0.64675,0.444235,Saimon,CRB,CRB,RCB,RCB,4,33,150000,2024-12-31,20,1965,Brazil,Brazil,right,185,79,no,BRA2,Testing,2024,Zagueiro Defensivo,0.444,42,74,43,0.472121,0.379349,0.435384,0.372459,0.501292,0.556554,47.5,46,24,55.0,39.0,26,35,37,67,25,47,64
42,0.430427,0.626393,0.371838,0.256198,0.311663,0.432974,0.434617,Allan Godói,Operário PR,Operário PR,RCB,RCB,4,31,100000,2024-11-15,9,760,Brazil,Brazil,right,187,81,no,BRA2,Testing,2024,Zagueiro Defensivo,0.435,43,74,41,0.472121,0.379349,0.435384,0.372459,0.501292,0.556554,38.0,10,45,52.5,64.0,51,48,86,39,29,13,31
43,0.476809,0.22629,0.12361,0.297521,0.73805,0.416445,0.433686,Ralf,Vila Nova,Vila Nova,"RCB, DMF, RDMF",RCB,4,40,150000,2024-12-31,28,2442,Brazil,Brazil,right,182,85,no,BRA2,Testing,2024,Zagueiro Defensivo,0.434,44,74,40,0.472121,0.379349,0.435384,0.372459,0.501292,0.556554,33.5,57,72,44.0,12.5,53,54,22,2,40,83,28
44,0.345083,0.157797,0.724833,0.38843,0.518164,0.561671,0.432658,Eduardo Doma,Chapecoense,Chapecoense,"LCB, RCB",LCB,4,26,0,2024-12-31,20,1846,Brazil,Brazil,right,187,79,no,BRA2,Testing,2024,Zagueiro Defensivo,0.433,45,74,39,0.472121,0.379349,0.435384,0.372459,0.501292,0.556554,46.0,61,9,33.5,30.0,34,37,17,87,54,59,54
45,0.350649,0.400983,0.316934,0.157025,0.426386,0.544998,0.374405,Chico,Sport Recife,Sport Recife,"LCB, LB",LCB,4,26,500000,2026-12-31,24,2035,Brazil,Brazil,left,188,80,no,BRA2,Testing,2024,Zagueiro Defensivo,0.374,46,74,37,0.472121,0.379349,0.435384,0.372459,0.501292,0.556554,45.0,30,55,66.5,45.0,36,39,59,25,10,39,51
46,0.293135,0.351335,0.85642,0.247934,0.357553,0.390934,0.362629,Messias,Goiás,Goiás,RCB,RCB,4,29,600000,2025-12-31,19,1866,Brazil,Brazil,right,192,92,yes,BRA2,Testing,2024,Zagueiro Defensivo,0.363,47,74,36,0.472121,0.379349,0.435384,0.372459,0.501292,0.556554,53.0,37,2,55.0,57.5,57,28,50,97,25,22,22
47,0.339518,0.228301,0.420862,0.165289,0.512428,0.457402,0.350546,J. Quintero,,Vila Nova,RCB,RCB,4,29,700000,,19,1497,Colombia,Colombia,right,184,79,no,BRA2,Testing,2024,Zagueiro Defensivo,0.351,48,74,35,0.472121,0.379349,0.435384,0.372459,0.501292,0.556554,47.5,55,37,65.0,31.0,47,35,25,50,12,58,36
48,0.254174,0.312656,0.302291,0.289256,0.43021,0.968947,0.328585,Luciano Castán,Sport Recife,Sport Recife,"LCB, RCB",LCB,4,35,300000,2024-12-31,22,1927,Brazil,"Brazil, Italy",left,187,80,no,BRA2,Testing,2024,Zagueiro Defensivo,0.329,49,74,33,0.472121,0.379349,0.435384,0.372459,0.501292,0.556554,58.0,41,56,47.0,44.0,4,21,44,24,36,40,94
49,0.311688,0.243925,0.053481,0.413223,0.546845,0.604498,0.327772,Joseph,Operário PR,Operário PR,"RCB, LCB",RCB,4,29,100000,2025-11-30,18,1729,Brazil,Brazil,right,186,79,no,BRA2,Testing,2024,Zagueiro Defensivo,0.328,50,74,32,0.472121,0.379349,0.435384,0.372459,0.501292,0.556554,51.0,53,73,27.5,26.5,28,31,28,1,62,64,62
50,0.380334,0.348627,0.32975,0.07438,0.357553,0.508872,0.322138,Matheus Costa,Botafogo SP,Botafogo SP,"RCB, LCB",RCB,4,29,300000,2025-12-31,21,1775,Brazil,"Brazil, Portugal",right,188,82,no,BRA2,Testing,2024,Zagueiro Defensivo,0.322,51,74,31,0.472121,0.379349,0.435384,0.372459,0.501292,0.556554,43.0,38,52,72.0,57.5,40,41,48,29,2,22,45
51,0.361781,0.22668,0.25686,0.429752,0.460803,0.57561,0.321524,Edson Felipe,Goiás,Goiás,LCB,LCB,4,33,300000,2024-12-31,25,1849,Brazil,Brazil,right,183,75,no,BRA2,Testing,2024,Zagueiro Defensivo,0.322,52,74,29,0.472121,0.379349,0.435384,0.372459,0.501292,0.556554,44.0,56,61,25.5,40.0,32,40,24,17,65,45,56
52,0.25974,0.200852,0.417803,0.380165,0.499044,0.506309,0.31389,L. Segovia,CRB,CRB,LCB,LCB,4,27,1500000,2025-12-31,9,874,Ecuador,Ecuador,left,182,80,yes,BRA2,Testing,2024,Zagueiro Defensivo,0.314,53,74,28,0.472121,0.379349,0.435384,0.372459,0.501292,0.556554,57.0,59,38,36.0,35.0,41,22,20,48,51,52,44
53,0.315399,0.147836,0.324918,0.396694,0.539197,0.480476,0.310399,Benevenuto,Coritiba,Coritiba,"LCB, RCB",LCB,4,28,2000000,2026-12-31,22,1962,Brazil,Brazil,right,181,78,yes,BRA2,Testing,2024,Zagueiro Defensivo,0.31,54,74,27,0.472121,0.379349,0.435384,0.372459,0.501292,0.556554,50.0,62,53,30.5,28.0,45,32,16,28,58,62,39
54,0.309833,0.275398,0.258026,0.247934,0.413002,0.753466,0.306637,David Braz,Goiás,Goiás,"CB, LCB",CB,4,37,150000,2024-12-31,21,1744,Brazil,Brazil,right,188,88,no,BRA2,Testing,2024,Zagueiro Defensivo,0.307,55,74,25,0.472121,0.379349,0.435384,0.372459,0.501292,0.556554,52.0,47,60,55.0,47.0,16,29,36,18,25,36,78
55,0.387755,0.267396,0.351655,0.413223,0.378585,0.422535,0.304034,João Paulo,Chapecoense,Chapecoense,LCB,LCB,4,27,100000,2025-10-31,13,949,Brazil,Brazil,left,187,75,no,BRA2,Testing,2024,Zagueiro Defensivo,0.304,56,74,24,0.472121,0.379349,0.435384,0.372459,0.501292,0.556554,42.0,50,48,27.5,52.0,52,43,32,35,62,29,29
56,0.239332,0.091807,0.355909,0.528926,0.510516,0.857754,0.297772,Rafael Thyere,Sport Recife,Sport Recife,RCB,RCB,4,31,600000,2025-12-31,19,1922,Brazil,Brazil,right,189,86,no,BRA2,Testing,2024,Zagueiro Defensivo,0.298,57,74,22,0.472121,0.379349,0.435384,0.372459,0.501292,0.556554,60.0,69,47,16.5,32.0,8,18,6,36,77,56,89
57,0.29128,0.145451,0.499521,0.297521,0.372849,0.488864,0.276181,Douglas Bacelar,Guarani,Guarani,RCB,RCB,4,34,100000,2024-11-30,25,2417,Brazil,Brazil,right,190,84,no,BRA2,Testing,2024,Zagueiro Defensivo,0.276,58,74,21,0.472121,0.379349,0.435384,0.372459,0.501292,0.556554,54.5,65,26,44.0,53.0,44,26,12,64,40,28,40
58,0.209647,0.146209,0.593589,0.528926,0.365201,0.720031,0.273708,Lucão,América Mineiro,América Mineiro,LCB,LCB,4,28,400000,2025-12-31,12,1126,Brazil,Brazil,right,187,80,no,BRA2,Testing,2024,Zagueiro Defensivo,0.274,59,74,20,0.472121,0.379349,0.435384,0.372459,0.501292,0.556554,62.0,64,15,16.5,55.0,18,16,13,79,77,25,75
59,0.194805,0.274264,0.465003,0.297521,0.288719,0.592537,0.250697,Jair,Santos U20,Santos,RCB,RCB,4,19,0,,20,1909,Brazil,Brazil,right,198,81,no,BRA2,Testing,2024,Zagueiro Defensivo,0.251,60,74,18,0.472121,0.379349,0.435384,0.372459,0.501292,0.556554,67.0,48,28,44.0,65.0,30,9,35,62,40,12,59
60,0.155844,0.243292,0.376664,0.264463,0.334608,0.772179,0.24496,Éder,América Mineiro,América Mineiro,"LCB, RCB",LCB,4,29,800000,2024-12-31,25,2413,Brazil,Brazil,right,184,82,no,BRA2,Testing,2024,Zagueiro Defensivo,0.245,61,74,17,0.472121,0.379349,0.435384,0.372459,0.501292,0.556554,68.0,54,43,50.5,61.0,15,8,27,41,31,17,79
61,0.328386,0.296485,0.202596,0.46281,0.384321,0.345177,0.229241,Wallace,Brusque,Brusque,LCB,LCB,4,36,100000,2024-12-31,32,3130,Brazil,Brazil,right,186,76,no,BRA2,Testing,2024,Zagueiro Defensivo,0.229,62,74,16,0.472121,0.379349,0.435384,0.372459,0.501292,0.556554,49.0,45,70,21.0,50.5,62,33,39,5,71,31,16
62,0.011132,0.019193,0.537344,0.115702,0.384321,0.772314,0.208712,Alemão,Operário PR,Operário PR,RCB,RCB,4,33,100000,2024-12-31,14,1215,Brazil,Brazil,right,186,76,no,BRA2,Testing,2024,Zagueiro Defensivo,0.209,63,74,14,0.472121,0.379349,0.435384,0.372459,0.501292,0.556554,73.0,72,23,69.5,50.5,14,1,2,68,6,31,81
63,0.144712,0.079985,0.368275,0.404959,0.340344,1.0,0.201893,João Victor,Mirassol,Mirassol,"RCB, LCB",RCB,4,27,250000,2026-12-31,32,3125,Brazil,Brazil,right,188,80,yes,BRA2,Testing,2024,Zagueiro Defensivo,0.202,64,74,13,0.472121,0.379349,0.435384,0.372459,0.501292,0.556554,69.0,71,46,29.0,60.0,1,6,4,37,60,18,98
