Unnamed: 0,Duelos_Aéreos_Ganhos,Passes_Curtos_Médios_Certos,Passes_Longos_Certos,Passes_Progressivos_Certos,Defesas,Gols_Evitados,Saídas,Interceptações.1,xG_Evitado,Finalizações_por_Gol_Sofrido,Rating,Atleta,Equipe,Equipe_Janela_Análise,Posição,Posição_Wyscout,Código_Posição_Wyscout,Idade,Valor_Mercado,Fim_Contrato,Jogos,Minutos,Nacionalidade,Passaporte,Pé,Altura,Peso,Empréstimo,Liga,Base,Versão_Temporada,Role,L_Rating,L_Ranking,Size,L_Percentil,Duelos_Aéreos_Ganhos_LM,Passes_Curtos_Médios_Certos_LM,Passes_Longos_Certos_LM,Passes_Progressivos_Certos_LM,Defesas_LM,Gols_Evitados_LM,Saídas_LM,Interceptações.1_LM,xG_Evitado_LM,Finalizações_por_Gol_Sofrido_LM,Duelos_Aéreos_Ganhos_Rank,Passes_Curtos_Médios_Certos_Rank,Passes_Longos_Certos_Rank,Passes_Progressivos_Certos_Rank,Defesas_Rank,Gols_Evitados_Rank,Saídas_Rank,Interceptações.1_Rank,xG_Evitado_Rank,Finalizações_por_Gol_Sofrido_Rank,Duelos_Aéreos_Ganhos_Percentil,Passes_Curtos_Médios_Certos_Percentil,Passes_Longos_Certos_Percentil,Passes_Progressivos_Certos_Percentil,Defesas_Percentil,Gols_Evitados_Percentil,Saídas_Percentil,Interceptações.1_Percentil,xG_Evitado_Percentil,Finalizações_por_Gol_Sofrido_Percentil
10,0.440734,0.736717,0.0,0.0,1.0,0.597701,0.45,0.328704,0.532407,1.0,0.746933,Alex Muralha,Mirassol,Mirassol,GK,GK,0,34,200000,2024-12-31,32,3245,Brazil,Brazil,right,188,89,no,BRA2,Testing,2024,Goleiro Líbero,0.747,11,26,57,0.516251,0.424395,0.520095,0.600582,0.62184,0.640307,0.42524,0.47703,0.605915,0.494559,17,5,26,26,1,17.0,11,21.5,19,1.0,34,80,0,0,96,34,57,17,26,96
11,0.237517,1.0,0.639613,0.658576,0.81809,0.767241,0.24375,0.398148,0.786027,0.679326,0.724991,Rafael Santos,Operário PR,Operário PR,GK,GK,0,35,100000,2024-11-30,29,2931,Brazil,Brazil,right,191,82,no,BRA2,Testing,2024,Goleiro Líbero,0.725,12,26,53,0.516251,0.424395,0.520095,0.600582,0.62184,0.640307,0.42524,0.47703,0.605915,0.494559,22,1,7,9,7,8.0,15,15.5,7,7.0,15,96,73,65,73,69,42,40,73,73
12,0.506022,0.371937,1.0,0.948371,0.719598,0.66954,0.30625,0.37963,0.631422,0.55325,0.681887,Tadeu,Goiás,Goiás,GK,GK,0,32,1500000,2026-12-31,34,3462,Brazil,Brazil,right,184,80,no,BRA2,Testing,2024,Goleiro Líbero,0.682,13,26,50,0.516251,0.424395,0.520095,0.600582,0.62184,0.640307,0.42524,0.47703,0.605915,0.494559,13,14,1,2,12,13.5,14,18.0,15,12.0,50,46,96,92,53,48,46,30,42,53
13,0.56067,0.532064,0.591689,0.694067,0.649246,0.609195,0.4125,0.310185,0.580041,0.479546,0.670404,Caíque França,Sport Recife,Sport Recife,GK,GK,0,29,450000,2027-12-31,33,3269,Brazil,Brazil,left,186,80,no,BRA2,Testing,2024,Goleiro Líbero,0.67,14,26,46,0.516251,0.424395,0.520095,0.600582,0.62184,0.640307,0.42524,0.47703,0.605915,0.494559,10,7,9,8,14,16.0,12,23.0,16,14.0,61,73,65,69,46,38,53,11,38,46
14,0.793467,0.498789,0.495723,0.531052,0.490452,0.518678,0.79375,0.509259,0.474397,0.317392,0.645924,Matheus Albino,CRB,CRB,GK,GK,0,29,150000,2026-12-30,33,3343,Brazil,Brazil,left,187,85,no,BRA2,Testing,2024,Goleiro Líbero,0.646,15,26,42,0.516251,0.424395,0.520095,0.600582,0.62184,0.640307,0.42524,0.47703,0.605915,0.494559,6,8,11,19,19,21.0,6,10.0,21,19.5,76,69,57,26,26,19,76,61,19,25
15,0.628101,0.37449,0.533414,0.561499,0.503015,0.563218,0.3875,0.912037,0.533379,0.332465,0.642523,João Carlos,Botafogo SP,Botafogo SP,GK,GK,0,36,100000,2024-11-30,22,2222,Brazil,Brazil,right,191,92,no,BRA2,Testing,2024,Goleiro Líbero,0.643,16,26,38,0.516251,0.424395,0.520095,0.600582,0.62184,0.640307,0.42524,0.47703,0.605915,0.494559,7,12,10,16,18,19.0,13,2.0,18,18.0,73,53,61,38,30,26,50,92,30,30
16,0.409552,0.851653,0.596037,0.792122,0.451759,0.793103,0.16875,0.527778,0.724069,0.288055,0.591326,Diogo Silva,Paysandu,Paysandu,GK,GK,0,38,150000,2024-11-30,19,1956,Brazil,Brazil,right,192,81,no,BRA2,Testing,2024,Goleiro Líbero,0.591,17,26,34,0.516251,0.424395,0.520095,0.600582,0.62184,0.640307,0.42524,0.47703,0.605915,0.494559,18,3,8,5,21,7.0,19,8.5,9,21.0,30,88,69,80,19,73,26,67,65,19
17,0.36794,0.977663,0.334568,0.443084,0.525126,0.670977,0.225,0.398148,0.645602,0.348366,0.583128,Dalberson,América Mineiro,América Mineiro,GK,GK,0,27,300000,2025-12-31,15,1520,Brazil,Brazil,left,191,85,no,BRA2,Testing,2024,Goleiro Líbero,0.583,18,26,30,0.516251,0.424395,0.520095,0.600582,0.62184,0.640307,0.42524,0.47703,0.605915,0.494559,19,2,22,22,17,12.0,17,15.5,12,17.0,26,92,15,15,34,53,34,40,53,34
18,0.327487,0.181297,0.48751,0.588741,0.600503,0.586207,0.23125,0.527778,0.552822,0.419168,0.535058,Dênis Júnior,Vila Nova,Vila Nova,GK,GK,0,26,1000000,2026-12-31,32,3248,Brazil,Brazil,right,188,87,no,BRA2,Testing,2024,Goleiro Líbero,0.535,19,26,26,0.516251,0.424395,0.520095,0.600582,0.62184,0.640307,0.42524,0.47703,0.605915,0.494559,21,23,14,13,15,18.0,16,8.5,17,15.0,19,11,46,50,42,30,38,67,34,42
19,0.595712,0.254115,0.477352,0.609688,0.481407,0.558908,0.05,0.365741,0.51586,0.317392,0.508331,Richard,Ceará,Ceará,GK,GK,0,33,250000,2024-12-31,26,2533,Brazil,Brazil,right,186,83,no,BRA2,Testing,2024,Goleiro Líbero,0.508,20,26,23,0.516251,0.424395,0.520095,0.600582,0.62184,0.640307,0.42524,0.47703,0.605915,0.494559,8,21,16,12,20,20.0,23,19.0,20,19.5,69,19,38,53,23,23,11,26,23,25
20,0.487082,0.30329,0.27976,0.347201,0.376884,0.479885,0.70625,0.541667,0.443944,0.225663,0.485342,Pedro Rocha,Ponte Preta,Ponte Preta,GK,GK,0,26,300000,2026-12-31,29,2953,Brazil,Brazil,right,196,93,no,BRA2,Testing,2024,Goleiro Líbero,0.485,21,26,19,0.516251,0.424395,0.520095,0.600582,0.62184,0.640307,0.42524,0.47703,0.605915,0.494559,15,18,24,23,23,22.0,7,7.0,22,23.0,42,30,7,11,11,15,73,73,15,11
21,0.227791,0.282075,0.834101,0.86565,0.38794,0.91523,0.0,0.384259,0.846793,0.238846,0.45599,Pegorari,Guarani,Guarani,GK,GK,0,33,200000,2024-12-31,8,816,Brazil,Brazil,right,192,85,no,BRA2,Testing,2024,Goleiro Líbero,0.456,22,26,15,0.516251,0.424395,0.520095,0.600582,0.62184,0.640307,0.42524,0.47703,0.605915,0.494559,23,20,3,4,22,3.0,26,17.0,4,22.0,11,23,88,84,15,88,0,34,84,15
22,0.508107,0.29567,0.36712,0.458358,0.565327,0.303161,0.1625,0.0,0.176011,0.385573,0.430055,Bruno Ferreira,Ceará,Ceará,GK,GK,0,30,200000,2025-06-30,10,945,Brazil,Brazil,right,197,90,no,BRA2,Testing,2024,Goleiro Líbero,0.43,23,26,11,0.516251,0.424395,0.520095,0.600582,0.62184,0.640307,0.42524,0.47703,0.605915,0.494559,12,19,19,21,16,24.0,20,26.0,24,16.0,53,26,26,19,38,7,23,0,7,38
23,0.0,0.327003,0.685859,0.745609,0.316583,0.432471,0.0875,0.328704,0.437481,0.184488,0.251852,Jefferson Paulino,Ituano,Ituano,GK,GK,0,32,200000,2024-12-31,29,2898,Brazil,Brazil,right,185,71,no,BRA2,Testing,2024,Goleiro Líbero,0.252,24,26,7,0.516251,0.424395,0.520095,0.600582,0.62184,0.640307,0.42524,0.47703,0.605915,0.494559,26,17,6,7,24,23.0,22,21.5,23,24.0,0,34,76,73,7,11,15,17,11,7
24,0.035042,0.419425,0.332763,0.320752,0.045729,0.0,0.00625,0.75,0.0,0.019894,0.061977,Michael,Botafogo SP,Botafogo SP,GK,GK,0,29,200000,2024-11-30,8,809,Brazil,Brazil,left,194,85,no,BRA2,Testing,2024,Goleiro Líbero,0.062,25,26,3,0.516251,0.424395,0.520095,0.600582,0.62184,0.640307,0.42524,0.47703,0.605915,0.494559,25,10,23,25,25,26.0,25,5.0,26,25.0,3,61,11,3,3,0,3,80,0,3
25,0.19273,0.364576,0.269884,0.340759,0.0,0.125,0.0125,0.143519,0.016715,0.0,0.0,Vladimir,Guarani,Guarani,GK,GK,0,35,200000,2025-12-31,22,2210,Brazil,Brazil,right,191,93,yes,BRA2,Testing,2024,Goleiro Líbero,0.0,26,26,0,0.516251,0.424395,0.520095,0.600582,0.62184,0.640307,0.42524,0.47703,0.605915,0.494559,24,15,25,24,26,25.0,24,24.0,25,26.0,7,42,3,7,0,3,7,7,3,0
