Unnamed: 0,Passes_Longos_Certos,Passes_Frontais_Certos,Passes_Progressivos_Certos,Duelos_Ofensivos_Ganhos,Dribles_BemSucedidos,xG,Finalizações_NoAlvo,Conversão_Gols,xA,Assistência_Finalização,Passes_Inteligentes_Certos,Passes_EntreLinhas_Certos,Passes_Chave,Rating,Atleta,Equipe,Equipe_Janela_Análise,Posição,Posição_Wyscout,Código_Posição_Wyscout,Idade,Valor_Mercado,Fim_Contrato,Jogos,Minutos,Nacionalidade,Passaporte,Pé,Altura,Peso,Empréstimo,Liga,Base,Versão_Temporada,Role,L_Rating,L_Ranking,Size,L_Percentil,Passes_Longos_Certos_LM,Passes_Frontais_Certos_LM,Passes_Progressivos_Certos_LM,Duelos_Ofensivos_Ganhos_LM,Dribles_BemSucedidos_LM,xG_LM,Finalizações_NoAlvo_LM,Conversão_Gols_LM,xA_LM,Assistência_Finalização_LM,Passes_Inteligentes_Certos_LM,Passes_EntreLinhas_Certos_LM,Passes_Chave_LM,Passes_Longos_Certos_Rank,Passes_Frontais_Certos_Rank,Passes_Progressivos_Certos_Rank,Duelos_Ofensivos_Ganhos_Rank,Dribles_BemSucedidos_Rank,xG_Rank,Finalizações_NoAlvo_Rank,Conversão_Gols_Rank,xA_Rank,Assistência_Finalização_Rank,Passes_Inteligentes_Certos_Rank,Passes_EntreLinhas_Certos_Rank,Passes_Chave_Rank,Passes_Longos_Certos_Percentil,Passes_Frontais_Certos_Percentil,Passes_Progressivos_Certos_Percentil,Duelos_Ofensivos_Ganhos_Percentil,Dribles_BemSucedidos_Percentil,xG_Percentil,Finalizações_NoAlvo_Percentil,Conversão_Gols_Percentil,xA_Percentil,Assistência_Finalização_Percentil,Passes_Inteligentes_Certos_Percentil,Passes_EntreLinhas_Certos_Percentil,Passes_Chave_Percentil
10,0.488519,0.34863,0.537951,0.342007,0.44955,1.0,0.850759,0.417702,0.608696,0.674847,0.237678,0.158111,0.242718,0.666221,Guilherme,Santos,Santos,"LAMF, LW",LAMF,10,29,1000000,2026-12-31,28,2530,Brazil,Brazil,left,180,65,no,BRA2,Testing,2024,Extremo Organizador,0.666,11,60,81,0.208975,0.255912,0.271083,0.350544,0.419153,0.416129,0.460002,0.332253,0.374638,0.354499,0.287258,0.246772,0.243851,4,16,3,29,23,1.0,5,20.0,10.5,9.0,33.5,37.5,22.5,93,73,95,51,61,98,91,66,82,85,44,37,62
11,0.227511,0.14301,0.250365,0.591103,0.784685,0.516129,0.839157,0.277784,0.347826,0.276074,0.194464,0.203285,0.23301,0.66289,Matheus Serafim,Amazonas,Amazonas,"LW, RW, LAMF",LW,10,26,0,2026-12-31,32,2848,Brazil,Brazil,right,178,70,no,BRA2,Testing,2024,Extremo Organizador,0.663,12,60,80,0.208975,0.255912,0.271083,0.350544,0.419153,0.416129,0.460002,0.332253,0.374638,0.354499,0.287258,0.246772,0.243851,20,44,28,5,5,18.0,6,29.0,29.0,31.5,35.0,30.5,25.0,66,26,53,91,91,70,90,51,51,47,41,49,58
12,0.24056,0.390644,0.35638,0.464858,0.50005,0.322581,0.990057,0.166648,0.565217,0.644172,0.561785,0.295658,0.23301,0.625821,Rómulo Otero,Santos,Santos,"RW, RAMF, LW",RW,10,31,800000,2024-12-31,33,2070,Venezuela,Venezuela,right,166,70,no,BRA2,Testing,2024,Extremo Organizador,0.626,13,60,78,0.208975,0.255912,0.271083,0.350544,0.419153,0.416129,0.460002,0.332253,0.374638,0.354499,0.287258,0.246772,0.243851,18,11,14,12,19,40.5,2,47.5,13.5,10.0,10.0,21.0,25.0,70,81,76,80,68,32,96,20,77,83,83,65,58
13,0.0,0.286434,0.243388,0.579145,0.548926,0.354839,0.410417,0.287574,0.434783,0.441718,0.315988,0.216837,0.213592,0.556906,Douglas Baggio,Botafogo SP,Botafogo SP,"RW, LW, RWF",RW,10,29,750000,2024-11-30,32,2734,Brazil,Brazil,right,172,71,no,BRA2,Testing,2024,Extremo Organizador,0.557,14,60,76,0.208975,0.255912,0.271083,0.350544,0.419153,0.416129,0.460002,0.332253,0.374638,0.354499,0.287258,0.246772,0.243851,60,23,29,7,17,36.5,33,28.0,21.5,18.0,26.0,28.0,29.0,0,61,51,88,71,39,45,53,64,70,56,53,51
14,0.149292,0.170671,0.193931,0.460226,0.814778,0.354839,0.741629,0.0,0.043478,0.0,0.356499,0.487884,0.203883,0.553111,William Pottker,Avaí,Avaí,"RW, RAMF, CF",RW,10,30,900000,2025-12-31,19,838,Brazil,Brazil,left,182,93,no,BRA2,Testing,2024,Extremo Organizador,0.553,15,60,75,0.208975,0.255912,0.271083,0.350544,0.419153,0.416129,0.460002,0.332253,0.374638,0.354499,0.287258,0.246772,0.243851,37,40,39,13,4,36.5,12,57.0,56.5,60.0,21.0,9.0,30.5,38,33,35,78,93,39,80,5,5,0,65,85,49
15,0.496641,0.366225,0.428925,0.277902,0.383265,0.16129,0.35646,0.198181,0.565217,0.490798,0.333333,0.579681,0.242718,0.549776,Diego Mathias,Brusque,Brusque,"RW, RAMF, RCMF",RW,10,25,0,2026-06-30,25,1762,Brazil,Brazil,left,182,73,no,BRA2,Testing,2024,Extremo Organizador,0.55,16,60,73,0.208975,0.255912,0.271083,0.350544,0.419153,0.416129,0.460002,0.332253,0.374638,0.354499,0.287258,0.246772,0.243851,3,12,7,38,32,53.0,38,41.0,13.5,15.0,23.5,4.0,22.5,95,80,88,36,46,11,36,31,77,75,60,93,62
16,0.118479,0.286105,0.277107,0.502095,0.43517,0.451613,0.811961,0.35482,0.217391,0.306748,0.248519,0.174297,0.116505,0.478711,Fabrício Daniel,Grêmio Novorizontino,Grêmio Novorizontino,"RW, CF, RWF",RW,10,27,600000,2024-12-31,21,1166,Brazil,Brazil,left,182,80,yes,BRA2,Testing,2024,Extremo Organizador,0.479,17,60,71,0.208975,0.255912,0.271083,0.350544,0.419153,0.416129,0.460002,0.332253,0.374638,0.354499,0.287258,0.246772,0.243851,44,24,24,10,25,24.0,7,22.0,43.0,28.0,32.0,35.0,42.5,26,60,60,83,58,60,88,63,28,53,46,41,29
17,0.082311,0.102883,0.171016,0.426116,0.569779,0.322581,0.097138,0.687493,0.608696,0.496933,0.440763,0.316221,0.495146,0.477369,Ronald,Operário PR,Operário PR,"RW, RAMF, RWF",RW,10,27,300000,2024-12-31,26,1408,Brazil,Brazil,left,162,60,no,BRA2,Testing,2024,Extremo Organizador,0.477,18,60,70,0.208975,0.255912,0.271083,0.350544,0.419153,0.416129,0.460002,0.332253,0.374638,0.354499,0.287258,0.246772,0.243851,51,49,43,19,14,40.5,55,7.0,10.5,14.0,14.0,20.0,6.0,15,18,28,68,76,32,8,88,82,76,76,66,90
18,0.103072,0.0,0.192933,0.394255,0.581662,0.258065,0.328779,0.0,0.913043,0.680982,0.259272,0.18068,1.0,0.468612,Paulo Vitor,Portimonense,Grêmio Novorizontino,"RW, CF, RB",RW,10,25,400000,2028-06-30,14,1110,Brazil,Brazil,right,168,75,no,BRA2,Testing,2024,Extremo Organizador,0.469,19,60,68,0.208975,0.255912,0.271083,0.350544,0.419153,0.416129,0.460002,0.332253,0.374638,0.354499,0.287258,0.246772,0.243851,48,60,40,23,12,49.5,39,57.0,3.0,7.0,31.0,34.0,1.0,20,0,33,61,80,17,35,5,95,88,48,43,98
19,0.164299,0.221248,0.206688,0.43499,0.57057,0.741935,0.658814,0.517105,0.347826,0.325153,0.097217,0.067755,0.485437,0.466467,Erick Pulga,Ceará,Ceará,"LW, LAMF, LWF",LW,10,24,1000000,2025-12-31,31,3089,Brazil,Brazil,right,169,70,no,BRA2,Testing,2024,Extremo Organizador,0.466,20,60,66,0.208975,0.255912,0.271083,0.350544,0.419153,0.416129,0.460002,0.332253,0.374638,0.354499,0.287258,0.246772,0.243851,36,28,35,15,13,5.0,16,12.0,29.0,25.0,43.0,47.0,7.5,40,53,41,75,78,91,73,80,51,58,28,21,87
20,0.287488,0.397984,0.286959,0.418605,0.285557,0.548387,0.465384,0.611117,0.347826,0.263804,1.0,0.578798,0.087379,0.464267,Dodô,Ponte Preta,Ponte Preta,"LWF, LW, AMF",LWF,11,23,0,,29,1840,Brazil,Brazil,right,171,68,yes,BRA2,Testing,2024,Extremo Organizador,0.464,21,60,65,0.208975,0.255912,0.271083,0.350544,0.419153,0.416129,0.460002,0.332253,0.374638,0.354499,0.287258,0.246772,0.243851,12,10,23,20,44,14.5,27,8.0,29.0,33.5,1.0,5.0,48.0,80,83,61,66,26,75,55,86,51,44,98,91,20
21,0.257705,0.279227,0.318904,0.333355,0.444206,0.354839,0.667078,0.733326,0.217391,0.184049,0.362981,0.387236,0.165049,0.452088,E. Garcia,Paysandu,Paysandu,"LAMF, LW, LWF",LAMF,10,24,300000,2024-12-31,27,1592,Venezuela,Venezuela,right,160,54,no,BRA2,Testing,2024,Extremo Organizador,0.452,22,60,63,0.208975,0.255912,0.271083,0.350544,0.419153,0.416129,0.460002,0.332253,0.374638,0.354499,0.287258,0.246772,0.243851,15,25,17,30,24,36.5,15,6.0,43.0,50.0,20.0,14.0,40.0,75,58,71,50,60,39,75,90,28,16,66,76,33
22,0.273533,0.344383,0.292458,0.370958,0.434388,0.322581,0.779241,0.114582,0.217391,0.245399,0.768519,0.537271,0.067961,0.45061,Figueiredo,Coritiba,Coritiba,"LAMF, LW, CF",LAMF,10,23,2500000,2026-12-31,30,1511,Brazil,Brazil,right,178,70,yes,BRA2,Testing,2024,Extremo Organizador,0.451,23,60,61,0.208975,0.255912,0.271083,0.350544,0.419153,0.416129,0.460002,0.332253,0.374638,0.354499,0.287258,0.246772,0.243851,14,17,22,25,26,40.5,8,51.0,43.0,40.0,4.0,6.0,51.0,76,71,63,58,56,32,86,15,28,33,93,90,15
23,0.218683,0.210573,0.412328,0.208712,0.303086,0.064516,0.010282,0.183332,0.913043,0.93865,0.62963,0.444171,0.650485,0.448613,Paulinho Moccelin,Brusque,Brusque,"LW, CF",LW,10,30,350000,2025-12-31,29,1859,Brazil,Brazil,right,169,62,no,BRA2,Testing,2024,Extremo Organizador,0.449,24,60,60,0.208975,0.255912,0.271083,0.350544,0.419153,0.416129,0.460002,0.332253,0.374638,0.354499,0.287258,0.246772,0.243851,21,30,9,47,41,57.5,58,44.0,3.0,2.0,8.0,12.0,2.0,65,50,85,21,31,4,3,26,95,96,86,80,96
24,0.031571,0.064963,0.0,0.433008,0.768218,0.645161,0.652356,0.274997,0.217391,0.141104,0.0,0.0,0.067961,0.443982,Airton,Guarani,Guarani,"LW, RAMF, LAMF",LW,10,25,350000,2024-12-31,20,1498,Brazil,Brazil,right,178,75,yes,BRA2,Testing,2024,Extremo Organizador,0.444,25,60,58,0.208975,0.255912,0.271083,0.350544,0.419153,0.416129,0.460002,0.332253,0.374638,0.354499,0.287258,0.246772,0.243851,59,54,60,17,6,8.0,17,30.0,43.0,53.0,52.0,54.0,51.0,1,10,0,71,90,86,71,50,28,11,13,10,15
25,0.31887,0.665222,0.302618,0.36471,0.310963,0.483871,0.244242,0.215671,0.086957,0.190184,0.534749,0.370431,0.135922,0.439695,João Paulo,Avaí,Avaí,"RW, AMF, RAMF",RW,10,34,400000,2025-12-31,19,1099,Brazil,Brazil,right,169,59,no,BRA2,Testing,2024,Extremo Organizador,0.44,26,60,56,0.208975,0.255912,0.271083,0.350544,0.419153,0.416129,0.460002,0.332253,0.374638,0.354499,0.287258,0.246772,0.243851,10,2,19,26,40,21.5,47,38.0,55.0,48.5,12.0,15.0,41.0,83,96,68,56,33,64,21,36,8,19,80,75,31
26,0.382135,0.349881,0.437993,0.182257,0.235606,0.645161,0.749345,0.862721,1.0,0.680982,0.0,0.0,0.640777,0.430408,Rodriguinho,América Mineiro,América Mineiro,"LW, LAMF",LW,10,21,0,,13,935,Brazil,Brazil,right,170,65,no,BRA2,Testing,2024,Extremo Organizador,0.43,27,60,55,0.208975,0.255912,0.271083,0.350544,0.419153,0.416129,0.460002,0.332253,0.374638,0.354499,0.287258,0.246772,0.243851,6,15,6,52,51,8.0,11,3.5,1.0,7.0,52.0,54.0,3.0,90,75,90,13,15,86,81,94,98,88,13,10,95
27,0.035431,0.184852,0.300516,0.411549,0.433934,0.548387,0.966832,0.352546,0.26087,0.392638,0.162045,0.112936,0.184466,0.428055,Maxwell,Operário PR,Operário PR,"LW, LAMF, LWF",LW,10,29,100000,2024-12-31,26,1848,Brazil,Brazil,right,180,68,no,BRA2,Testing,2024,Extremo Organizador,0.428,28,60,53,0.208975,0.255912,0.271083,0.350544,0.419153,0.416129,0.460002,0.332253,0.374638,0.354499,0.287258,0.246772,0.243851,58,37,20,21,27,14.5,3,23.0,36.5,20.5,38.5,43.0,35.5,3,38,66,65,55,75,95,61,39,65,35,28,40
28,0.336253,0.153097,0.303167,0.265073,0.410465,0.419355,0.610669,0.261907,0.521739,0.527607,0.162045,0.225861,0.281553,0.424245,Paulo Baya,Goiás,Goiás,"LW, LAMF",LW,10,25,250000,2024-12-31,29,1845,Brazil,Brazil,right,185,77,yes,BRA2,Testing,2024,Extremo Organizador,0.424,29,60,51,0.208975,0.255912,0.271083,0.350544,0.419153,0.416129,0.460002,0.332253,0.374638,0.354499,0.287258,0.246772,0.243851,9,43,18,42,28,27.5,19,32.0,16.0,12.0,38.5,26.0,18.5,85,28,70,30,53,54,68,46,73,80,35,56,69
29,0.12313,0.270626,0.157246,0.539161,0.469174,0.419355,0.404114,0.916658,0.304348,0.349693,0.0,0.0,0.0,0.424225,Emerson Urso,Vila Nova,Vila Nova,"LW, RW, LAMF",LW,10,23,250000,2025-12-31,20,811,Brazil,Brazil,right,169,67,yes,BRA2,Testing,2024,Extremo Organizador,0.424,30,60,50,0.208975,0.255912,0.271083,0.350544,0.419153,0.416129,0.460002,0.332253,0.374638,0.354499,0.287258,0.246772,0.243851,43,26,47,8,22,27.5,35,2.0,34.0,22.0,52.0,54.0,59.5,28,56,21,86,63,54,41,96,43,63,13,10,0
30,0.187147,0.118446,0.200078,0.380762,0.587958,0.322581,0.493769,0.118285,0.217391,0.03681,0.453726,0.158111,0.029126,0.423344,Juan Christian,Alanyaspor,Vila Nova,"RW, RAMF, LW",RW,10,23,0,,18,1273,Brazil,Brazil,right,177,73,no,BRA2,Testing,2024,Extremo Organizador,0.423,31,60,48,0.208975,0.255912,0.271083,0.350544,0.419153,0.416129,0.460002,0.332253,0.374638,0.354499,0.287258,0.246772,0.243851,28,48,38,24,11,40.5,26,50.0,43.0,57.5,13.0,37.5,57.5,53,20,36,60,81,32,56,16,28,4,78,37,4
31,0.287109,0.190614,0.328868,0.287642,0.297006,0.290323,0.273049,0.183332,0.391304,0.447853,0.237678,0.246382,0.456311,0.408981,Marcinho,Chapecoense,Chapecoense,"LAMF, LW",LAMF,10,29,50000,2025-12-31,30,2489,Brazil,Brazil,right,176,75,no,BRA2,Testing,2024,Extremo Organizador,0.409,32,60,46,0.208975,0.255912,0.271083,0.350544,0.419153,0.416129,0.460002,0.332253,0.374638,0.354499,0.287258,0.246772,0.243851,13,34,16,37,42,44.5,44,44.0,24.5,17.0,33.5,25.0,9.0,78,43,73,38,30,25,26,26,59,71,44,58,85
32,0.18105,0.362111,0.339829,0.257853,0.474314,0.387097,1.0,0.219998,0.130435,0.294479,0.364602,0.090349,0.184466,0.404307,João Victor,Guarani,Guarani,"RW, LW, RAMF",RW,10,25,350000,2024-12-31,30,2379,Brazil,Brazil,right,177,70,no,BRA2,Testing,2024,Extremo Organizador,0.404,33,60,45,0.208975,0.255912,0.271083,0.350544,0.419153,0.416129,0.460002,0.332253,0.374638,0.354499,0.287258,0.246772,0.243851,30,14,15,45,21,32.5,1,36.0,52.5,29.0,18.0,45.0,35.5,50,76,75,25,65,45,98,40,12,51,70,25,40
33,0.20828,0.454104,0.396553,0.326374,0.18896,0.0,0.0,0.0,0.217391,0.257669,0.307886,0.214579,0.262136,0.403025,Éverton Brito,Ponte Preta,Ponte Preta,"RAMF, LAMF, RW",RAMF,10,29,200000,2024-12-31,16,1008,Brazil,Brazil,right,170,66,no,BRA2,Testing,2024,Extremo Organizador,0.403,34,60,43,0.208975,0.255912,0.271083,0.350544,0.419153,0.416129,0.460002,0.332253,0.374638,0.354499,0.287258,0.246772,0.243851,23,8,11,32,54,59.5,60,57.0,43.0,36.0,27.5,29.0,21.0,61,86,81,46,10,0,0,5,28,40,54,51,65
34,0.07473,0.126335,0.053206,0.430972,0.527362,0.645161,0.770266,0.133319,0.217391,0.245399,0.0,0.124255,0.106796,0.375485,Matheus Régis,Ponte Preta,Ponte Preta,"RAMF, RW",RAMF,10,25,400000,2026-01-30,27,1653,Brazil,Brazil,right,181,72,yes,BRA2,Testing,2024,Extremo Organizador,0.375,35,60,41,0.208975,0.255912,0.271083,0.350544,0.419153,0.416129,0.460002,0.332253,0.374638,0.354499,0.287258,0.246772,0.243851,52,46,57,18,18,8.0,9,49.0,43.0,40.0,52.0,41.0,45.5,13,23,5,70,70,86,85,18,28,33,13,31,24
35,0.245636,0.398767,0.276906,0.269849,0.179887,0.096774,0.077511,0.0,0.521739,0.680982,0.333333,0.351094,0.194175,0.361724,Chico Kim,Mirassol,Mirassol,"RWF, RW, LW",RWF,11,33,350000,2024-12-31,32,1787,Brazil,"Brazil, Korea Republic",right,175,69,no,BRA2,Testing,2024,Extremo Organizador,0.362,36,60,40,0.208975,0.255912,0.271083,0.350544,0.419153,0.416129,0.460002,0.332253,0.374638,0.354499,0.287258,0.246772,0.243851,17,9,25,40,55,55.5,56,57.0,16.0,7.0,23.5,17.0,32.5,71,85,58,33,8,7,6,5,73,88,60,71,45
36,0.087157,0.157896,0.10157,0.473927,0.403686,0.096774,0.174865,0.261907,0.347826,0.214724,0.291681,0.203285,0.223301,0.356575,Kleiton,CRB,CRB,"RAMF, RW, RWF",RAMF,10,25,250000,2025-12-31,18,1044,Brazil,Brazil,right,182,76,yes,BRA2,Testing,2024,Extremo Organizador,0.357,37,60,38,0.208975,0.255912,0.271083,0.350544,0.419153,0.416129,0.460002,0.332253,0.374638,0.354499,0.287258,0.246772,0.243851,50,41,54,11,29,55.5,52,32.0,29.0,45.0,29.0,30.5,27.5,16,31,10,81,51,7,13,46,51,25,51,49,54
37,0.168187,0.137213,0.242676,0.313568,0.247722,0.967742,0.730219,0.437796,0.434783,0.484663,0.5534,0.444686,0.38835,0.345179,Alesson,Vila Nova,Vila Nova,"LW, LAMF, LWF",LW,10,25,550000,2025-12-31,32,3174,Brazil,Brazil,right,173,68,no,BRA2,Testing,2024,Extremo Organizador,0.345,38,60,36,0.208975,0.255912,0.271083,0.350544,0.419153,0.416129,0.460002,0.332253,0.374638,0.354499,0.287258,0.246772,0.243851,33,45,30,33,47,2.0,13,17.0,21.5,16.0,11.0,11.0,12.0,45,25,50,45,21,96,78,71,64,73,81,81,80
38,0.128414,0.030584,0.157104,0.364507,0.488689,0.387097,0.531523,0.215671,0.304348,0.202454,0.0,0.0,0.174757,0.320965,Léo Pereira,CRB,CRB,"LW, LAMF, LWF",LW,10,24,1200000,2026-12-31,31,2825,Brazil,Brazil,right,172,73,no,BRA2,Testing,2024,Extremo Organizador,0.321,39,60,35,0.208975,0.255912,0.271083,0.350544,0.419153,0.416129,0.460002,0.332253,0.374638,0.354499,0.287258,0.246772,0.243851,41,57,48,27,20,32.5,24,38.0,34.0,47.0,52.0,54.0,38.5,31,5,20,55,66,45,60,36,43,21,13,10,35
